Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.532154,[23 38] ; [196  82],[39.40707965 21.59292035] ; [179.59292035  98.40707965],1
p7,1,4.5e-05,16.652306,[33 27] ; [220  55],[45.31343284 14.68656716] ; [207.68656716  67.31343284],1
p10,1,0.002579,9.083444,[46 13] ; [256  24],[52.56047198  6.43952802] ; [249.43952802  30.56047198],0
a5,1,0.004281,8.160697,[40 21] ; [232  51],[48.23255814 12.76744186] ; [223.76744186  59.23255814],0
n4,1,0.009767,6.676959,[42 17] ; [241  42],[48.82163743 10.17836257] ; [234.17836257  48.82163743],0
r3,1,0.027131,4.882438,[56  5] ; [276   7],[58.87209302  2.12790698] ; [273.12790698   9.87209302],0
b1,1,0.027514,4.858237,[31 30] ; [101 182],[23.40697674 37.59302326] ; [108.59302326 174.40697674],0
p9,1,0.034851,4.452449,[51  9] ; [262  19],[55.07331378  4.92668622] ; [257.92668622  23.07331378],0
p1,1,0.053928,3.714913,[10 50] ; [ 24 259],[ 5.94752187 54.05247813] ; [ 28.05247813 254.94752187],0
n5,1,0.062155,3.478935,[43 17] ; [231  50],[48.2111437 11.7888563] ; [225.7888563  55.2111437],0
s2,1,0.063827,3.435043,[50 11] ; [196  83],[44.13529412 16.86470588] ; [201.86470588  77.13529412],0
p3,1,0.070937,3.261201,[31 30] ; [179 104],[37.23837209 23.76162791] ; [172.76162791 110.23837209],0
n3,1,0.071168,3.255871,[10  9] ; [39 13],[13.11267606  5.88732394] ; [35.88732394 16.11267606],0
d4,1,0.083732,2.990931,[48 13] ; [246  36],[52.28571429  8.71428571] ; [241.71428571  40.28571429],0
s7,1,0.143649,2.138428,[47  9] ; [205  69],[42.76363636 13.23636364] ; [209.23636364  64.76363636],0
s5,1,0.146262,2.11081,[30 26] ; [116 154],[25.0797546 30.9202454] ; [120.9202454 149.0797546],0
v3,1,0.152036,2.051704,[23 35] ; [137 137],[27.95180723 30.04819277] ; [132.04819277 141.95180723],0
u1,1,0.15992,1.974987,[18 43] ; [ 60 223],[13.83139535 47.16860465] ; [ 64.16860465 218.83139535],0
s6,1,0.183441,1.769522,[53  6] ; [232  48],[49.60176991  9.39823009] ; [235.39823009  44.60176991],0
a3,1,0.189016,1.725268,[45 16] ; [229  53],[48.72886297 12.27113703] ; [225.27113703  56.72886297],0
u3,1,0.213575,1.547024,[13  3] ; [35 19],[10.97142857  5.02857143] ; [37.02857143 16.97142857],0
n6,1,0.233793,1.417636,[49 10] ; [250  32],[51.73313783  7.26686217] ; [247.26686217  34.73313783],0
n1,1,0.245479,1.348854,[10  9] ; [19 32],[ 7.87142857 11.12857143] ; [21.12857143 29.87142857],0
b5,1,0.271657,1.208358,[40 21] ; [164 119],[36.1744186 24.8255814] ; [167.8255814 115.1744186],0
