Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,98.234742,[ 21 135] ; [115  55],[65.0797546 90.9202454] ; [70.9202454 99.0797546],1
s6,1,0.0,46.996387,[65 89] ; [132  34],[94.80625 59.19375] ; [102.19375  63.80625],1
s7,1,0.0,25.405967,[ 45 103] ; [96 67],[67.09967846 80.90032154] ; [73.90032154 89.09967846],1
s8,1,2e-06,23.119315,[ 33 123] ; [79 91],[ 53.59509202 102.40490798] ; [ 58.40490798 111.59509202],1
n2,1,0.001005,10.817554,[29 18] ; [36  3],[35.52325581 11.47674419] ; [29.47674419  9.52325581],0
r2,1,0.005963,7.561492,[132  24] ; [157  10],[139.57894737  16.42105263] ; [149.42105263  17.57894737],0
s4,1,0.018154,5.581181,[ 18 138] ; [ 36 133],[ 25.92 130.08] ; [ 28.08 140.92],0
p7,1,0.024255,5.076335,[92 62] ; [119  47],[101.54375  52.45625] ; [109.45625  56.54375],0
s5,1,0.02574,4.973431,[ 34 121] ; [ 54 109],[ 42.89308176 112.10691824] ; [ 45.10691824 117.89308176],0
n4,1,0.044215,4.048343,[103  54] ; [128  41],[111.24846626  45.75153374] ; [119.75153374  49.24846626],0
r4,1,0.097886,2.739649,[125  32] ; [147  23],[130.59327217  26.40672783] ; [141.40672783  28.59327217],0
r3,1,0.098686,2.726654,[140  16] ; [159   9],[143.96296296  12.03703704] ; [155.03703704  12.96296296],0
b5,1,0.131442,2.275388,[97 60] ; [91 79],[90.26299694 66.73700306] ; [97.73700306 72.26299694],0
a1,1,0.187555,1.736719,[  8 149] ; [  4 166],[  5.76146789 151.23853211] ; [  6.23853211 163.76146789],0
v3,1,0.202786,1.622195,[ 41 112] ; [ 56 112],[ 46.23364486 106.76635514] ; [ 50.76635514 117.23364486],0
d5,1,0.202907,1.621328,[98 58] ; [95 75],[92.35582822 63.64417178] ; [100.64417178  69.35582822],0
a7,1,0.210899,1.565243,[109  47] ; [107  62],[103.68  52.32] ; [112.32  56.68],0
u2,1,0.229899,1.441488,[38 30] ; [31 37],[34.5 33.5] ; [34.5 33.5],0
n3,1,0.234334,1.414361,[32 15] ; [31  8],[34.43023256 12.56976744] ; [28.56976744 10.43023256],0
r1,1,0.26049,1.266151,[106  51] ; [123  45],[110.62461538  46.37538462] ; [118.37538462  49.62461538],0
v4,1,0.301249,1.068655,[144  13] ; [158   9],[146.33950617  10.66049383] ; [155.66049383  11.33950617],0
b1,1,0.302732,1.06212,[66 91] ; [ 62 108],[61.45565749 95.54434251] ; [ 66.54434251 103.45565749],0
a4,1,0.305983,1.047936,[ 43 114] ; [ 38 131],[ 39.00920245 117.99079755] ; [ 41.99079755 127.00920245],0
u3,1,0.348156,0.880168,[32 36] ; [38 31],[34.74452555 33.25547445] ; [35.25547445 33.74452555],0
n5,1,0.388284,0.744308,[107  48] ; [124  45],[110.50925926  44.49074074] ; [120.49074074  48.50925926],0
a8,1,0.394784,0.724157,[ 18 128] ; [ 25 134],[ 20.58360656 125.41639344] ; [ 22.41639344 136.58360656],0
d4,1,0.413615,0.668386,[90 67] ; [105  65],[93.62385321 63.37614679] ; [101.37614679  68.62385321],0
n6,1,0.451794,0.566147,[121  35] ; [136  32],[123.74074074  32.25925926] ; [133.25925926  34.74074074],0
p11,1,0.513347,0.427238,[119  38] ; [134  36],[121.47094801  35.52905199] ; [131.52905199  38.47094801],0
s1,1,0.530391,0.393642,[  3 153] ; [  5 161],[  3.8757764 152.1242236] ; [  4.1242236 161.8757764],0
