Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000131,14.63245,[22 24] ; [66 16],[31.625 14.375] ; [56.375 25.625],1
p4,1,0.002864,8.892198,[25 20] ; [66 16],[32.24409449 12.75590551] ; [58.75590551 23.24409449],0
a3,1,0.01301,6.167757,[23 23] ; [59 23],[29.46875 16.53125] ; [52.53125 29.46875],0
r1,1,0.015897,5.814267,[28 18] ; [66 16],[33.78125 12.21875] ; [60.21875 21.78125],0
s5,1,0.018601,5.538687,[13 32] ; [40 39],[19.23387097 25.76612903] ; [33.76612903 45.23387097],0
p7,1,0.019459,5.459811,[32 13] ; [72 10],[36.8503937  8.1496063] ; [67.1496063 14.8503937],0
s6,1,0.021123,5.31658,[25 20] ; [59 19],[30.73170732 14.26829268] ; [53.26829268 24.73170732],0
d4,1,0.025653,4.97924,[30 16] ; [67 14],[35.13385827 10.86614173] ; [61.86614173 19.13385827],0
s8,1,0.029138,4.759414,[20 26] ; [52 30],[25.875 20.125] ; [46.125 35.875],0
s3,1,0.029805,4.720503,[21 25] ; [53 28],[26.80314961 19.19685039] ; [47.19685039 33.80314961],0
s7,1,0.038286,4.292251,[19 25] ; [50 30],[24.48387097 19.51612903] ; [44.51612903 35.48387097],0
s4,1,0.051668,3.7865,[ 6 40] ; [23 59],[10.421875 35.578125] ; [18.578125 63.421875],0
d1,1,0.081972,3.025356,[19 27] ; [47 35],[23.71875 22.28125] ; [42.28125 39.71875],0
b5,1,0.105766,2.616372,[23 23] ; [29 53],[18.6875 27.3125] ; [33.3125 48.6875],0
p11,1,0.111189,2.537238,[34 12] ; [70 12],[37.375  8.625] ; [66.625 15.375],0
n2,1,0.114653,2.488889,[11  3] ; [7 7],[9. 5.] ; [9. 5.],0
p2,1,0.116638,2.461897,[37  9] ; [74  8],[39.890625  6.109375] ; [71.109375 10.890625],0
s2,1,0.140562,2.171792,[19 27] ; [45 37],[23. 23.] ; [41. 41.],0
d2,1,0.148035,2.092383,[18 28] ; [43 39],[21.921875 24.078125] ; [39.078125 42.921875],0
p12,1,0.14929,2.079496,[ 1 45] ; [ 7 74],[ 2.8976378 43.1023622] ; [ 5.1023622 75.8976378],0
a2,1,0.153608,2.036055,[ 1 45] ; [ 7 75],[ 2.875 43.125] ; [ 5.125 76.875],0
p10,1,0.153608,2.036055,[36 10] ; [72 10],[38.8125  7.1875] ; [69.1875 12.8125],0
p5,1,0.155884,2.013704,[ 5 41] ; [17 65],[ 7.90625 38.09375] ; [14.09375 67.90625],0
n4,1,0.161137,1.963522,[34 12] ; [69 13],[37.015625  8.984375] ; [65.984375 16.015625],0
r4,1,0.179817,1.799132,[37  9] ; [73  9],[39.53125  6.46875] ; [70.46875 11.53125],0
r3,1,0.203326,1.618325,[41  5] ; [78  4],[42.765625  3.234375] ; [76.234375  5.765625],0
v2,1,0.243703,1.359045,[21 24] ; [46 34],[24.12 20.88] ; [42.88 37.12],0
p9,1,0.260456,1.266333,[37  9] ; [72 10],[39.171875  6.828125] ; [69.828125 12.171875],0
p1,1,0.307938,1.0395,[ 3 43] ; [10 72],[ 4.671875 41.328125] ; [ 8.328125 73.671875],0
n3,1,0.309558,1.032561,[9 4] ; [7 7],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
a1,1,0.313605,1.015432,[ 1 45] ; [ 5 77],[ 2.15625 43.84375] ; [ 3.84375 78.15625],0
a6,1,0.391919,0.73298,[15 31] ; [33 49],[17.25 28.75] ; [30.75 51.25],0
p6,1,0.459207,0.547826,[21 25] ; [42 38],[23. 23.] ; [40. 40.],0
a4,1,0.526771,0.400617,[17 29] ; [35 47],[18.6875 27.3125] ; [33.3125 48.6875],0
n5,1,0.538381,0.378549,[38  8] ; [64 18],[36.65625  9.34375] ; [65.34375 16.65625],0
s1,1,0.551483,0.354668,[ 2 44] ; [ 2 80],[ 1.4375 44.5625] ; [ 2.5625 79.4375],0
u2,1,0.551944,0.353846,[12 11] ; [14  9],[13. 10.] ; [13. 10.],0
v3,1,0.560418,0.33898,[18 28] ; [36 45],[19.55905512 26.44094488] ; [34.44094488 46.55905512],0
d5,1,0.58466,0.298761,[32 14] ; [60 21],[33.32283465 12.67716535] ; [58.67716535 22.32283465],0
b2,1,0.584834,0.298484,[10 17] ; [23 30],[11.1375 15.8625] ; [21.8625 31.1375],0
b3,1,0.584834,0.298484,[10 17] ; [23 30],[11.1375 15.8625] ; [21.8625 31.1375],0
n6,1,0.680181,0.169923,[38  8] ; [70 12],[38.8125  7.1875] ; [69.1875 12.8125],0
u1,1,0.694736,0.154006,[ 3 43] ; [ 4 78],[ 2.515625 43.484375] ; [ 4.484375 77.515625],0
u3,1,0.764599,0.089669,[10 13] ; [ 9 14],[ 9.5 13.5] ; [ 9.5 13.5],0
v1,1,0.786544,0.073333,[25 21] ; [42 39],[24.26771654 21.73228346] ; [42.73228346 38.26771654],0
b1,1,0.79106,0.07019,[23 23] ; [39 43],[22.28125 23.71875] ; [39.71875 42.28125],0
d3,1,0.917431,0.010748,[22 24] ; [40 42],[22.28125 23.71875] ; [39.71875 42.28125],0
b4,1,0.917431,0.010748,[24 22] ; [42 40],[23.71875 22.28125] ; [42.28125 39.71875],0
r2,1,0.931033,0.00749,[38  5] ; [72  9],[38.14516129  4.85483871] ; [71.85483871  9.14516129],0
a8,1,0.943507,0.005022,[ 5 37] ; [10 71],[ 5.12195122 36.87804878] ; [ 9.87804878 71.12195122],0
n1,1,1.0,0.0,[7 7] ; [7 7],[7. 7.] ; [7. 7.],0
