Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,100.231328,[383  32] ; [11 22],[364.97767857  50.02232143] ; [29.02232143  3.97767857],1
v4,1,0.0,57.888862,[400  15] ; [21 12],[389.98883929  25.01116071] ; [31.01116071  1.98883929],1
r1,1,0.0,40.02,[327  85] ; [10 23],[312.00898876  99.99101124] ; [24.99101124  8.00898876],1
d1,1,8e-06,19.877399,[230 185] ; [ 5 28],[217.68973214 197.31026786] ; [17.31026786 15.68973214],1
d5,1,3e-05,17.426038,[331  83] ; [16 17],[321.38255034  92.61744966] ; [25.61744966  7.38255034],1
s3,1,0.001221,10.457884,[233 180] ; [ 9 24],[224.0941704 188.9058296] ; [17.9058296 15.0941704],0
s6,1,0.001447,10.144709,[284 125] ; [14 19],[275.75113122 133.24886878] ; [22.24886878 10.75113122],0
a1,1,0.002028,9.523608,[ 10 405] ; [ 4 29],[ 12.96875 402.03125] ; [ 1.03125 31.96875],0
s2,1,0.003259,8.656356,[210 203] ; [ 8 25],[201.86995516 211.13004484] ; [16.13004484 16.86995516],0
b1,1,0.003261,8.655582,[145 270] ; [20 13],[152.84598214 262.15401786] ; [12.15401786 20.84598214],0
u3,1,0.0065,7.406198,[76 49] ; [ 4 12],[70.92198582 54.07801418] ; [9.07801418 6.92198582],0
a6,1,0.008504,6.924142,[282 133] ; [15 18],[275.12276786 139.87723214] ; [21.87723214 11.12276786],0
s7,1,0.009878,6.656771,[186 214] ; [ 7 24],[179.11832947 220.88167053] ; [13.88167053 17.11832947],0
r3,1,0.010542,6.540855,[394  20] ; [27  5],[390.79372197  23.20627803] ; [30.20627803  1.79372197],0
d4,1,0.015337,5.877352,[337  78] ; [21 12],[331.62946429  83.37053571] ; [26.37053571  6.62946429],0
d2,1,0.022503,5.206479,[185 229] ; [ 8 25],[178.75167785 235.24832215] ; [14.24832215 18.75167785],0
n6,1,0.023457,5.13433,[349  65] ; [22 10],[344.38116592  69.61883408] ; [26.61883408  5.38116592],0
p6,1,0.024155,5.083467,[155 255] ; [ 6 27],[149.00677201 260.99322799] ; [11.99322799 21.00677201],0
a7,1,0.02636,4.932262,[301 113] ; [18 15],[295.44966443 118.55033557] ; [23.55033557  9.44966443],0
a3,1,0.027879,4.835514,[289 124] ; [17 16],[283.35874439 129.64125561] ; [22.64125561 10.35874439],0
n4,1,0.040032,4.21651,[306 107] ; [19 14],[300.9529148 112.0470852] ; [24.0470852  8.9529148],0
s5,1,0.053596,3.725227,[138 260] ; [ 6 27],[132.97447796 265.02552204] ; [11.02552204 21.97447796],0
s8,1,0.055529,3.66614,[171 244] ; [ 8 25],[165.81473214 249.18526786] ; [13.18526786 19.81473214],0
a4,1,0.058648,3.575223,[183 231] ; [ 9 24],[177.82550336 236.17449664] ; [14.17449664 18.82550336],0
d3,1,0.06056,3.521991,[279 134] ; [17 16],[274.09865471 138.90134529] ; [21.90134529 11.09865471],0
p10,1,0.065697,3.387384,[370  44] ; [26  7],[366.76510067  47.23489933] ; [29.23489933  3.76510067],0
p2,1,0.092082,2.837594,[357  56] ; [25  8],[353.73542601  59.26457399] ; [28.26457399  4.73542601],0
v1,1,0.107111,2.596331,[193 210] ; [11 22],[188.55963303 214.44036697] ; [15.44036697 17.55963303],0
p3,1,0.111065,2.539003,[198 217] ; [11 22],[193.60491071 221.39508929] ; [15.39508929 17.60491071],0
u1,1,0.144207,2.132479,[ 64 351] ; [ 2 31],[ 61.13839286 353.86160714] ; [ 4.86160714 28.13839286],0
a5,1,0.172386,1.862071,[298 117] ; [20 13],[294.57589286 120.42410714] ; [23.42410714  9.57589286],0
v2,1,0.198573,1.652836,[167 233] ; [10 23],[163.51039261 236.48960739] ; [13.48960739 19.51039261],0
s1,1,0.216323,1.528595,[ 10 401] ; [ 2 31],[ 11.10810811 399.89189189] ; [ 0.89189189 32.10810811],0
n1,1,0.237625,1.394628,[42 57] ; [2 7],[40.33333333 58.66666667] ; [3.66666667 5.33333333],0
b2,1,0.238759,1.387905,[ 87 155] ; [ 4 14],[ 84.7 157.3] ; [ 6.3 11.7],0
b3,1,0.238759,1.387905,[ 87 155] ; [ 4 14],[ 84.7 157.3] ; [ 6.3 11.7],0
p5,1,0.241159,1.373805,[ 37 376] ; [ 5 28],[ 38.89237668 374.10762332] ; [ 3.10762332 29.89237668],0
a8,1,0.387339,0.747278,[ 53 333] ; [ 6 25],[ 54.61390887 331.38609113] ; [ 4.38609113 26.61390887],0
u2,1,0.394094,0.726272,[64 61] ; [10  6],[65.60283688 59.39716312] ; [8.39716312 7.60283688],0
p1,1,0.4021,0.702036,[ 28 386] ; [ 1 32],[ 26.8590604 387.1409396] ; [ 2.1409396 30.8590604],0
p7,1,0.445484,0.582117,[247 156] ; [18 15],[244.94266055 158.05733945] ; [20.05733945 12.94266055],0
n2,1,0.449255,0.57253,[77 22] ; [6 3],[76.08333333 22.91666667] ; [6.91666667 2.08333333],0
p8,1,0.541678,0.372439,[209 201] ; [15 18],[207.31376975 202.68623025] ; [16.68623025 16.31376975],0
n3,1,0.558847,0.341704,[74 24] ; [6 3],[73.27102804 24.72897196] ; [6.72897196 2.27102804],0
b5,1,0.665214,0.187252,[261 154] ; [22 11],[262.15401786 152.84598214] ; [20.84598214 12.15401786],0
p4,1,0.669663,0.181997,[241 172] ; [18 15],[239.83632287 173.16367713] ; [19.16367713 13.83632287],0
