Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.000133,14.595524,[12 22] ; [22  4],[19.26666667 14.73333333] ; [14.73333333 11.26666667],1
p9,1,0.00072,11.436716,[ 9 24] ; [18  7],[15.36206897 17.63793103] ; [11.63793103 13.36206897],1
n6,1,0.001103,10.645783,[10 23] ; [19  7],[16.22033898 16.77966102] ; [12.77966102 13.22033898],0
s8,1,0.001449,10.142042,[ 1 33] ; [ 9 18],[ 5.57377049 28.42622951] ; [ 4.42622951 22.57377049],0
v2,1,0.002363,9.243397,[ 5 28] ; [14 13],[10.45 22.55] ; [ 8.55 18.45],0
p2,1,0.006995,7.274168,[ 8 26] ; [15 11],[13.03333333 20.96666667] ; [ 9.96666667 16.03333333],0
b3,1,0.007629,7.118469,[11 12] ; [ 1 14],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
b2,1,0.007629,7.118469,[11 12] ; [ 1 14],[ 7.26315789 15.73684211] ; [ 4.73684211 10.26315789],0
p10,1,0.008911,6.840663,[ 8 25] ; [15 11],[12.86440678 20.13559322] ; [10.13559322 15.86440678],0
n3,1,0.009108,6.801432,[ 6 11] ; [8 1],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
d5,1,0.010188,6.601739,[14 20] ; [20  7],[18.95081967 15.04918033] ; [15.04918033 11.95081967],0
d1,1,0.083921,2.987279,[ 8 26] ; [12 15],[11.14754098 22.85245902] ; [ 8.85245902 18.14754098],0
s6,1,0.086504,2.938256,[ 7 27] ; [11 16],[10.03278689 23.96721311] ; [ 7.96721311 19.03278689],0
p8,1,0.097607,2.744212,[ 5 28] ; [ 9 18],[ 7.7 25.3] ; [ 6.3 20.7],0
d3,1,0.113543,2.504208,[12 22] ; [15 12],[15.04918033 18.95081967] ; [11.95081967 15.04918033],0
d4,1,0.141654,2.159896,[19 15] ; [20  7],[21.73770492 12.26229508] ; [17.26229508  9.73770492],0
b5,1,0.143217,2.143045,[15 19] ; [17 10],[17.83606557 16.16393443] ; [14.16393443 12.83606557],0
p4,1,0.149364,2.078732,[ 8 26] ; [11 16],[10.59016393 23.40983607] ; [ 8.40983607 18.59016393],0
p1,1,0.1518,2.054073,[ 5 29] ; [ 1 26],[ 3.3442623 30.6557377] ; [ 2.6557377 24.3442623],0
s7,1,0.157479,1.998264,[ 4 27] ; [ 7 18],[ 6.08928571 24.91071429] ; [ 4.91071429 20.08928571],0
b4,1,0.166338,1.915641,[18 16] ; [19  8],[20.62295082 13.37704918] ; [16.37704918 10.62295082],0
a8,1,0.191428,1.706593,[ 3 31] ; [ 5 19],[ 4.68965517 29.31034483] ; [ 3.31034483 20.68965517],0
a5,1,0.215674,1.532925,[16 18] ; [17 10],[18.39344262 15.60655738] ; [14.60655738 12.39344262],0
n2,1,0.216201,1.529412,[ 7 10] ; [6 3],[8.5 8.5] ; [4.5 4.5],0
p7,1,0.238296,1.390644,[ 9 25] ; [11 16],[11.14754098 22.85245902] ; [ 8.85245902 18.14754098],0
s1,1,0.239291,1.384768,[ 6 28] ; [ 2 25],[ 4.45901639 29.54098361] ; [ 3.54098361 23.45901639],0
p6,1,0.258703,1.275684,[ 3 30] ; [ 5 21],[ 4.47457627 28.52542373] ; [ 3.52542373 22.47457627],0
a4,1,0.270912,1.212121,[ 9 24] ; [11 16],[11. 22.] ; [ 9. 18.],0
n5,1,0.350904,0.870185,[20 14] ; [19  8],[21.73770492 12.26229508] ; [17.26229508  9.73770492],0
u2,1,0.365416,0.819195,[ 4 13] ; [4 6],[ 5.03703704 11.96296296] ; [2.96296296 7.03703704],0
a3,1,0.373333,0.792541,[17 16] ; [17 10],[18.7 14.3] ; [15.3 11.7],0
b1,1,0.374784,0.78774,[19 15] ; [12 15],[17.27868852 16.72131148] ; [13.72131148 13.27868852],0
a6,1,0.405938,0.690665,[14 20] ; [14 13],[15.60655738 18.39344262] ; [12.39344262 14.60655738],0
r4,1,0.415352,0.663429,[ 7 27] ; [ 8 19],[ 8.36065574 25.63934426] ; [ 6.63934426 20.36065574],0
p5,1,0.43897,0.598972,[ 1 32] ; [ 2 25],[ 1.65 31.35] ; [ 1.35 25.65],0
n4,1,0.528605,0.397072,[24 10] ; [17 10],[22.85245902 11.14754098] ; [18.14754098  8.85245902],0
a7,1,0.547975,0.360957,[15 19] ; [14 13],[16.16393443 17.83606557] ; [12.83606557 14.16393443],0
u3,1,0.560776,0.338363,[ 2 15] ; [2 8],[ 2.51851852 14.48148148] ; [1.48148148 8.51851852],0
v1,1,0.667649,0.184364,[10 24] ; [ 9 17],[10.76666667 23.23333333] ; [ 8.23333333 17.76666667],0
s4,1,0.67952,0.170667,[ 5 29] ; [ 3 24],[ 4.45901639 29.54098361] ; [ 3.54098361 23.45901639],0
s3,1,0.724878,0.123867,[10 23] ; [ 9 17],[10.62711864 22.37288136] ; [ 8.37288136 17.62711864],0
a2,1,0.725945,0.122868,[ 4 30] ; [ 4 23],[ 4.45901639 29.54098361] ; [ 3.54098361 23.45901639],0
r2,1,0.812768,0.056101,[17 15] ; [13 13],[16.55172414 15.44827586] ; [13.44827586 12.55172414],0
p3,1,0.82907,0.04661,[ 8 26] ; [ 7 20],[ 8.36065574 25.63934426] ; [ 6.63934426 20.36065574],0
p12,1,0.868069,0.027593,[ 1 33] ; [ 1 26],[ 1.1147541 32.8852459] ; [ 0.8852459 26.1147541],0
n1,1,0.872518,0.025748,[ 7 10] ; [4 5],[7.19230769 9.80769231] ; [3.80769231 5.19230769],0
v3,1,0.904016,0.014542,[ 8 26] ; [ 6 21],[ 7.80327869 26.19672131] ; [ 6.19672131 20.80327869],0
d2,1,0.91563,0.011223,[13 20] ; [11 16],[13.2 19.8] ; [10.8 16.2],0
r1,1,0.923589,0.009199,[13 21] ; [10 17],[12.81967213 21.18032787] ; [10.18032787 16.81967213],0
s2,1,0.967244,0.001686,[ 8 26] ; [ 6 20],[ 7.93333333 26.06666667] ; [ 6.06666667 19.93333333],0
