Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,48.350377,[22 54] ; [128  41],[46.53061224 29.46938776] ; [103.46938776  65.53061224],1
b5,1,0.17586,1.832266,[44 32] ; [113  56],[48.70204082 27.29795918] ; [108.29795918  60.70204082],0
p9,1,0.199867,1.643346,[60 16] ; [142  24],[63.43801653 12.56198347] ; [138.56198347  27.43801653],0
s5,1,0.221032,1.49766,[19 51] ; [ 32 129],[15.45454545 54.54545455] ; [ 35.54545455 125.45454545],0
a5,1,0.228293,1.451468,[51 25] ; [126  43],[54.90612245 21.09387755] ; [122.09387755  46.90612245],0
a4,1,0.250945,1.318037,[37 39] ; [ 69 100],[32.88163265 43.11836735] ; [73.11836735 95.88163265],0
s7,1,0.274273,1.195253,[30 45] ; [ 53 109],[26.26582278 48.73417722] ; [ 56.73417722 105.26582278],0
s6,1,0.29792,1.083482,[48 27] ; [95 72],[44.31818182 30.68181818] ; [98.68181818 68.31818182],0
s3,1,0.365091,0.820305,[33 42] ; [83 82],[36.25 38.75] ; [79.75 85.25],0
r2,1,0.372268,0.796079,[68  8] ; [156  12],[69.7704918  6.2295082] ; [154.2295082  13.7704918],0
b3,1,0.373536,0.791866,[22 29] ; [32 58],[19.53191489 31.46808511] ; [34.46808511 55.53191489],0
b2,1,0.373536,0.791866,[22 29] ; [32 58],[19.53191489 31.46808511] ; [34.46808511 55.53191489],0
u4,1,0.441563,0.592218,[ 1 75] ; [  5 164],[ 1.86122449 74.13877551] ; [  4.13877551 164.86122449],0
p1,1,0.461169,0.543055,[ 7 69] ; [ 11 157],[ 5.60655738 70.39344262] ; [ 12.39344262 155.60655738],0
n2,1,0.46218,0.540611,[22  5] ; [28 10],[20.76923077  6.23076923] ; [29.23076923  8.76923077],0
v1,1,0.51258,0.428797,[32 41] ; [78 83],[34.31623932 38.68376068] ; [75.68376068 85.31623932],0
n4,1,0.583377,0.300807,[56 20] ; [130  39],[57.69795918 18.30204082] ; [128.30204082  40.69795918],0
p6,1,0.636306,0.223607,[10 66] ; [ 26 142],[11.21311475 64.78688525] ; [ 24.78688525 143.21311475],0
n5,1,0.643397,0.214326,[53 23] ; [122  46],[54.50819672 21.49180328] ; [120.49180328  47.50819672],0
u2,1,0.648007,0.208423,[13 11] ; [34 23],[13.92592593 10.07407407] ; [33.07407407 23.92592593],0
p12,1,0.671082,0.180339,[ 6 70] ; [ 16 151],[ 6.88065844 69.11934156] ; [ 15.11934156 151.88065844],0
n1,1,0.6886,0.160605,[12 15] ; [15 23],[11.21538462 15.78461538] ; [15.78461538 22.21538462],0
p5,1,0.693841,0.154958,[ 5 70] ; [  9 158],[ 4.33884298 70.66115702] ; [  9.66115702 157.33884298],0
a8,1,0.70788,0.140403,[ 7 64] ; [ 18 138],[ 7.81938326 63.18061674] ; [ 17.18061674 138.81938326],0
a3,1,0.740846,0.109384,[52 24] ; [112  57],[50.87346939 25.12653061] ; [113.12653061  55.87346939],0
n3,1,0.814131,0.055272,[20  6] ; [29 10],[19.6  6.4] ; [29.4  9.6],0
s4,1,0.829863,0.046172,[10 65] ; [ 24 143],[10.53719008 64.46280992] ; [ 23.46280992 143.53719008],0
p3,1,0.83448,0.043664,[25 51] ; [ 53 115],[24.29508197 51.70491803] ; [ 53.70491803 114.29508197],0
a1,1,0.886988,0.020197,[ 2 74] ; [  5 164],[ 2.17142857 73.82857143] ; [  4.82857143 164.17142857],0
s1,1,0.888254,0.019744,[ 2 73] ; [  5 162],[ 2.16942149 72.83057851] ; [  4.83057851 162.16942149],0
d2,1,0.89075,0.018866,[35 40] ; [80 88],[35.49382716 39.50617284] ; [79.50617284 88.49382716],0
b4,1,0.92566,0.008706,[49 27] ; [110  59],[49.32244898 26.67755102] ; [109.67755102  59.32244898],0
s8,1,0.946285,0.004539,[25 51] ; [ 56 112],[25.2295082 50.7704918] ; [ 55.7704918 112.2295082],0
