Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.689128,[11 22] ; [31  1],[21.32307692 11.67692308] ; [20.67692308 11.32307692],1
v4,1,2e-06,22.529948,[11 22] ; [29  3],[20.30769231 12.69230769] ; [19.69230769 12.30769231],1
r1,1,3e-05,17.429286,[11 22] ; [27  5],[19.29230769 13.70769231] ; [18.70769231 13.29230769],1
p11,1,0.000409,12.489736,[ 4 29] ; [17 15],[10.66153846 22.33846154] ; [10.33846154 21.66153846],1
u2,1,0.000925,10.971429,[3 9] ; [11  1],[7. 5.] ; [7. 5.],1
u3,1,0.001091,10.666667,[ 2 10] ; [10  2],[6. 6.] ; [6. 6.],0
r2,1,0.001171,10.536054,[19 13] ; [30  2],[24.5  7.5] ; [24.5  7.5],0
s8,1,0.005056,7.859203,[ 1 32] ; [ 9 23],[ 5.07692308 27.92307692] ; [ 4.92307692 27.07692308],0
s2,1,0.006722,7.345762,[ 6 27] ; [16 16],[11.16923077 21.83076923] ; [10.83076923 21.16923077],0
n3,1,0.007345,7.186667,[ 6 12] ; [12  3],[9.81818182 8.18181818] ; [8.18181818 6.81818182],0
s6,1,0.008638,6.896281,[ 5 28] ; [14 17],[ 9.796875 23.203125] ; [ 9.203125 21.796875],0
a1,1,0.013724,6.073354,[ 8 25] ; [ 1 31],[ 4.56923077 28.43076923] ; [ 4.43076923 27.56923077],0
p9,1,0.016774,5.719848,[10 22] ; [19 12],[14.73015873 17.26984127] ; [14.26984127 16.73015873],0
d2,1,0.042014,4.134641,[19 14] ; [10 21],[14.953125 18.046875] ; [14.046875 16.953125],0
v2,1,0.044987,4.019139,[ 8 24] ; [14 14],[11.73333333 20.26666667] ; [10.26666667 17.73333333],0
n4,1,0.060677,3.518782,[19 14] ; [11 21],[15.23076923 17.76923077] ; [14.76923077 17.23076923],0
a6,1,0.079971,3.065494,[20 13] ; [12 19],[16.5 16.5] ; [15.5 15.5],0
p4,1,0.092858,2.824119,[ 4 29] ; [ 9 22],[ 6.703125 26.296875] ; [ 6.296875 24.703125],0
p10,1,0.09779,2.741228,[ 9 23] ; [15 16],[12.19047619 19.80952381] ; [11.80952381 19.19047619],0
b5,1,0.107865,2.585227,[12 21] ; [18 14],[15.23076923 17.76923077] ; [14.76923077 17.23076923],0
a8,1,0.119506,2.423786,[ 2 31] ; [ 6 26],[ 4.06153846 28.93846154] ; [ 3.93846154 28.06153846],0
p8,1,0.120311,2.413273,[ 4 28] ; [ 9 23],[ 6.5 25.5] ; [ 6.5 25.5],0
s3,1,0.132855,2.258824,[12 20] ; [18 14],[15. 17.] ; [15. 17.],0
s7,1,0.148792,2.084593,[ 5 26] ; [ 9 19],[ 7.3559322 23.6440678] ; [ 6.6440678 21.3559322],0
s5,1,0.162344,1.952253,[ 2 30] ; [ 5 23],[ 3.73333333 28.26666667] ; [ 3.26666667 24.73333333],0
a7,1,0.173745,1.850328,[20 13] ; [14 18],[17.26153846 15.73846154] ; [16.73846154 15.26153846],0
n5,1,0.196354,1.669289,[17 16] ; [11 20],[14.4375 18.5625] ; [13.5625 17.4375],0
p3,1,0.200185,1.641026,[ 4 28] ; [ 8 24],[ 6. 26.] ; [ 6. 26.],0
p6,1,0.21226,1.555948,[ 2 30] ; [ 5 26],[ 3.55555556 28.44444444] ; [ 3.44444444 27.55555556],0
n2,1,0.214006,1.544118,[9 9] ; [12  5],[10.8  7.2] ; [10.2  6.8],0
p1,1,0.247102,1.339612,[ 5 28] ; [ 2 30],[ 3.55384615 29.44615385] ; [ 3.44615385 28.55384615],0
d4,1,0.247284,1.338586,[20 13] ; [23  8],[22.171875 10.828125] ; [20.828125 10.171875],0
b3,1,0.247669,1.336405,[10 11] ; [ 6 14],[ 8.19512195 12.80487805] ; [ 7.80487805 12.19512195],0
b2,1,0.247669,1.336405,[10 11] ; [ 6 14],[ 8.19512195 12.80487805] ; [ 7.80487805 12.19512195],0
b1,1,0.266916,1.232526,[20 13] ; [15 17],[17.76923077 15.23076923] ; [17.23076923 14.76923077],0
p7,1,0.31216,1.021514,[ 7 25] ; [10 20],[ 8.77419355 23.22580645] ; [ 8.22580645 21.77419355],0
v3,1,0.45379,0.561167,[ 7 26] ; [ 8 19],[ 8.25 24.75] ; [ 6.75 20.25],0
n1,1,0.491967,0.472222,[ 8 10] ; [9 7],[9. 9.] ; [8. 8.],0
s1,1,0.508124,0.437928,[ 5 28] ; [ 3 28],[ 4.125 28.875] ; [ 3.875 27.125],0
a2,1,0.525599,0.402893,[ 6 27] ; [ 4 28],[ 5.07692308 27.92307692] ; [ 4.92307692 27.07692308],0
v1,1,0.535095,0.384706,[ 9 24] ; [11 21],[10.15384615 22.84615385] ; [ 9.84615385 22.15384615],0
b4,1,0.536304,0.382433,[15 18] ; [17 15],[16.24615385 16.75384615] ; [15.75384615 16.24615385],0
s4,1,0.657574,0.196485,[ 3 30] ; [ 4 28],[ 3.55384615 29.44615385] ; [ 3.44615385 28.55384615],0
a4,1,0.694238,0.154536,[15 18] ; [13 19],[14.21538462 18.78461538] ; [13.78461538 18.21538462],0
d1,1,0.72162,0.126946,[13 20] ; [14 18],[13.70769231 19.29230769] ; [13.29230769 18.70769231],0
d5,1,0.746766,0.104268,[20 13] ; [20 11],[20.625 12.375] ; [19.375 11.625],0
a3,1,0.794466,0.067869,[21 11] ; [20 12],[20.5 11.5] ; [20.5 11.5],0
a5,1,0.919323,0.010259,[20 13] ; [19 13],[19.8 13.2] ; [19.2 12.8],0
d3,1,0.99376,6.1e-05,[16 17] ; [15 16],[15.984375 17.015625] ; [15.015625 15.984375],0
