Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,93.739505,[251 105] ; [ 51 137],[197.63235294 158.36764706] ; [104.36764706  83.63235294],1
a3,1,0.323158,0.976121,[286  71] ; [143  44],[281.53125  75.46875] ; [147.46875  39.53125],0
u2,1,0.378529,0.775474,[44 26] ; [24 20],[41.75438596 28.24561404] ; [26.24561404 17.75438596],0
s1,1,0.392069,0.732517,[ 10 344] ; [  3 181],[  8.55390335 345.44609665] ; [  4.44609665 179.55390335],0
r4,1,0.417358,0.657742,[330  27] ; [170  18],[327.52293578  29.47706422] ; [172.47706422  15.52293578],0
n3,1,0.493086,0.469784,[44 14] ; [35 15],[42.42592593 15.57407407] ; [36.57407407 13.42592593],0
b2,1,0.537901,0.379443,[106 138] ; [46 69],[103.3091922 140.6908078] ; [48.6908078 66.3091922],0
b3,1,0.537901,0.379443,[106 138] ; [46 69],[103.3091922 140.6908078] ; [48.6908078 66.3091922],0
b1,1,0.572784,0.318046,[136 221] ; [ 67 121],[132.97431193 224.02568807] ; [ 70.02568807 117.97431193],0
a8,1,0.617394,0.249547,[ 43 278] ; [ 26 147],[ 44.83603239 276.16396761] ; [ 24.16396761 148.83603239],0
u4,1,0.633174,0.227781,[ 10 346] ; [  4 184],[  9.16176471 346.83823529] ; [  4.83823529 183.16176471],0
n2,1,0.676002,0.174661,[44 15] ; [39 11],[44.9266055 14.0733945] ; [38.0733945 11.9266055],0
a6,1,0.709496,0.138781,[262  95] ; [140  47],[263.8125  93.1875] ; [138.1875  48.8125],0
u3,1,0.758336,0.094659,[44 26] ; [27 18],[43.2173913 26.7826087] ; [27.7826087 17.2173913],0
b4,1,0.772014,0.08395,[210 147] ; [113  75],[211.57981651 145.42018349] ; [111.42018349  76.57981651],0
n1,1,0.832819,0.044558,[19 39] ; [17 32],[19.51401869 38.48598131] ; [16.48598131 32.51401869],0
r3,1,0.952625,0.00353,[342  13] ; [179   7],[341.87615527  13.12384473] ; [179.12384473   6.87615527],0
r2,1,0.985634,0.000324,[333  19] ; [174  10],[332.95522388  19.04477612] ; [174.04477612   9.95522388],0
