Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b2,1,0.00018,14.026694,[12  1] ; [56 89],[5.59493671 7.40506329] ; [62.40506329 82.59493671],1
b3,1,0.00018,14.026694,[12  1] ; [56 89],[5.59493671 7.40506329] ; [62.40506329 82.59493671],1
v3,1,0.003616,8.4671,[8 1] ; [ 84 126],[3.78082192 5.21917808] ; [ 88.21917808 121.78082192],0
s8,1,0.003665,8.44266,[12  1] ; [111 107],[6.92207792 6.07792208] ; [116.07792208 101.92207792],0
a2,1,0.008602,6.903674,[8 5] ; [ 60 159],[3.81034483 9.18965517] ; [ 64.18965517 154.81034483],0
p12,1,0.010175,6.604041,[4 9] ; [ 19 198],[ 1.3 11.7] ; [ 21.7 195.3],0
d1,1,0.020738,5.34866,[12  1] ; [132  87],[8.06896552 4.93103448] ; [135.93103448  83.06896552],0
d2,1,0.023967,5.097022,[11  2] ; [115 104],[7.06034483 5.93965517] ; [118.93965517 100.06034483],0
s7,1,0.024642,5.048893,[11  2] ; [110  99],[7.08558559 5.91441441] ; [113.91441441  95.08558559],0
s3,1,0.026004,4.955727,[12  1] ; [132  82],[8.24669604 4.75330396] ; [135.75330396  78.24669604],0
s2,1,0.029414,4.743227,[11  2] ; [116 100],[7.20960699 5.79039301] ; [119.79039301  96.20960699],0
v1,1,0.033492,4.520469,[9 1] ; [117  92],[5.75342466 4.24657534] ; [120.24657534  88.75342466],0
p5,1,0.037003,4.350252,[5 7] ; [ 38 179],[2.25327511 9.74672489] ; [ 40.74672489 176.25327511],0
a1,1,0.043927,4.059383,[ 3 10] ; [ 16 203],[ 1.06465517 11.93534483] ; [ 17.93534483 201.06465517],0
s6,1,0.048458,3.894022,[12  1] ; [139  72],[8.76339286 4.23660714] ; [142.23660714  68.76339286],0
a4,1,0.075479,3.159653,[10  3] ; [113 106],[6.89224138 6.10775862] ; [116.10775862 102.89224138],0
u1,1,0.092823,2.824721,[5 8] ; [ 42 177],[ 2.63362069 10.36637931] ; [ 44.36637931 174.63362069],0
v2,1,0.121464,2.398345,[8 2] ; [113  92],[5.62790698 4.37209302] ; [115.37209302  89.62790698],0
d3,1,0.135936,2.223371,[11  2] ; [141  78],[8.51724138 4.48275862] ; [143.48275862  75.51724138],0
a8,1,0.174545,1.843471,[3 7] ; [ 29 174],[1.50234742 8.49765258] ; [ 30.49765258 172.50234742],0
p4,1,0.20935,1.575912,[11  2] ; [149  70],[8.96551724 4.03448276] ; [151.03448276  67.96551724],0
p3,1,0.277222,1.180656,[10  3] ; [135  83],[8.16017316 4.83982684] ; [136.83982684  81.16017316],0
a5,1,0.285906,1.138801,[12  1] ; [176  43],[10.53448276  2.46551724] ; [177.46551724  41.53448276],0
s1,1,0.390647,0.736927,[ 1 12] ; [  7 211],[ 0.45021645 12.54978355] ; [  7.54978355 210.45021645],0
p6,1,0.41519,0.663889,[7 6] ; [ 91 124],[5.5877193 7.4122807] ; [ 92.4122807 122.5877193],0
s4,1,0.455041,0.558064,[ 1 12] ; [ 33 183],[ 1.930131 11.069869] ; [ 32.069869 183.930131],0
a6,1,0.516722,0.420431,[10  3] ; [149  69],[8.94805195 4.05194805] ; [150.05194805  67.94805195],0
b5,1,0.52634,0.401453,[8 5] ; [115 104],[6.89224138 6.10775862] ; [116.10775862 102.89224138],0
p8,1,0.634204,0.226403,[9 4] ; [136  81],[8.19565217 4.80434783] ; [136.80434783  80.19565217],0
r1,1,0.695662,0.153024,[11  2] ; [174  43],[10.45652174  2.54347826] ; [174.54347826  42.45652174],0
d5,1,0.701098,0.147332,[11  2] ; [175  43],[10.46753247  2.53246753] ; [175.53246753  42.46753247],0
p7,1,0.714912,0.13342,[9 4] ; [158  56],[9.56387665 3.43612335] ; [157.43612335  56.56387665],0
s5,1,0.835546,0.043095,[4 7] ; [ 70 140],[3.68325792 7.31674208] ; [ 70.31674208 139.68325792],0
b4,1,0.844566,0.038438,[7 6] ; [124  95],[7.34051724 5.65948276] ; [123.65948276  95.34051724],0
p1,1,0.898582,0.016244,[ 1 12] ; [ 19 199],[ 1.12554113 11.87445887] ; [ 18.87445887 199.12554113],0
a7,1,0.919826,0.010131,[9 4] ; [148  70],[8.83549784 4.16450216] ; [148.16450216  69.83549784],0
n4,1,0.95444,0.003264,[11  2] ; [184  35],[10.92672414  2.07327586] ; [184.07327586  34.92672414],0
p2,1,0.986212,0.000299,[11  2] ; [184  33],[11.02173913  1.97826087] ; [183.97826087  33.02173913],0
