Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,122.30706,[ 65 284] ; [260 194],[141.25155666 207.74844334] ; [183.74844334 270.25155666],1
v1,1,0.0,63.699502,[134 215] ; [304 152],[189.89068323 159.10931677] ; [248.10931677 207.89068323],1
a5,1,5e-05,16.440877,[235 122] ; [365 100],[260.58394161  96.41605839] ; [339.41605839 125.58394161],1
r1,1,8.1e-05,15.536387,[266  89] ; [399  66],[287.89634146  67.10365854] ; [377.10365854  87.89634146],1
d1,1,0.000268,13.283633,[184 173] ; [299 167],[209.51518834 147.48481166] ; [273.48481166 192.51518834],1
a3,1,0.000283,13.178479,[228 127] ; [352 112],[251.4041514 103.5958486] ; [328.5958486 135.4041514],1
p10,1,0.000784,11.27812,[264  88] ; [386  71],[282.81829419  69.18170581] ; [367.18170581  89.81829419],1
d4,1,0.001575,9.989209,[276  79] ; [400  64],[293.01587302  61.98412698] ; [382.98412698  81.01587302],0
p9,1,0.003053,8.775747,[281  72] ; [399  58],[296.34567901  56.65432099] ; [383.65432099  73.34567901],0
d3,1,0.003785,8.384059,[226 128] ; [340 124],[244.94376528 109.05623472] ; [321.05623472 142.94376528],0
p3,1,0.004799,7.953798,[160 196] ; [252 207],[179.96564417 176.03435583] ; [232.03435583 226.96564417],0
d5,1,0.004989,7.883539,[270  84] ; [391  74],[285.70695971  68.29304029] ; [375.29304029  89.70695971],0
s8,1,0.005055,7.859673,[138 218] ; [224 237],[157.7380661 198.2619339] ; [204.2619339 256.7380661],0
p7,1,0.005853,7.59505,[208 142] ; [311 141],[226.49625935 123.50374065] ; [292.50374065 159.49625935],0
a7,1,0.006249,7.476926,[241 115] ; [354 110],[258.31707317  97.68292683] ; [336.68292683 127.31707317],0
s7,1,0.011618,6.368254,[152 191] ; [236 206],[169.53375796 173.46624204] ; [218.46624204 223.53375796],0
a6,1,0.014879,5.930792,[226 130] ; [331 132],[242.11477411 113.88522589] ; [314.88522589 148.11477411],0
s4,1,0.01987,5.42331,[ 72 279] ; [ 66 395],[ 59.65270936 291.34729064] ; [ 78.34729064 382.65270936],0
p12,1,0.024418,5.064727,[ 19 336] ; [ 44 414],[ 27.50922509 327.49077491] ; [ 35.49077491 422.50922509],0
u1,1,0.025469,4.99169,[ 52 305] ; [ 96 370],[ 64.19927096 292.80072904] ; [ 83.80072904 382.19927096],0
b1,1,0.026324,4.934593,[148 209] ; [158 308],[132.7363305 224.2636695] ; [173.2636695 292.7363305],0
d2,1,0.030294,4.692518,[155 200] ; [238 226],[170.34798535 184.65201465] ; [222.65201465 241.34798535],0
s1,1,0.037555,4.325069,[ 17 335] ; [ 10 448],[ 11.73333333 340.26666667] ; [ 15.26666667 442.73333333],0
p11,1,0.040385,4.201622,[271  86] ; [381  85],[282.82381531  74.17618469] ; [369.17618469  96.82381531],0
p8,1,0.056195,3.646261,[174 182] ; [252 201],[187.46106304 168.53893696] ; [238.53893696 214.46106304],0
n4,1,0.062639,3.4661,[261  95] ; [366  98],[272.2097561  83.7902439] ; [354.7902439 109.2097561],0
a2,1,0.075163,3.166518,[ 73 284] ; [120 346],[ 83.71931956 273.28068044] ; [109.28068044 356.71931956],0
a1,1,0.080069,3.063505,[ 12 345] ; [ 28 438],[ 17.35115431 339.64884569] ; [ 22.64884569 443.35115431],0
r2,1,0.094878,2.789591,[335  20] ; [447  15],[339.79192166  15.20807834] ; [442.20807834  19.79192166],0
n3,1,0.129379,2.299939,[59 29] ; [71 21],[63.55555556 24.44444444] ; [66.44444444 25.55555556],0
s5,1,0.133873,2.247007,[108 237] ; [162 283],[117.91139241 227.08860759] ; [152.08860759 292.91139241],0
s2,1,0.152251,2.049547,[171 183] ; [246 215],[181.12638037 172.87361963] ; [235.87361963 225.12638037],0
n1,1,0.155221,2.020177,[35 54] ; [26 63],[30.5 58.5] ; [30.5 58.5],0
n5,1,0.174847,1.840886,[253 102] ; [348 113],[261.46446078  93.53553922] ; [339.53553922 121.46446078],0
n6,1,0.176044,1.830711,[296  61] ; [398  63],[302.88264059  54.11735941] ; [391.11735941  69.88264059],0
b4,1,0.18566,1.751727,[195 162] ; [276 190],[204.30984204 152.69015796] ; [266.69015796 199.30984204],0
p6,1,0.295044,1.096463,[125 230] ; [175 276],[132.13399504 222.86600496] ; [167.86600496 283.13399504],0
p4,1,0.296128,1.09155,[207 148] ; [283 174],[214.22413793 140.77586207] ; [275.77586207 181.22413793],0
u4,1,0.322903,0.977152,[  5 352] ; [ 11 455],[  6.94046173 350.05953827] ; [  9.05953827 456.94046173],0
s6,1,0.379839,0.771224,[230 120] ; [313 143],[235.79404467 114.20595533] ; [307.20595533 148.79404467],0
b5,1,0.389698,0.739883,[222 135] ; [276 190],[216.0218712 140.9781288] ; [281.9781288 184.0218712],0
a8,1,0.412286,0.6722,[ 42 290] ; [ 61 353],[ 45.83914209 286.16085791] ; [ 57.16085791 356.83914209],0
b2,1,0.433961,0.612198,[ 74 139] ; [108 175],[ 78.15725806 134.84274194] ; [103.84274194 179.15725806],0
b3,1,0.433961,0.612198,[ 74 139] ; [108 175],[ 78.15725806 134.84274194] ; [103.84274194 179.15725806],0
r4,1,0.496207,0.463039,[333  24] ; [440  26],[335.31105711  21.68894289] ; [437.68894289  28.31105711],0
p2,1,0.502732,0.449164,[295  62] ; [389  72],[298.51833741  58.48166259] ; [385.48166259  75.51833741],0
a4,1,0.554924,0.34857,[153 203] ; [209 255],[157.16097561 198.83902439] ; [204.83902439 259.16097561],0
p1,1,0.620811,0.24473,[ 31 324] ; [ 36 427],[ 29.07701711 325.92298289] ; [ 37.92298289 425.07701711],0
p5,1,0.740154,0.109992,[ 38 316] ; [ 53 409],[ 39.47794118 314.52205882] ; [ 51.52205882 410.47794118],0
n2,1,0.765655,0.088842,[67 24] ; [68 22],[67.87292818 23.12707182] ; [67.12707182 22.87292818],0
u2,1,0.88948,0.01931,[72 56] ; [62 50],[71.46666667 56.53333333] ; [62.53333333 49.46666667],0
u3,1,0.975615,0.000934,[76 51] ; [68 46],[75.88381743 51.11618257] ; [68.11618257 45.88381743],0
s3,1,0.991343,0.000118,[198 158] ; [254 203],[197.92373924 158.07626076] ; [254.07626076 202.92373924],0
