Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,4.4e-05,16.685239,[18 23] ; [79 21],[28.20567376 12.79432624] ; [68.79432624 31.20567376],1
p10,1,5.2e-05,16.390773,[25 14] ; [92  8],[32.82733813  6.17266187] ; [84.17266187 15.82733813],1
p9,1,8.7e-05,15.406304,[27 11] ; [95  5],[33.5942029  4.4057971] ; [88.4057971 11.5942029],1
n6,1,0.001113,10.629055,[29 12] ; [91  8],[35.14285714  5.85714286] ; [84.85714286 14.14285714],0
n4,1,0.001647,9.906886,[19 22] ; [74 26],[27.04255319 13.95744681] ; [65.95744681 34.04255319],0
p8,1,0.006222,7.484832,[13 27] ; [57 41],[20.28985507 19.71014493] ; [49.71014493 48.28985507],0
d5,1,0.043002,4.095304,[37  3] ; [78 22],[32.85714286  7.14285714] ; [82.14285714 17.85714286],0
b1,1,0.045995,3.981783,[20 21] ; [31 69],[14.82978723 26.17021277] ; [36.17021277 63.82978723],0
p7,1,0.065769,3.385572,[21 19] ; [67 30],[25.69343066 14.30656934] ; [62.30656934 34.69343066],0
r1,1,0.070085,3.281019,[30 11] ; [86 14],[33.73049645  7.26950355] ; [82.26950355 17.73049645],0
r3,1,0.132383,2.264341,[37  2] ; [99  1],[38.15827338  0.84172662] ; [97.84172662  2.15827338],0
p2,1,0.137624,2.204322,[29 12] ; [82 18],[32.27659574  8.72340426] ; [78.72340426 21.27659574],0
v4,1,0.150364,2.068552,[39  2] ; [98  1],[40.12142857  0.87857143] ; [96.87857143  2.12142857],0
p12,1,0.177313,1.82,[ 1 39] ; [ 9 91],[ 2.85714286 37.14285714] ; [ 7.14285714 92.85714286],0
d2,1,0.191447,1.706444,[23 18] ; [44 56],[19.4822695 21.5177305] ; [47.5177305 52.4822695],0
s3,1,0.193996,1.68701,[27 14] ; [75 23],[30.08633094 10.91366906] ; [71.91366906 26.08633094],0
p6,1,0.216662,1.526346,[14 26] ; [46 53],[17.26618705 22.73381295] ; [42.73381295 56.26618705],0
p4,1,0.252922,1.307091,[22 19] ; [64 36],[25.0070922 15.9929078] ; [60.9929078 39.0070922],0
s6,1,0.276405,1.18468,[31  7] ; [86 11],[32.93333333  5.06666667] ; [84.06666667 12.93333333],0
v1,1,0.299515,1.076354,[18 23] ; [53 46],[20.79285714 20.20714286] ; [50.20714286 48.79285714],0
s5,1,0.326818,0.961465,[23 14] ; [49 44],[20.49230769 16.50769231] ; [51.50769231 41.49230769],0
a5,1,0.329818,0.949613,[27 14] ; [74 26],[29.36879433 11.63120567] ; [71.63120567 28.36879433],0
s7,1,0.333649,0.934684,[19 17] ; [62 38],[21.44117647 14.55882353] ; [59.55882353 40.44117647],0
a6,1,0.340091,0.910087,[24 17] ; [67 33],[26.46099291 14.53900709] ; [64.53900709 35.46099291],0
d3,1,0.387534,0.746667,[32  8] ; [73 27],[30. 10.] ; [75. 25.],0
n3,1,0.393153,0.729167,[13  2] ; [15  5],[12.  3.] ; [16.  4.],0
s8,1,0.408533,0.683066,[19 22] ; [54 46],[21.22695035 19.77304965] ; [51.77304965 48.22695035],0
p3,1,0.408533,0.683066,[19 22] ; [54 46],[21.22695035 19.77304965] ; [51.77304965 48.22695035],0
n1,1,0.410854,0.676329,[ 4 11] ; [ 8 12],[5.14285714 9.85714286] ; [ 6.85714286 13.14285714],0
b2,1,0.44387,0.586259,[ 3 15] ; [14 41],[ 4.19178082 13.80821918] ; [12.80821918 42.19178082],0
b3,1,0.44387,0.586259,[ 3 15] ; [14 41],[ 4.19178082 13.80821918] ; [12.80821918 42.19178082],0
v3,1,0.457369,0.552324,[11 29] ; [33 64],[12.84671533 27.15328467] ; [31.15328467 65.84671533],0
a4,1,0.461344,0.542633,[20 21] ; [42 58],[18.02836879 22.97163121] ; [43.97163121 56.02836879],0
s1,1,0.502951,0.448704,[ 1 39] ; [ 5 94],[ 1.72661871 38.27338129] ; [ 4.27338129 94.72661871],0
a2,1,0.510991,0.432038,[ 7 34] ; [22 78],[ 8.43262411 32.56737589] ; [20.56737589 79.43262411],0
r2,1,0.511685,0.43062,[40  1] ; [99  1],[40.41843972  0.58156028] ; [98.58156028  1.41843972],0
a3,1,0.546661,0.363334,[27 14] ; [71 29],[28.4964539 12.5035461] ; [69.5035461 30.4964539],0
s2,1,0.558828,0.341738,[28 13] ; [71 26],[29.41304348 11.58695652] ; [69.58695652 27.41304348],0
p1,1,0.564525,0.33193,[ 5 36] ; [ 9 91],[ 4.07092199 36.92907801] ; [ 9.92907801 90.07092199],0
d1,1,0.590103,0.290184,[23 18] ; [61 39],[24.42553191 16.57446809] ; [59.57446809 40.42553191],0
u1,1,0.595562,0.281741,[ 7 34] ; [21 79],[ 8.14184397 32.85815603] ; [19.85815603 80.14184397],0
a7,1,0.602075,0.271877,[29 11] ; [68 32],[27.71428571 12.28571429] ; [69.28571429 30.71428571],0
p5,1,0.617023,0.250073,[ 3 38] ; [10 90],[ 3.78014184 37.21985816] ; [ 9.21985816 90.78014184],0
n2,1,0.697713,0.150862,[12  3] ; [17  3],[12.42857143  2.57142857] ; [16.57142857  3.42857143],0
b5,1,0.786023,0.073701,[24 17] ; [61 39],[24.71631206 16.28368794] ; [60.28368794 39.71631206],0
