Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.929924,[12  2] ; [10 46],[4.4 9.6] ; [17.6 38.4],1
s2,1,0.016121,5.789664,[8 6] ; [14 44],[4.27777778 9.72222222] ; [17.72222222 40.27777778],0
s3,1,0.017123,5.683761,[9 4] ; [19 38],[5.2 7.8] ; [22.8 34.2],0
p11,1,0.023932,5.099581,[12  3] ; [28 31],[8.10810811 6.89189189] ; [31.89189189 27.10810811],0
s6,1,0.041285,4.164288,[9 5] ; [20 38],[5.63888889 8.36111111] ; [23.36111111 34.63888889],0
p10,1,0.044682,4.030589,[11  2] ; [31 26],[7.8 5.2] ; [34.2 22.8],0
p4,1,0.073002,3.214192,[8 7] ; [17 42],[5.06756757 9.93243243] ; [19.93243243 39.06756757],0
p2,1,0.079846,3.068036,[12  3] ; [32 26],[9.04109589 5.95890411] ; [34.95890411 23.04109589],0
v4,1,0.090383,2.867532,[12  2] ; [34 21],[9.33333333 4.66666667] ; [36.66666667 18.33333333],0
p8,1,0.118585,2.435909,[8 7] ; [18 39],[5.41666667 9.58333333] ; [20.58333333 36.41666667],0
b1,1,0.146691,2.106322,[ 4 11] ; [28 31],[6.48648649 8.51351351] ; [25.51351351 33.48648649],0
s5,1,0.15778,1.995373,[4 8] ; [ 9 48],[2.26086957 9.73913043] ; [10.73913043 46.26086957],0
v1,1,0.166075,1.918025,[7 7] ; [17 39],[4.8 9.2] ; [19.2 36.8],0
p9,1,0.166379,1.915271,[11  3] ; [34 24],[8.75 5.25] ; [36.25 21.75],0
n2,1,0.171307,1.871468,[6 1] ; [15 11],[4.45454545 2.54545455] ; [16.54545455  9.45454545],0
p6,1,0.17608,1.830401,[5 9] ; [11 47],[ 3.11111111 10.88888889] ; [12.88888889 45.11111111],0
p5,1,0.218258,1.515789,[ 3 12] ; [ 5 52],[ 1.66666667 13.33333333] ; [ 6.33333333 50.66666667],0
u3,1,0.263978,1.247772,[4 3] ; [ 7 14],[2.75 4.25] ; [ 8.25 12.75],0
r1,1,0.265578,1.239445,[6 8] ; [16 42],[4.27777778 9.72222222] ; [17.72222222 40.27777778],0
n5,1,0.308873,1.035489,[9 5] ; [28 29],[7.29577465 6.70422535] ; [29.70422535 27.29577465],0
p7,1,0.313826,1.014507,[7 6] ; [22 35],[5.38571429 7.61428571] ; [23.61428571 33.38571429],0
d1,1,0.324585,0.970384,[9 6] ; [27 32],[7.2972973 7.7027027] ; [28.7027027 30.2972973],0
d4,1,0.382505,0.762634,[13  2] ; [45 14],[11.75675676  3.24324324] ; [46.24324324 12.75675676],0
b4,1,0.385594,0.752791,[10  5] ; [32 27],[8.51351351 6.48648649] ; [33.48648649 25.51351351],0
p3,1,0.40006,0.708147,[ 3 12] ; [18 40],[ 4.31506849 10.68493151] ; [16.68493151 41.31506849],0
s4,1,0.408539,0.683048,[ 4 11] ; [10 48],[ 2.87671233 12.12328767] ; [11.12328767 46.87671233],0
n1,1,0.415504,0.662996,[3 4] ; [ 7 19],[2.12121212 4.87878788] ; [ 7.87878788 18.12121212],0
n6,1,0.432312,0.616605,[9 5] ; [30 27],[7.69014085 6.30985915] ; [31.30985915 25.69014085],0
v2,1,0.436178,0.606316,[8 7] ; [24 33],[6.66666667 8.33333333] ; [25.33333333 31.66666667],0
a3,1,0.457721,0.551462,[8 7] ; [37 21],[9.24657534 5.75342466] ; [35.75342466 22.24657534],0
a5,1,0.506447,0.441402,[8 7] ; [37 22],[9.12162162 5.87837838] ; [35.87837838 23.12162162],0
n4,1,0.526106,0.401907,[9 6] ; [30 29],[7.90540541 7.09459459] ; [31.09459459 27.90540541],0
u2,1,0.579997,0.30624,[4 3] ; [ 9 11],[3.37037037 3.62962963] ; [ 9.62962963 10.37037037],0
d2,1,0.68705,0.162298,[ 5 10] ; [23 36],[5.67567568 9.32432432] ; [22.32432432 36.67567568],0
d3,1,0.742446,0.107989,[11  4] ; [40 18],[10.47945205  4.52054795] ; [40.52054795 17.47945205],0
a6,1,0.751565,0.10022,[9 6] ; [38 21],[9.52702703 5.47297297] ; [37.47297297 21.52702703],0
a4,1,0.751565,0.10022,[6 9] ; [21 38],[5.47297297 9.52702703] ; [21.52702703 37.47297297],0
v3,1,0.754145,0.09808,[ 4 11] ; [13 44],[ 3.54166667 11.45833333] ; [13.45833333 43.54166667],0
d5,1,0.759189,0.093971,[12  3] ; [45 14],[11.55405405  3.44594595] ; [45.44594595 13.55405405],0
b5,1,0.776446,0.08063,[9 6] ; [33 26],[8.51351351 6.48648649] ; [33.48648649 25.51351351],0
s1,1,0.818828,0.052465,[ 1 14] ; [ 5 54],[ 1.21621622 13.78378378] ; [ 4.78378378 54.21621622],0
r2,1,0.85862,0.031731,[7 5] ; [33 21],[7.27272727 4.72727273] ; [32.72727273 21.27272727],0
r3,1,0.86386,0.0294,[10  5] ; [36 20],[9.71830986 5.28169014] ; [36.28169014 19.71830986],0
a8,1,0.872965,0.025566,[ 1 12] ; [ 5 50],[ 1.14705882 11.85294118] ; [ 4.85294118 50.14705882],0
n3,1,0.876438,0.024176,[4 3] ; [14 12],[3.81818182 3.18181818] ; [14.18181818 11.81818182],0
u1,1,0.876489,0.024156,[ 2 13] ; [ 7 52],[ 1.82432432 13.17567568] ; [ 7.17567568 51.82432432],0
