Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,80.316671,[18 37] ; [325  55],[43.36781609 11.63218391] ; [299.63218391  80.36781609],1
n4,1,0.0,36.724293,[30 26] ; [330  51],[46.13272311  9.86727689] ; [313.86727689  67.13272311],1
p10,1,5e-06,20.919748,[37 19] ; [335  42],[48.1108545  7.8891455] ; [323.8891455  53.1108545],1
p9,1,2.7e-05,17.626875,[40 16] ; [344  35],[49.43448276  6.56551724] ; [334.56551724  44.43448276],1
p11,1,0.001452,10.138729,[38 18] ; [324  57],[46.38901602  9.61098398] ; [315.61098398  65.38901602],0
b1,1,0.001845,9.697977,[35 21] ; [154 227],[24.21967963 31.78032037] ; [164.78032037 216.21967963],0
p4,1,0.007215,7.218703,[38 18] ; [316  65],[45.36384439 10.63615561] ; [308.63615561  72.36384439],0
s7,1,0.007475,7.155011,[21 31] ; [216 144],[29.91262136 22.08737864] ; [207.08737864 152.91262136],0
u1,1,0.011601,6.370836,[ 5 51] ; [ 91 290],[12.3020595 43.6979405] ; [ 83.6979405 297.3020595],0
p12,1,0.023973,5.096551,[ 1 55] ; [ 44 334],[ 5.80645161 50.19354839] ; [ 39.19354839 338.80645161],0
p5,1,0.028703,4.785357,[ 4 52] ; [ 72 306],[ 9.80645161 46.19354839] ; [ 66.19354839 311.80645161],0
v3,1,0.029487,4.738929,[16 35] ; [176 194],[23.25890736 27.74109264] ; [168.74109264 201.25890736],0
d5,1,0.037751,4.316203,[42 14] ; [326  54],[47.26605505  8.73394495] ; [320.73394495  59.26605505],0
r2,1,0.038856,4.26715,[51  5] ; [365  12],[53.80138568  2.19861432] ; [362.19861432  14.80138568],0
d1,1,0.042975,4.09637,[28 28] ; [244 137],[34.85583524 21.14416476] ; [237.14416476 143.85583524],0
v1,1,0.060834,3.514492,[27 28] ; [230 139],[33.33726415 21.66273585] ; [223.66273585 145.33726415],0
u2,1,0.063937,3.4322,[14  4] ; [51 43],[10.44642857  7.55357143] ; [54.55357143 39.44642857],0
v4,1,0.073008,3.214061,[52  4] ; [371  10],[54.20594966  1.79405034] ; [368.79405034  12.20594966],0
p8,1,0.097269,2.74976,[31 25] ; [252 126],[36.51612903 19.48387097] ; [246.48387097 131.51612903],0
a8,1,0.108691,2.573157,[ 3 48] ; [ 48 296],[ 6.58481013 44.41518987] ; [ 44.41518987 299.58481013],0
p6,1,0.122203,2.388853,[21 33] ; [188 187],[26.30769231 27.69230769] ; [182.69230769 192.30769231],0
a3,1,0.133582,2.250381,[37 19] ; [286  93],[41.5816092 14.4183908] ; [281.4183908  97.5816092],0
s8,1,0.134418,2.24073,[24 32] ; [203 176],[29.22298851 26.77701149] ; [197.77701149 181.22298851],0
a7,1,0.141529,2.161258,[36 20] ; [280 100],[40.58715596 15.41284404] ; [275.41284404 104.58715596],0
s4,1,0.147574,2.097146,[14 42] ; [ 64 312],[10.11111111 45.88888889] ; [ 67.88888889 308.11111111],0
u3,1,0.151658,2.055491,[15  4] ; [58 36],[12.27433628  6.72566372] ; [60.72566372 33.27433628],0
s5,1,0.161038,1.96445,[16 36] ; [149 215],[20.625 31.375] ; [144.375 219.625],0
p7,1,0.172501,1.861075,[38 17] ; [292  85],[42.01388889 12.98611111] ; [287.98611111  89.01388889],0
a4,1,0.17657,1.826261,[22 34] ; [186 194],[26.71559633 29.28440367] ; [181.28440367 198.71559633],0
d3,1,0.198155,1.655921,[34 22] ; [264 117],[38.18764302 17.81235698] ; [259.81235698 121.18764302],0
s6,1,0.235131,1.409551,[37 19] ; [274  98],[40.69158879 15.30841121] ; [270.30841121 101.69158879],0
d2,1,0.264082,1.247233,[25 31] ; [200 180],[28.89908257 27.10091743] ; [196.10091743 183.89908257],0
b2,1,0.267628,1.228863,[12 25] ; [103 142],[15.08865248 21.91134752] ; [ 99.91134752 145.08865248],0
b3,1,0.267628,1.228863,[12 25] ; [103 142],[15.08865248 21.91134752] ; [ 99.91134752 145.08865248],0
d4,1,0.314448,1.0119,[44 12] ; [319  61],[46.62385321  9.37614679] ; [316.37614679  63.62385321],0
s2,1,0.321068,0.984592,[27 29] ; [209 169],[30.4516129 25.5483871] ; [205.5483871 172.4516129],0
a2,1,0.35312,0.862212,[12 44] ; [104 277],[14.86498856 41.13501144] ; [101.13501144 279.86498856],0
b4,1,0.359647,0.839124,[29 27] ; [222 159],[32.16475973 23.83524027] ; [218.83524027 162.16475973],0
v2,1,0.380176,0.770132,[29 23] ; [231 141],[31.88679245 20.11320755] ; [228.11320755 143.88679245],0
a1,1,0.420388,0.649231,[ 2 54] ; [ 24 357],[ 3.33180778 52.66819222] ; [ 22.66819222 358.33180778],0
n2,1,0.499826,0.455305,[11  2] ; [41 13],[10.08955224  2.91044776] ; [41.91044776 12.08955224],0
b5,1,0.521387,0.411148,[34 22] ; [214 167],[31.78032037 24.21967963] ; [216.21967963 164.78032037],0
p1,1,0.52324,0.407502,[ 8 48] ; [ 43 336],[ 6.56551724 49.43448276] ; [ 44.43448276 334.56551724],0
r4,1,0.623616,0.240818,[52  4] ; [360  21],[52.79633867  3.20366133] ; [359.20366133  21.79633867],0
p2,1,0.649015,0.207144,[48  8] ; [333  46],[49.04827586  6.95172414] ; [331.95172414  47.04827586],0
a6,1,0.650166,0.205691,[40 16] ; [260 120],[38.53211009 17.46788991] ; [261.46788991 118.53211009],0
n3,1,0.709058,0.13922,[10  3] ; [44 10],[10.47761194  2.52238806] ; [43.52238806 10.47761194],0
a5,1,0.774398,0.082155,[43 13] ; [299  82],[43.82608696 12.17391304] ; [298.17391304  82.82608696],0
n1,1,0.880441,0.022623,[5 8] ; [22 32],[5.23880597 7.76119403] ; [21.76119403 32.23880597],0
s3,1,0.962517,0.002209,[33 23] ; [224 154],[33.16129032 22.83870968] ; [223.83870968 154.16129032],0
r1,1,0.965858,0.001832,[45 10] ; [310  70],[44.88505747 10.11494253] ; [310.11494253  69.88505747],0
