Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000182,14.009833,[13 23] ; [28  7],[20.78873239 15.21126761] ; [20.21126761 14.78873239],1
d5,1,0.00942,6.741462,[17 19] ; [27  8],[22.30985915 13.69014085] ; [21.69014085 13.30985915],0
a3,1,0.00942,6.741462,[17 19] ; [27  8],[22.30985915 13.69014085] ; [21.69014085 13.30985915],0
d3,1,0.012785,6.198592,[12 24] ; [22 13],[17.23943662 18.76056338] ; [16.76056338 18.23943662],0
a2,1,0.021762,5.264738,[ 1 35] ; [ 7 28],[ 4.05633803 31.94366197] ; [ 3.94366197 31.05633803],0
v3,1,0.029465,4.740246,[ 4 31] ; [11 22],[ 7.72058824 27.27941176] ; [ 7.27941176 25.72058824],0
a6,1,0.042242,4.12549,[15 21] ; [23 12],[19.26760563 16.73239437] ; [18.73239437 16.26760563],0
v2,1,0.117185,2.454545,[ 8 25] ; [14 19],[11. 22.] ; [11. 22.],0
n2,1,0.122056,2.390742,[14  5] ; [5 6],[12.03333333  6.96666667] ; [6.96666667 4.03333333],0
d1,1,0.122779,2.38151,[12 24] ; [18 17],[15.21126761 20.78873239] ; [14.78873239 20.21126761],0
u1,1,0.154348,2.028742,[ 1 35] ; [ 4 31],[ 2.53521127 33.46478873] ; [ 2.46478873 32.53521127],0
d4,1,0.15542,2.018231,[21 15] ; [26  9],[23.83098592 12.16901408] ; [23.16901408 11.83098592],0
p9,1,0.171746,1.867633,[14 19] ; [19 13],[16.75384615 16.24615385] ; [16.24615385 15.75384615],0
a5,1,0.180193,1.796028,[18 18] ; [23 12],[20.78873239 15.21126761] ; [20.21126761 14.78873239],0
b4,1,0.180193,1.796028,[18 18] ; [23 12],[20.78873239 15.21126761] ; [20.21126761 14.78873239],0
p10,1,0.187178,1.739693,[13 22] ; [18 16],[15.72463768 19.27536232] ; [15.27536232 18.72463768],0
b1,1,0.192218,1.700539,[21 15] ; [15 20],[18.25352113 17.74647887] ; [17.74647887 17.25352113],0
n1,1,0.227907,1.453877,[9 9] ; [3 8],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
u2,1,0.23323,1.421053,[ 5 14] ; [4 4],[ 6.33333333 12.66666667] ; [2.66666667 5.33333333],0
r3,1,0.248094,1.334006,[21 15] ; [25 10],[23.32394366 12.67605634] ; [22.67605634 12.32394366],0
n5,1,0.282071,1.157085,[25 11] ; [20 15],[22.81690141 13.18309859] ; [22.18309859 12.81690141],0
p8,1,0.31305,1.017762,[10 26] ; [ 6 28],[ 8.22857143 27.77142857] ; [ 7.77142857 26.22857143],0
v4,1,0.381209,0.766799,[20 16] ; [23 12],[21.8028169 14.1971831] ; [21.1971831 13.8028169],0
d2,1,0.398321,0.713388,[15 19] ; [19 16],[16.75362319 17.24637681] ; [17.24637681 17.75362319],0
r4,1,0.410502,0.677347,[13 23] ; [16 19],[14.70422535 21.29577465] ; [14.29577465 20.70422535],0
v1,1,0.445973,0.580867,[ 9 27] ; [11 22],[10.43478261 25.56521739] ; [ 9.56521739 23.43478261],0
a4,1,0.45426,0.56,[11 24] ; [14 21],[12.5 22.5] ; [12.5 22.5],0
p5,1,0.504161,0.446166,[ 1 35] ; [ 2 31],[ 1.56521739 34.43478261] ; [ 1.43478261 31.56521739],0
r2,1,0.531584,0.391363,[23 12] ; [24  9],[24.19117647 10.80882353] ; [22.80882353 10.19117647],0
n4,1,0.539583,0.376313,[19 17] ; [21 14],[20.28169014 15.71830986] ; [19.71830986 15.28169014],0
p6,1,0.561883,0.336455,[ 7 28] ; [ 5 29],[ 6.08695652 28.91304348] ; [ 5.91304348 28.08695652],0
s5,1,0.561883,0.336455,[ 7 28] ; [ 5 29],[ 6.08695652 28.91304348] ; [ 5.91304348 28.08695652],0
s4,1,0.561993,0.336265,[ 7 29] ; [ 5 30],[ 6.08450704 29.91549296] ; [ 5.91549296 29.08450704],0
n6,1,0.584076,0.299691,[21 15] ; [22 12],[22.11428571 13.88571429] ; [20.88571429 13.11428571],0
s3,1,0.606603,0.265152,[10 25] ; [12 23],[11. 24.] ; [11. 24.],0
p4,1,0.633719,0.227051,[10 26] ; [ 8 27],[ 9.12676056 26.87323944] ; [ 8.87323944 26.12676056],0
s1,1,0.661828,0.191311,[ 3 33] ; [ 4 31],[ 3.54929577 32.45070423] ; [ 3.45070423 31.54929577],0
n3,1,0.704786,0.143541,[10  9] ; [5 6],[9.5 9.5] ; [5.5 5.5],0
