Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.010156,6.607304,[4 5] ; [ 4 37],[1.44 7.56] ; [ 6.56 34.44],0
b1,1,0.024173,5.082181,[2 7] ; [26 15],[5.04 3.96] ; [22.96 18.04],0
p4,1,0.034658,4.461944,[7 2] ; [16 25],[4.14 4.86] ; [18.86 22.14],0
v4,1,0.038137,4.298886,[8 1] ; [21 20],[5.22 3.78] ; [23.78 17.22],0
p10,1,0.040189,4.209885,[7 2] ; [16 24],[4.2244898 4.7755102] ; [18.7755102 21.2244898],0
p12,1,0.082427,3.016378,[2 7] ; [ 2 39],[0.72 8.28] ; [ 3.28 37.72],0
d2,1,0.094341,2.798701,[5 4] ; [11 30],[2.88 6.12] ; [13.12 27.88],0
s6,1,0.097779,2.741399,[6 3] ; [15 26],[3.78 5.22] ; [17.22 23.78],0
v3,1,0.11726,2.453542,[3 6] ; [ 5 36],[1.44 7.56] ; [ 6.56 34.44],0
p6,1,0.136641,2.215385,[3 6] ; [ 5 34],[1.5 7.5] ; [ 6.5 32.5],0
d1,1,0.163594,1.940684,[4 5] ; [ 9 32],[2.34 6.66] ; [10.66 30.34],0
d3,1,0.169518,1.8872,[6 3] ; [17 24],[4.14 4.86] ; [18.86 22.14],0
p2,1,0.184324,1.762408,[7 2] ; [22 19],[5.22 3.78] ; [23.78 17.22],0
a8,1,0.25499,1.295758,[2 6] ; [ 4 35],[1.0212766 6.9787234] ; [ 4.9787234 34.0212766],0
b4,1,0.269456,1.219512,[6 3] ; [19 22],[4.5 4.5] ; [20.5 20.5],0
b3,1,0.276271,1.185345,[2 2] ; [ 7 22],[1.09090909 2.90909091] ; [ 7.90909091 21.09090909],0
b2,1,0.276271,1.185345,[2 2] ; [ 7 22],[1.09090909 2.90909091] ; [ 7.90909091 21.09090909],0
p3,1,0.318991,0.993077,[4 5] ; [11 29],[2.75510204 6.24489796] ; [12.24489796 27.75510204],0
a6,1,0.330764,0.945904,[6 3] ; [20 21],[4.68 4.32] ; [21.32 19.68],0
n5,1,0.341636,0.904283,[7 2] ; [25 16],[5.76 3.24] ; [26.24 14.76],0
b5,1,0.3998,0.708927,[6 3] ; [21 20],[4.86 4.14] ; [22.14 18.86],0
p8,1,0.403775,0.697054,[4 5] ; [12 28],[2.93877551 6.06122449] ; [13.06122449 26.93877551],0
a3,1,0.44057,0.594798,[5 4] ; [17 24],[3.96 5.04] ; [18.04 22.96],0
a5,1,0.476523,0.50681,[3 6] ; [19 22],[3.96 5.04] ; [18.04 22.96],0
n4,1,0.476523,0.50681,[6 3] ; [22 19],[5.04 3.96] ; [22.96 18.04],0
v2,1,0.496398,0.462628,[4 5] ; [13 27],[3.12244898 5.87755102] ; [13.87755102 26.12244898],0
a7,1,0.525313,0.403449,[5 4] ; [18 23],[4.14 4.86] ; [18.86 22.14],0
s8,1,0.573919,0.31617,[2 7] ; [ 6 35],[1.44 7.56] ; [ 6.56 34.44],0
s2,1,0.693935,0.154859,[3 6] ; [11 30],[2.52 6.48] ; [11.48 29.52],0
p1,1,0.704006,0.144338,[1 8] ; [ 3 38],[0.72 8.28] ; [ 3.28 37.72],0
a1,1,0.704006,0.144338,[1 8] ; [ 3 38],[0.72 8.28] ; [ 3.28 37.72],0
d5,1,0.712795,0.135501,[5 4] ; [20 21],[4.5 4.5] ; [20.5 20.5],0
n3,1,0.715501,0.132844,[1 1] ; [12  7],[1.23809524 0.76190476] ; [11.76190476  7.23809524],0
d4,1,0.750092,0.101453,[6 3] ; [25 16],[5.58 3.42] ; [25.42 15.58],0
n2,1,0.83008,0.046053,[1 1] ; [11  8],[1.14285714 0.85714286] ; [10.85714286  8.14285714],0
s3,1,0.844579,0.038431,[3 6] ; [12 28],[2.75510204 6.24489796] ; [12.24489796 27.75510204],0
u3,1,0.850857,0.035354,[1 3] ; [ 5 19],[0.85714286 3.14285714] ; [ 5.14285714 18.85714286],0
p7,1,0.869668,0.026922,[4 5] ; [17 24],[3.78 5.22] ; [17.22 23.78],0
v1,1,0.924558,0.008967,[3 6] ; [13 28],[2.88 6.12] ; [13.12 27.88],0
a4,1,0.985821,0.000316,[2 7] ; [ 9 32],[1.98 7.02] ; [ 9.02 31.98],0
