Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,62.535166,[102  15] ; [ 6 28],[83.68211921 33.31788079] ; [24.31788079  9.68211921],1
p2,1,0.0,27.22765,[96 22] ; [12 22],[83.84210526 34.15789474] ; [24.15789474  9.84210526],1
p11,1,3e-06,21.898448,[98 22] ; [14 20],[87.27272727 32.72727273] ; [24.72727273  9.27272727],1
r4,1,0.000328,12.904307,[80 40] ; [11 23],[70.90909091 49.09090909] ; [20.09090909 13.90909091],1
r3,1,0.000648,11.631781,[109  11] ; [23 11],[102.85714286  17.14285714] ; [29.14285714  4.85714286],1
v4,1,0.003884,8.337114,[106  14] ; [23 11],[100.51948052  19.48051948] ; [28.48051948  5.51948052],0
n5,1,0.006019,7.544567,[83 36] ; [15 19],[76.22222222 42.77777778] ; [21.77777778 12.22222222],0
s1,1,0.006142,7.508071,[  2 118] ; [ 4 29],[  4.70588235 115.29411765] ; [ 1.29411765 31.70588235],0
b1,1,0.006762,7.335157,[43 77] ; [21 13],[49.87012987 70.12987013] ; [14.12987013 19.87012987],0
n4,1,0.017806,5.615102,[86 34] ; [17 17],[80.25974026 39.74025974] ; [22.74025974 11.25974026],0
n3,1,0.020161,5.397932,[27 11] ; [5 9],[23.38461538 14.61538462] ; [8.61538462 5.38461538],0
s2,1,0.033317,4.529412,[60 60] ; [10 24],[54.54545455 65.45454545] ; [15.45454545 18.54545455],0
r2,1,0.034209,4.484232,[96 19] ; [22 11],[91.68918919 23.31081081] ; [26.31081081  6.68918919],0
s7,1,0.035457,4.423046,[49 67] ; [ 7 25],[43.89189189 72.10810811] ; [12.10810811 19.89189189],0
s8,1,0.036556,4.370998,[44 76] ; [ 6 28],[38.96103896 81.03896104] ; [11.03896104 22.96103896],0
n6,1,0.049694,3.851748,[96 24] ; [21 12],[91.76470588 28.23529412] ; [25.23529412  7.76470588],0
s5,1,0.052654,3.75486,[37 74] ; [ 5 27],[32.6013986 78.3986014] ; [ 9.3986014 22.6013986],0
s6,1,0.057132,3.618743,[73 44] ; [15 19],[68.18543046 48.81456954] ; [19.81456954 14.18543046],0
p5,1,0.07019,3.278571,[ 17 102] ; [ 1 33],[ 14. 105.] ; [ 4. 30.],0
p6,1,0.077957,3.106991,[43 71] ; [ 7 26],[38.7755102 75.2244898] ; [11.2244898 21.7755102],0
a5,1,0.092578,2.828957,[79 41] ; [17 17],[74.80519481 45.19480519] ; [21.19480519 12.80519481],0
p4,1,0.100099,2.703963,[64 54] ; [13 21],[59.77631579 58.22368421] ; [17.22368421 16.77631579],0
v1,1,0.101794,2.677205,[55 59] ; [11 23],[50.83783784 63.16216216] ; [15.16216216 18.83783784],0
p7,1,0.118724,2.434077,[62 54] ; [13 21],[58. 58.] ; [17. 17.],0
p8,1,0.1287,2.30812,[51 65] ; [10 24],[47.17333333 68.82666667] ; [13.82666667 20.17333333],0
p3,1,0.136489,2.217106,[57 62] ; [11 22],[53.23684211 65.76315789] ; [14.76315789 18.23684211],0
n1,1,0.167361,1.906422,[17 21] ; [ 3 10],[14.90196078 23.09803922] ; [5.09803922 7.90196078],0
d2,1,0.200284,1.640305,[50 69] ; [18 15],[53.23684211 65.76315789] ; [14.76315789 18.23684211],0
a3,1,0.271315,1.210084,[82 37] ; [20 14],[79.33333333 39.66666667] ; [22.66666667 11.33333333],0
b4,1,0.272697,1.203132,[76 44] ; [18 16],[73.24675325 46.75324675] ; [20.75324675 13.24675325],0
n2,1,0.2788,1.172932,[30  8] ; [9 5],[28.5  9.5] ; [10.5  3.5],0
b5,1,0.286987,1.133701,[79 41] ; [19 15],[76.36363636 43.63636364] ; [21.63636364 12.36363636],0
u3,1,0.318071,0.996863,[19 18] ; [5 9],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
s3,1,0.341043,0.906508,[58 61] ; [13 20],[55.58552632 63.41447368] ; [15.41447368 17.58552632],0
a7,1,0.451447,0.567015,[79 41] ; [20 14],[77.14285714 42.85714286] ; [21.85714286 12.14285714],0
u2,1,0.462732,0.539279,[22 16] ; [6 7],[20.8627451 17.1372549] ; [7.1372549 5.8627451],0
v2,1,0.521055,0.411804,[55 61] ; [14 20],[53.36 62.64] ; [15.64 18.36],0
a4,1,0.54074,0.37417,[47 73] ; [11 22],[45.49019608 74.50980392] ; [12.50980392 20.49019608],0
d5,1,0.575454,0.313642,[97 23] ; [26  8],[95.84415584 24.15584416] ; [27.15584416  6.84415584],0
v3,1,0.581224,0.30426,[40 76] ; [10 24],[38.66666667 77.33333333] ; [11.33333333 22.66666667],0
a6,1,0.595209,0.282282,[68 52] ; [21 13],[69.35064935 50.64935065] ; [19.64935065 14.35064935],0
a2,1,0.634308,0.226265,[ 14 106] ; [ 5 29],[ 14.80519481 105.19480519] ; [ 4.19480519 29.80519481],0
s4,1,0.654332,0.200482,[24 96] ; [ 8 26],[24.93506494 95.06493506] ; [ 7.06493506 26.93506494],0
b2,1,0.655439,0.199111,[29 46] ; [ 7 14],[28.125 46.875] ; [ 7.875 13.125],0
b3,1,0.655439,0.199111,[29 46] ; [ 7 14],[28.125 46.875] ; [ 7.875 13.125],0
u1,1,0.666417,0.185822,[  8 112] ; [ 3 31],[  8.57142857 111.42857143] ; [ 2.42857143 31.57142857],0
p1,1,0.838174,0.04171,[ 12 108] ; [ 3 31],[ 11.68831169 108.31168831] ; [ 3.31168831 30.68831169],0
d1,1,0.9351,0.006631,[68 52] ; [19 15],[67.79220779 52.20779221] ; [19.20779221 14.79220779],0
d3,1,0.939547,0.005752,[82 38] ; [23 11],[81.81818182 38.18181818] ; [23.18181818 10.81818182],0
a1,1,0.951011,0.003775,[ 11 109] ; [ 3 31],[ 10.90909091 109.09090909] ; [ 3.09090909 30.90909091],0
