Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,48.597995,[ 3 54] ; [40 19],[21.12931034 35.87068966] ; [21.87068966 37.12931034],1
s6,1,0.000191,13.919893,[13 44] ; [33 25],[22.8 34.2] ; [23.2 34.8],1
r3,1,0.001673,9.877544,[36 21] ; [52  7],[43.24137931 13.75862069] ; [44.75862069 14.24137931],0
s7,1,0.001682,9.867531,[ 8 46] ; [22 30],[15.28301887 38.71698113] ; [14.71698113 37.28301887],0
v4,1,0.001778,9.765734,[37 20] ; [51  6],[44. 13.] ; [44. 13.],0
r4,1,0.002474,9.159702,[28 29] ; [45 14],[35.87068966 21.12931034] ; [37.12931034 21.87068966],0
r2,1,0.008049,7.022629,[42 14] ; [54  4],[47.15789474  8.84210526] ; [48.84210526  9.15789474],0
d4,1,0.009028,6.817276,[37 20] ; [49  8],[43. 14.] ; [43. 14.],0
n2,1,0.019039,5.497921,[13 14] ; [22  6],[17.18181818  9.81818182] ; [17.81818182 10.18181818],0
u3,1,0.019981,5.413534,[ 9 12] ; [15  4],[12.6  8.4] ; [11.4  7.6],0
s8,1,0.03342,4.524127,[ 8 49] ; [18 41],[12.77586207 44.22413793] ; [13.22413793 45.77586207],0
p10,1,0.037044,4.348385,[20 36] ; [32 26],[25.54385965 30.45614035] ; [26.45614035 31.54385965],0
p7,1,0.039566,4.236394,[14 43] ; [24 32],[19.16814159 37.83185841] ; [18.83185841 37.16814159],0
s5,1,0.063129,3.453207,[ 6 49] ; [13 40],[ 9.67592593 45.32407407] ; [ 9.32407407 43.67592593],0
d1,1,0.08662,2.936087,[20 37] ; [30 29],[24.56896552 32.43103448] ; [25.43103448 33.56896552],0
p11,1,0.091347,2.850475,[22 35] ; [32 27],[26.53448276 30.46551724] ; [27.46551724 31.53448276],0
d3,1,0.09343,2.814263,[28 28] ; [38 20],[32.42105263 23.57894737] ; [33.57894737 24.42105263],0
p9,1,0.09343,2.814263,[28 28] ; [38 20],[32.42105263 23.57894737] ; [33.57894737 24.42105263],0
s4,1,0.094086,2.80303,[ 6 51] ; [13 46],[ 9.3362069 47.6637931] ; [ 9.6637931 49.3362069],0
p3,1,0.100266,2.701313,[11 46] ; [19 39],[14.86956522 42.13043478] ; [15.13043478 42.86956522],0
a2,1,0.118812,2.432907,[13 44] ; [ 7 52],[ 9.82758621 47.17241379] ; [10.17241379 48.82758621],0
r1,1,0.155251,2.019881,[32 25] ; [40 18],[35.68695652 21.31304348] ; [36.31304348 21.68695652],0
b3,1,0.229144,1.446164,[13 22] ; [ 7 23],[10.76923077 24.23076923] ; [ 9.23076923 20.76923077],0
b2,1,0.229144,1.446164,[13 22] ; [ 7 23],[10.76923077 24.23076923] ; [ 9.23076923 20.76923077],0
a7,1,0.241675,1.370797,[37 20] ; [32 27],[33.90517241 23.09482759] ; [35.09482759 23.90517241],0
s1,1,0.241842,1.369826,[ 2 55] ; [ 5 52],[ 3.5 53.5] ; [ 3.5 53.5],0
b1,1,0.256555,1.287254,[34 23] ; [29 30],[30.95689655 26.04310345] ; [32.04310345 26.95689655],0
a5,1,0.271741,1.207936,[31 26] ; [38 21],[33.90517241 23.09482759] ; [35.09482759 23.90517241],0
p5,1,0.300389,1.072467,[ 3 54] ; [ 1 57],[ 1.9826087 55.0173913] ; [ 2.0173913 55.9826087],0
u2,1,0.327753,0.957755,[12  9] ; [13  5],[13.46153846  7.53846154] ; [11.53846154  6.46153846],0
n3,1,0.335974,0.925734,[15 11] ; [19  8],[16.67924528  9.32075472] ; [17.32075472  9.67924528],0
p1,1,0.336854,0.922367,[ 3 53] ; [ 6 53],[ 4.3826087 51.6173913] ; [ 4.6173913 54.3826087],0
v1,1,0.338034,0.917874,[20 37] ; [25 32],[22.5 34.5] ; [22.5 34.5],0
v2,1,0.344752,0.892681,[18 37] ; [22 31],[20.37037037 34.62962963] ; [19.62962963 33.37037037],0
v3,1,0.531181,0.392132,[10 45] ; [12 40],[11.30841121 43.69158879] ; [10.69158879 41.30841121],0
a3,1,0.690992,0.158014,[36 20] ; [40 19],[37.00869565 18.99130435] ; [38.99130435 20.00869565],0
n5,1,0.691651,0.157304,[24 32] ; [27 31],[25.05263158 30.94736842] ; [25.94736842 32.05263158],0
n1,1,0.69714,0.151465,[ 9 18] ; [10 16],[ 9.67924528 17.32075472] ; [ 9.32075472 16.67924528],0
b4,1,0.728721,0.12029,[32 25] ; [35 24],[32.92241379 24.07758621] ; [34.07758621 24.92241379],0
d5,1,0.740642,0.109563,[39 18] ; [38 20],[38.16521739 18.83478261] ; [38.83478261 19.16521739],0
a6,1,0.756309,0.096305,[36 21] ; [35 23],[35.19130435 21.80869565] ; [35.80869565 22.19130435],0
a8,1,0.767726,0.087232,[ 6 49] ; [ 7 48],[ 6.5 48.5] ; [ 6.5 48.5],0
u1,1,0.769326,0.086,[ 4 53] ; [ 5 54],[ 4.42241379 52.57758621] ; [ 4.57758621 54.42241379],0
d2,1,0.787983,0.072324,[25 32] ; [24 34],[24.28695652 32.71304348] ; [24.71304348 33.28695652],0
p2,1,0.806114,0.060242,[31 25] ; [34 25],[31.65217391 24.34782609] ; [33.34782609 25.65217391],0
p6,1,0.809973,0.057822,[ 7 49] ; [ 8 49],[ 7.43362832 48.56637168] ; [ 7.56637168 49.43362832],0
n4,1,0.867049,0.028026,[31 26] ; [33 26],[31.44827586 25.55172414] ; [32.55172414 26.44827586],0
p4,1,0.883132,0.021609,[16 41] ; [17 41],[16.35652174 40.64347826] ; [16.64347826 41.35652174],0
a1,1,0.95451,0.003254,[ 5 52] ; [ 5 54],[ 4.9137931 52.0862069] ; [ 5.0862069 53.9137931],0
a4,1,0.976727,0.000851,[24 33] ; [25 34],[24.07758621 32.92241379] ; [24.92241379 34.07758621],0
b5,1,0.981985,0.00051,[32 25] ; [33 26],[31.93965517 25.06034483] ; [33.06034483 25.93965517],0
