Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.987378,[92  3] ; [19 15],[81.74418605 13.25581395] ; [29.25581395  4.74418605],1
a3,1,3e-06,21.729857,[75 20] ; [12 22],[64.06976744 30.93023256] ; [22.93023256 11.06976744],1
r2,1,4.5e-05,16.665155,[93  2] ; [25  8],[87.578125  7.421875] ; [30.421875  2.578125],1
r3,1,7.5e-05,15.687343,[91  2] ; [26  8],[85.67716535  7.32283465] ; [31.32283465  2.67716535],1
s6,1,0.00061,11.744738,[83 10] ; [20 12],[76.632 16.368] ; [26.368  5.632],1
p4,1,0.001804,9.739179,[70 25] ; [15 19],[62.59689922 32.40310078] ; [22.40310078 11.59689922],0
a2,1,0.001983,9.565495,[27 68] ; [ 1 33],[20.62015504 74.37984496] ; [ 7.37984496 26.62015504],0
a5,1,0.002018,9.532715,[72 23] ; [16 18],[64.80620155 30.19379845] ; [23.19379845 10.80620155],0
d1,1,0.002427,9.194826,[62 33] ; [12 22],[54.49612403 40.50387597] ; [19.50387597 14.49612403],0
s3,1,0.004341,8.13526,[76 18] ; [19 15],[69.765625 24.234375] ; [25.234375  8.765625],0
a4,1,0.004643,8.013405,[46 49] ; [ 7 27],[39.03100775 55.96899225] ; [13.96899225 20.03100775],0
n4,1,0.00695,7.285774,[69 26] ; [16 18],[62.59689922 32.40310078] ; [22.40310078 11.59689922],0
p3,1,0.009674,6.69397,[58 37] ; [12 22],[51.5503876 43.4496124] ; [18.4496124 15.5503876],0
a6,1,0.016292,5.771053,[69 26] ; [17 17],[63.33333333 31.66666667] ; [22.66666667 11.33333333],0
d5,1,0.020261,5.389299,[81 14] ; [22 11],[76.4453125 18.5546875] ; [26.5546875  6.4453125],0
u1,1,0.020329,5.383407,[23 72] ; [ 2 32],[18.41085271 76.58914729] ; [ 6.58914729 27.41085271],0
v2,1,0.03113,4.645773,[44 48] ; [ 9 25],[38.6984127 53.3015873] ; [14.3015873 19.6984127],0
p7,1,0.051887,3.779419,[71 21] ; [19 13],[66.77419355 25.22580645] ; [23.22580645  8.77419355],0
d3,1,0.058714,3.573335,[76 19] ; [21 12],[71.9921875 23.0078125] ; [25.0078125  7.9921875],0
n6,1,0.063077,3.454575,[80 14] ; [24 10],[76.375 17.625] ; [27.625  6.375],0
p10,1,0.064435,3.419388,[82 12] ; [25  9],[78.578125 15.421875] ; [28.421875  5.578125],0
d2,1,0.067942,3.332064,[48 47] ; [11 23],[43.4496124 51.5503876] ; [15.5503876 18.4496124],0
p6,1,0.078924,3.086927,[48 46] ; [11 22],[43.66929134 50.33070866] ; [15.33070866 17.66929134],0
v4,1,0.084178,2.98233,[92  2] ; [31  3],[90.328125  3.671875] ; [32.671875  1.328125],0
p5,1,0.136741,2.214259,[11 84] ; [ 1 33],[ 8.8372093 86.1627907] ; [ 3.1627907 30.8372093],0
p9,1,0.138536,2.19415,[82 12] ; [26  8],[79.3125 14.6875] ; [28.6875  5.3125],0
s8,1,0.149547,2.076867,[50 45] ; [13 21],[46.39534884 48.60465116] ; [16.60465116 17.39534884],0
v3,1,0.200011,1.642292,[30 63] ; [ 7 27],[27.09448819 65.90551181] ; [ 9.90551181 24.09448819],0
p1,1,0.221568,1.494188,[ 9 86] ; [ 1 33],[ 7.36434109 87.63565891] ; [ 2.63565891 31.36434109],0
v1,1,0.238781,1.387774,[47 47] ; [13 21],[44.0625 49.9375] ; [15.9375 18.0625],0
n3,1,0.273082,1.201198,[12  2] ; [11  5],[10.73333333  3.26666667] ; [12.26666667  3.73333333],0
d4,1,0.284748,1.14429,[78 17] ; [25  9],[75.85271318 19.14728682] ; [27.14728682  6.85271318],0
s7,1,0.315678,1.006771,[61 32] ; [19 15],[58.58267717 34.41732283] ; [21.41732283 12.58267717],0
p8,1,0.357387,0.847054,[58 35] ; [17 15],[55.8 37.2] ; [19.2 12.8],0
s5,1,0.399075,0.711111,[47 43] ; [13 17],[45. 45.] ; [15. 15.],0
b4,1,0.409376,0.680613,[58 37] ; [18 16],[55.96899225 39.03100775] ; [20.03100775 13.96899225],0
b1,1,0.435323,0.60858,[35 60] ; [10 24],[33.13953488 61.86046512] ; [11.86046512 22.13953488],0
u3,1,0.490581,0.475251,[13  7] ; [12 10],[11.9047619  8.0952381] ; [13.0952381  8.9047619],0
a8,1,0.526756,0.400645,[ 5 80] ; [ 1 32],[ 4.3220339 80.6779661] ; [ 1.6779661 31.3220339],0
n1,1,0.54393,0.368304,[ 3 11] ; [ 5 11],[ 3.73333333 10.26666667] ; [ 4.26666667 11.73333333],0
p11,1,0.550841,0.355812,[72 23] ; [24 10],[70.69767442 24.30232558] ; [25.30232558  8.69767442],0
a7,1,0.594656,0.283131,[68 27] ; [22 11],[66.796875 28.203125] ; [23.203125  9.796875],0
s2,1,0.604923,0.267635,[68 26] ; [23 11],[66.828125 27.171875] ; [24.171875  9.828125],0
u2,1,0.768315,0.086777,[10 10] ; [12 10],[10.47619048  9.52380952] ; [11.52380952 10.47619048],0
b2,1,0.85041,0.035568,[10 36] ; [ 5 16],[10.29850746 35.70149254] ; [ 4.70149254 16.29850746],0
b3,1,0.85041,0.035568,[10 36] ; [ 5 16],[10.29850746 35.70149254] ; [ 4.70149254 16.29850746],0
n2,1,0.854813,0.033482,[11  3] ; [13  3],[11.2  2.8] ; [12.8  3.2],0
n5,1,0.889866,0.019175,[71 24] ; [25  9],[70.69767442 24.30232558] ; [25.30232558  8.69767442],0
b5,1,0.941699,0.005349,[58 37] ; [21 13],[58.17829457 36.82170543] ; [20.82170543 13.17829457],0
s1,1,0.942692,0.005168,[ 3 91] ; [ 1 33],[ 2.9375 91.0625] ; [ 1.0625 32.9375],0
