Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,7e-06,20.176944,[21 15] ; [ 8 49],[11.22580645 24.77419355] ; [17.77419355 39.22580645],1
s7,1,0.000326,12.915828,[16 16] ; [ 7 44],[ 8.86746988 23.13253012] ; [14.13253012 36.86746988],1
v1,1,0.000438,12.363769,[17 19] ; [ 8 49],[ 9.67741935 26.32258065] ; [15.32258065 41.67741935],1
s6,1,0.002983,8.817618,[21 14] ; [16 40],[14.23076923 20.76923077] ; [22.76923077 33.23076923],0
p7,1,0.003342,8.610767,[16 20] ; [ 9 46],[ 9.89010989 26.10989011] ; [15.10989011 39.89010989],0
a8,1,0.007573,7.131799,[ 8 28] ; [ 2 50],[ 4.09090909 31.90909091] ; [ 5.90909091 46.09090909],0
r3,1,0.028649,4.788596,[28  8] ; [31 25],[23.08695652 12.91304348] ; [35.91304348 20.08695652],0
p3,1,0.040155,4.211337,[12 23] ; [ 9 48],[ 7.98913043 27.01086957] ; [13.01086957 43.98913043],0
p9,1,0.040573,4.193777,[17 17] ; [15 38],[12.50574713 21.49425287] ; [19.49425287 33.50574713],0
n2,1,0.061592,3.493978,[15  6] ; [11 14],[11.86956522  9.13043478] ; [14.13043478 10.86956522],0
s5,1,0.076043,3.147513,[10 23] ; [ 8 47],[ 6.75 26.25] ; [11.25 43.75],0
n3,1,0.080679,3.051163,[14  6] ; [10 13],[11.1627907  8.8372093] ; [12.8372093 10.1627907],0
p6,1,0.118306,2.43961,[ 8 27] ; [ 6 50],[ 5.38461538 29.61538462] ; [ 8.61538462 47.38461538],0
b4,1,0.119603,2.422515,[13 23] ; [30 27],[16.64516129 19.35483871] ; [26.35483871 30.64516129],0
p1,1,0.143435,2.14071,[ 6 30] ; [ 4 53],[ 3.87096774 32.12903226] ; [ 6.12903226 50.87096774],0
s1,1,0.143832,2.136475,[ 7 29] ; [ 5 51],[ 4.69565217 31.30434783] ; [ 7.30434783 48.69565217],0
b1,1,0.163392,1.942546,[23 13] ; [28 29],[19.74193548 16.25806452] ; [31.25806452 25.74193548],0
r4,1,0.163392,1.942546,[23 13] ; [28 29],[19.74193548 16.25806452] ; [31.25806452 25.74193548],0
a5,1,0.175476,1.835526,[27  9] ; [35 22],[24. 12.] ; [38. 19.],0
