Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,25.438133,[13 76] ; [18 11],[23.38135593 65.61864407] ; [ 7.61864407 21.38135593],1
p8,1,3e-06,21.774645,[ 9 81] ; [14 14],[17.54237288 72.45762712] ; [ 5.45762712 22.54237288],1
p6,1,0.000264,13.309094,[ 5 83] ; [ 9 20],[10.52991453 77.47008547] ; [ 3.47008547 25.52991453],1
p4,1,0.001197,10.494668,[14 75] ; [13 16],[20.36440678 68.63559322] ; [ 6.63559322 22.36440678],0
r4,1,0.002159,9.409603,[49 41] ; [25  4],[55.96638655 34.03361345] ; [18.03361345 10.96638655],0
a8,1,0.016089,5.793114,[ 5 80] ; [ 6 22],[ 8.27433628 76.72566372] ; [ 2.72566372 25.27433628],0
v2,1,0.020288,5.386927,[28 58] ; [16 12],[33.19298246 52.80701754] ; [10.80701754 17.19298246],0
a2,1,0.026954,4.893765,[19 71] ; [ 1 28],[15.12605042 74.87394958] ; [ 4.87394958 24.12605042],0
b3,1,0.033954,4.497014,[27 28] ; [ 5 17],[22.85714286 32.14285714] ; [ 9.14285714 12.85714286],0
b2,1,0.033954,4.497014,[27 28] ; [ 5 17],[22.85714286 32.14285714] ; [ 9.14285714 12.85714286],0
r3,1,0.042796,4.103448,[60 30] ; [25  4],[64.28571429 25.71428571] ; [20.71428571  8.28571429],0
d3,1,0.061515,3.496058,[49 41] ; [10 19],[44.62184874 45.37815126] ; [14.37815126 14.62184874],0
p5,1,0.070443,3.27267,[ 4 86] ; [ 4 24],[ 6.10169492 83.89830508] ; [ 1.89830508 26.10169492],0
n3,1,0.090629,2.863173,[20 19] ; [6 1],[22.04347826 16.95652174] ; [3.95652174 3.04347826],0
s3,1,0.118904,2.431701,[13 75] ; [ 8 21],[15.79487179 72.20512821] ; [ 5.20512821 23.79487179],0
p11,1,0.12347,2.372746,[38 52] ; [17 12],[41.59663866 48.40336134] ; [13.40336134 15.59663866],0
p10,1,0.12966,2.296566,[34 53] ; [16 13],[37.5 49.5] ; [12.5 16.5],0
b4,1,0.151987,2.052195,[54 36] ; [13 16],[50.67226891 39.32773109] ; [16.32773109 12.67226891],0
n6,1,0.214936,1.537866,[56 34] ; [21  7],[58.72881356 31.27118644] ; [18.27118644  9.72881356],0
p1,1,0.215342,1.535147,[10 80] ; [ 1 28],[ 8.31932773 81.68067227] ; [ 2.68067227 26.31932773],0
b5,1,0.216607,1.526711,[44 46] ; [18 11],[46.8907563 43.1092437] ; [15.1092437 13.8907563],0
a3,1,0.304624,1.05384,[55 33] ; [15 14],[52.64957265 35.35042735] ; [17.35042735 11.64957265],0
s6,1,0.421994,0.644756,[25 65] ; [10 18],[26.69491525 63.30508475] ; [ 8.30508475 19.69491525],0
p9,1,0.444233,0.585323,[37 48] ; [15 14],[38.77192982 46.22807018] ; [13.22807018 15.77192982],0
n4,1,0.446065,0.580631,[55 35] ; [20  9],[56.72268908 33.27731092] ; [18.27731092 10.72268908],0
a4,1,0.47124,0.519068,[37 51] ; [10 19],[35.35042735 52.64957265] ; [11.64957265 17.35042735],0
s7,1,0.47323,0.514424,[19 68] ; [ 4 22],[17.7079646 69.2920354] ; [ 5.2920354 20.7079646],0
v4,1,0.473545,0.513691,[62 28] ; [22  7],[63.52941176 26.47058824] ; [20.47058824  8.52941176],0
n1,1,0.481728,0.494949,[18 24] ; [4 3],[18.85714286 23.14285714] ; [3.14285714 3.85714286],0
n2,1,0.505693,0.442968,[25 18] ; [5 2],[25.8 17.2] ; [4.2 2.8],0
s1,1,0.514731,0.424437,[ 6 84] ; [ 3 26],[ 6.80672269 83.19327731] ; [ 2.19327731 26.80672269],0
r1,1,0.537631,0.379949,[50 40] ; [18 11],[51.42857143 38.57142857] ; [16.57142857 12.42857143],0
d2,1,0.552042,0.353672,[42 46] ; [12 17],[40.61538462 47.38461538] ; [13.38461538 15.61538462],0
s8,1,0.56506,0.331019,[15 75] ; [ 6 22],[16.01694915 73.98305085] ; [ 4.98305085 23.01694915],0
s5,1,0.614497,0.253678,[12 74] ; [ 5 23],[12.8245614 73.1754386] ; [ 4.1754386 23.8245614],0
b1,1,0.627941,0.234864,[45 45] ; [16 13],[46.13445378 43.86554622] ; [14.86554622 14.13445378],0
u3,1,0.649739,0.206229,[15 20] ; [7 7],[15.71428571 19.28571429] ; [6.28571429 7.71428571],0
d1,1,0.718539,0.129897,[40 50] ; [14 15],[40.84033613 49.15966387] ; [13.15966387 15.84033613],0
a6,1,0.724368,0.124346,[53 37] ; [16 13],[52.18487395 37.81512605] ; [16.81512605 12.18487395],0
s4,1,0.726645,0.122215,[10 78] ; [ 4 25],[10.52991453 77.47008547] ; [ 3.47008547 25.52991453],0
v3,1,0.731115,0.11809,[25 62] ; [ 9 19],[25.72173913 61.27826087] ; [ 8.27826087 19.72173913],0
a7,1,0.761443,0.092164,[53 37] ; [18 11],[53.69747899 36.30252101] ; [17.30252101 11.69747899],0
v1,1,0.774781,0.081869,[19 69] ; [ 7 22],[19.55555556 68.44444444] ; [ 6.44444444 22.55555556],0
