Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.232608,[ 2 80] ; [50 56],[22.68085106 59.31914894] ; [29.31914894 76.68085106],1
d4,1,0.0,26.790225,[37 44] ; [86 19],[53.56451613 27.43548387] ; [69.43548387 35.56451613],1
d3,1,2.4e-05,17.852192,[30 52] ; [71 34],[44.28877005 37.71122995] ; [56.71122995 48.28877005],1
a7,1,0.000702,11.484091,[36 46] ; [72 33],[47.35828877 34.64171123] ; [60.64171123 44.35828877],1
b4,1,0.002004,9.545779,[39 43] ; [74 32],[49.28723404 32.71276596] ; [63.71276596 42.28723404],0
r1,1,0.003422,8.567497,[40 42] ; [74 32],[49.72340426 32.27659574] ; [64.27659574 41.72340426],0
v2,1,0.008408,6.944452,[23 52] ; [51 50],[31.53409091 43.46590909] ; [42.46590909 58.53409091],0
r2,1,0.009401,6.744934,[62 19] ; [95 10],[68.37096774 12.62903226] ; [88.62903226 16.37096774],0
r4,1,0.009608,6.706157,[50 32] ; [83 23],[58.0106383 23.9893617] ; [74.9893617 31.0106383],0
r3,1,0.032616,4.565849,[65 17] ; [94 10],[70.09677419 11.90322581] ; [88.90322581 15.09677419],0
d2,1,0.033207,4.535084,[12 70] ; [29 76],[17.97860963 64.02139037] ; [23.02139037 81.97860963],0
a3,1,0.033872,4.501162,[29 51] ; [55 51],[36.12903226 43.87096774] ; [47.87096774 58.12903226],0
v3,1,0.055879,3.655666,[16 65] ; [33 69],[21.68852459 59.31147541] ; [27.31147541 74.68852459],0
a4,1,0.056807,3.628247,[ 9 72] ; [23 83],[13.86096257 67.13903743] ; [18.13903743 87.86096257],0
u2,1,0.059664,3.546686,[23 29] ; [32 19],[27.76699029 24.23300971] ; [27.23300971 23.76699029],0
u3,1,0.061297,3.501934,[21 31] ; [30 21],[25.74757282 26.25242718] ; [25.25242718 25.74757282],0
s6,1,0.066308,3.372119,[33 48] ; [56 47],[39.17934783 41.82065217] ; [49.82065217 53.17934783],0
s7,1,0.072789,3.218986,[17 61] ; [35 68],[22.40883978 55.59116022] ; [29.59116022 73.40883978],0
v4,1,0.107055,2.597166,[64 16] ; [93 12],[67.89189189 12.10810811] ; [89.10810811 15.89189189],0
a6,1,0.112611,2.517193,[33 49] ; [55 51],[38.38297872 43.61702128] ; [49.61702128 56.38297872],0
s5,1,0.121359,2.399695,[12 68] ; [25 78],[16.17486339 63.82513661] ; [20.82513661 82.17486339],0
p5,1,0.129386,2.299857,[ 5 76] ; [  2 103],[ 3.0483871 77.9516129] ; [  3.9516129 101.0483871],0
p2,1,0.13871,2.192213,[51 31] ; [76 29],[55.68983957 26.31016043] ; [71.31016043 33.68983957],0
p10,1,0.158908,1.984583,[46 34] ; [69 33],[50.54945055 29.45054945] ; [64.45054945 37.54945055],0
s2,1,0.221209,1.496508,[28 53] ; [46 60],[32.05347594 48.94652406] ; [41.94652406 64.05347594],0
p8,1,0.242446,1.366313,[23 58] ; [38 66],[26.70810811 54.29189189] ; [34.29189189 69.70810811],0
a1,1,0.24722,1.338943,[ 4 78] ; [  2 104],[ 2.61702128 79.38297872] ; [  3.38297872 102.61702128],0
s8,1,0.258559,1.276456,[18 64] ; [31 75],[21.37234043 60.62765957] ; [27.62765957 78.37234043],0
s1,1,0.278457,1.174607,[ 6 74] ; [  4 100],[ 4.34782609 75.65217391] ; [ 5.65217391 98.34782609],0
p1,1,0.283572,1.149892,[ 5 77] ; [  3 101],[ 3.52688172 78.47311828] ; [ 4.47311828 99.52688172],0
n5,1,0.418004,0.65592,[50 30] ; [60 46],[47.31182796 32.68817204] ; [62.68817204 43.31182796],0
n2,1,0.434481,0.610817,[22 10] ; [19 13],[20.5 11.5] ; [20.5 11.5],0
p4,1,0.46157,0.542085,[19 61] ; [30 75],[21.18918919 58.81081081] ; [27.81081081 77.18918919],0
s4,1,0.489446,0.477743,[13 68] ; [21 84],[14.80645161 66.19354839] ; [19.19354839 85.80645161],0
b1,1,0.52252,0.408916,[28 54] ; [41 65],[30.09574468 51.90425532] ; [38.90425532 67.09574468],0
n3,1,0.542524,0.370882,[19 13] ; [22 11],[20.18461538 11.81538462] ; [20.81538462 12.18461538],0
a8,1,0.599145,0.276288,[ 8 68] ; [13 86],[ 9.12 66.88] ; [11.88 87.12],0
b5,1,0.629255,0.233072,[49 33] ; [67 39],[50.59574468 31.40425532] ; [65.40425532 40.59574468],0
p11,1,0.635514,0.224657,[53 29] ; [72 34],[54.5212766 27.4787234] ; [70.4787234 35.5212766],0
s3,1,0.655013,0.199638,[38 41] ; [54 51],[39.5 39.5] ; [52.5 52.5],0
b2,1,0.685238,0.164289,[13 39] ; [14 35],[13.9009901 38.0990099] ; [13.0990099 35.9009901],0
b3,1,0.685238,0.164289,[13 39] ; [14 35],[13.9009901 38.0990099] ; [13.0990099 35.9009901],0
n6,1,0.720474,0.128039,[55 27] ; [73 32],[56.12834225 25.87165775] ; [71.87165775 33.12834225],0
p12,1,0.745941,0.104974,[ 3 78] ; [  3 102],[ 2.61290323 78.38709677] ; [  3.38709677 101.61290323],0
