Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,50.008813,[48 19] ; [ 6 55],[28.265625 38.734375] ; [25.734375 35.265625],1
a3,1,1e-06,24.959787,[54 14] ; [22 39],[40.0620155 27.9379845] ; [35.9379845 25.0620155],1
d1,1,0.000191,13.919379,[38 31] ; [14 47],[27.6 41.4] ; [24.4 36.6],1
d2,1,0.000326,12.915156,[42 26] ; [18 42],[31.875 36.125] ; [28.125 31.875],1
u1,1,0.000499,12.119378,[15 54] ; [ 1 60],[ 8.49230769 60.50769231] ; [ 7.50769231 53.49230769],1
d5,1,0.000921,10.980902,[56 13] ; [33 28],[47.23846154 21.76153846] ; [41.76153846 19.23846154],1
a6,1,0.003332,8.615995,[46 23] ; [25 36],[37.68461538 31.31538462] ; [33.31538462 27.68461538],0
d3,1,0.004757,7.969692,[42 27] ; [22 39],[33.96923077 35.03076923] ; [30.03076923 30.96923077],0
d4,1,0.00696,7.283389,[54 15] ; [33 26],[46.8984375 22.1015625] ; [40.1015625 18.8984375],0
r2,1,0.009674,6.694007,[61  6] ; [45 16],[55.484375 11.515625] ; [50.515625 10.484375],0
n4,1,0.034017,4.493852,[51 17] ; [35 26],[45.33333333 22.66666667] ; [40.66666667 20.33333333],0
v1,1,0.035992,4.397496,[29 40] ; [15 46],[23.35384615 45.64615385] ; [20.64615385 40.35384615],0
b4,1,0.048504,3.892433,[37 32] ; [43 18],[42.46153846 26.53846154] ; [37.53846154 23.46153846],0
a1,1,0.075789,3.152966,[ 8 61] ; [ 2 59],[ 5.30769231 63.69230769] ; [ 4.69230769 56.30769231],0
r1,1,0.080076,3.063363,[52 16] ; [38 23],[47.44186047 20.55813953] ; [42.55813953 18.44186047],0
p7,1,0.104503,2.635441,[16 52] ; [22 38],[20.1875 47.8125] ; [17.8125 42.1875],0
v4,1,0.109306,2.564231,[55 12] ; [42 18],[51.17322835 15.82677165] ; [45.82677165 14.17322835],0
s5,1,0.119092,2.429216,[16 51] ; [ 8 53],[12.5625 54.4375] ; [11.4375 49.5625],0
n6,1,0.129682,2.296304,[38 30] ; [42 19],[42.17054264 25.82945736] ; [37.82945736 23.17054264],0
r4,1,0.151281,2.059282,[49 20] ; [36 25],[45.11538462 23.88461538] ; [39.88461538 21.11538462],0
b3,1,0.207927,1.585799,[19 27] ; [11 28],[16.23529412 29.76470588] ; [13.76470588 25.23529412],0
b2,1,0.207927,1.585799,[19 27] ; [11 28],[16.23529412 29.76470588] ; [13.76470588 25.23529412],0
r3,1,0.219351,1.508614,[55 13] ; [43 17],[52.0625 15.9375] ; [45.9375 14.0625],0
a7,1,0.249455,1.326352,[42 26] ; [31 29],[38.78125 29.21875] ; [34.21875 25.78125],0
s4,1,0.315889,1.005892,[ 8 60] ; [11 50],[10.01550388 57.98449612] ; [ 8.98449612 52.01550388],0
s2,1,0.437156,0.603735,[20 48] ; [14 46],[18.0625 49.9375] ; [15.9375 44.0625],0
v3,1,0.454062,0.560492,[21 44] ; [16 45],[19.08730159 45.91269841] ; [17.91269841 43.08730159],0
b5,1,0.461604,0.542003,[34 35] ; [34 27],[36.09230769 32.90769231] ; [31.90769231 29.09230769],0
b1,1,0.515155,0.423582,[39 30] ; [31 30],[37.15384615 31.84615385] ; [32.84615385 28.15384615],0
p4,1,0.538618,0.378107,[20 48] ; [15 46],[18.4496124 49.5503876] ; [16.5503876 44.4496124],0
p11,1,0.552069,0.353624,[33 36] ; [26 35],[31.31538462 37.68461538] ; [27.68461538 33.31538462],0
s3,1,0.562895,0.334717,[28 41] ; [21 38],[26.4140625 42.5859375] ; [22.5859375 36.4140625],0
p6,1,0.593707,0.284593,[ 7 61] ; [ 8 52],[ 7.96875 60.03125] ; [ 7.03125 52.96875],0
n2,1,0.595302,0.282139,[19 12] ; [13 11],[18.03636364 12.96363636] ; [13.96363636 10.03636364],0
a8,1,0.597677,0.278513,[ 4 60] ; [ 5 52],[ 4.76033058 59.23966942] ; [ 4.23966942 52.76033058],0
n3,1,0.610401,0.259592,[16 12] ; [16  9],[16.90566038 11.09433962] ; [15.09433962  9.90566038],0
p5,1,0.633223,0.227715,[ 2 67] ; [ 1 60],[ 1.59230769 67.40769231] ; [ 1.40769231 59.59230769],0
s1,1,0.642817,0.215077,[ 7 59] ; [ 5 56],[ 6.23622047 59.76377953] ; [ 5.76377953 55.23622047],0
s7,1,0.703398,0.144961,[16 46] ; [13 44],[15.1092437 46.8907563] ; [13.8907563 43.1092437],0
n5,1,0.734917,0.114645,[37 31] ; [35 26],[37.95348837 30.04651163] ; [34.04651163 26.95348837],0
v2,1,0.742299,0.108116,[25 42] ; [20 38],[24.12 42.88] ; [20.88 37.12],0
u3,1,0.761264,0.092308,[7 8] ; [20 19],[7.5 7.5] ; [19.5 19.5],0
p2,1,0.765476,0.088982,[31 38] ; [29 32],[31.84615385 37.15384615] ; [28.15384615 32.84615385],0
p10,1,0.79869,0.065047,[12 55] ; [12 49],[12.5625 54.4375] ; [11.4375 49.5625],0
p1,1,0.857997,0.032014,[ 5 63] ; [ 5 56],[ 5.27131783 62.72868217] ; [ 4.72868217 56.27131783],0
p3,1,0.888045,0.019818,[16 52] ; [15 46],[16.34108527 51.65891473] ; [14.65891473 46.34108527],0
u2,1,0.903647,0.014654,[6 8] ; [17 21],[6.19230769 7.80769231] ; [16.80769231 21.19230769],0
s6,1,0.912171,0.012166,[25 43] ; [23 38],[25.30232558 42.69767442] ; [22.69767442 38.30232558],0
p12,1,0.938261,0.005999,[ 1 67] ; [ 1 60],[ 1.05426357 66.94573643] ; [ 0.94573643 60.05426357],0
s8,1,0.95443,0.003266,[12 56] ; [11 50],[12.12403101 55.87596899] ; [10.87596899 50.12403101],0
n1,1,0.991125,0.000124,[ 9 19] ; [ 8 17],[ 8.98113208 19.01886792] ; [ 8.01886792 16.98113208],0
