Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.5e-05,15.678428,[27 28] ; [33  4],[35.86956522 19.13043478] ; [24.13043478 12.86956522],1
r3,1,0.000211,13.729306,[33 22] ; [35  2],[40.65217391 14.34782609] ; [27.34782609  9.65217391],1
n2,1,0.002047,9.506631,[12 17] ; [12  1],[16.57142857 12.42857143] ; [7.42857143 5.57142857],0
p2,1,0.002536,9.114638,[21 34] ; [26 11],[28.09782609 26.90217391] ; [18.90217391 18.09782609],0
v4,1,0.002855,8.897778,[33 22] ; [32  4],[39.28571429 15.71428571] ; [25.71428571 10.28571429],0
p9,1,0.003188,8.696716,[22 31] ; [27 10],[28.85555556 24.14444444] ; [20.14444444 16.85555556],0
v2,1,0.006931,7.290651,[14 38] ; [19 15],[19.95348837 32.04651163] ; [13.04651163 20.95348837],0
p10,1,0.009894,6.653937,[17 36] ; [22 15],[22.96666667 30.03333333] ; [16.03333333 20.96666667],0
u3,1,0.023723,5.114734,[10 13] ; [10  2],[13.14285714  9.85714286] ; [6.85714286 5.14285714],0
b5,1,0.024081,5.088817,[24 31] ; [25 12],[29.29347826 25.70652174] ; [19.70652174 17.29347826],0
v1,1,0.030833,4.662229,[18 37] ; [20 16],[22.96703297 32.03296703] ; [15.03296703 20.96703297],0
s6,1,0.047775,3.917896,[14 40] ; [17 20],[18.3956044 35.6043956] ; [12.6043956 24.3956044],0
r2,1,0.069368,3.29792,[44 10] ; [35  2],[46.87912088  7.12087912] ; [32.12087912  4.87912088],0
a2,1,0.074387,3.183456,[10 45] ; [ 2 35],[ 7.17391304 47.82608696] ; [ 4.82608696 32.17391304],0
n1,1,0.09318,2.818567,[11 18] ; [8 4],[13.43902439 15.56097561] ; [5.56097561 6.43902439],0
a1,1,0.094281,2.799719,[ 7 48] ; [ 1 36],[ 4.7826087 50.2173913] ; [ 3.2173913 33.7826087],0
s2,1,0.112039,2.525216,[15 40] ; [16 21],[18.5326087 36.4673913] ; [12.4673913 24.5326087],0
n3,1,0.129524,2.298196,[14 13] ; [10  3],[16.2 10.8] ; [7.8 5.2],0
a5,1,0.129681,2.296322,[30 25] ; [26 11],[33.47826087 21.52173913] ; [22.52173913 14.47826087],0
d3,1,0.133126,2.255664,[34 21] ; [17 20],[30.48913043 24.51086957] ; [20.51086957 16.48913043],0
s8,1,0.138935,2.18971,[ 8 47] ; [10 27],[10.76086957 44.23913043] ; [ 7.23913043 29.76086957],0
d2,1,0.211651,1.560094,[25 30] ; [12 25],[22.11956522 32.88043478] ; [14.88043478 22.11956522],0
u2,1,0.236329,1.402357,[10 12] ; [8 4],[11.64705882 10.35294118] ; [6.35294118 5.64705882],0
s3,1,0.269911,1.217201,[20 34] ; [18 19],[22.54945055 31.45054945] ; [15.45054945 21.54945055],0
p3,1,0.335657,0.926948,[10 44] ; [10 27],[11.86813187 42.13186813] ; [ 8.13186813 28.86813187],0
a3,1,0.420971,0.647602,[32 22] ; [25 12],[33.82417582 20.17582418] ; [23.17582418 13.82417582],0
d4,1,0.423705,0.640015,[39 16] ; [29  8],[40.65217391 14.34782609] ; [27.34782609  9.65217391],0
p4,1,0.431033,0.620037,[11 44] ; [10 27],[12.55434783 42.44565217] ; [ 8.44565217 28.55434783],0
r1,1,0.456264,0.555045,[34 21] ; [25 11],[35.65934066 19.34065934] ; [23.34065934 12.65934066],0
b4,1,0.468518,0.525468,[30 25] ; [23 14],[31.68478261 23.31521739] ; [21.31521739 15.68478261],0
b1,1,0.468518,0.525468,[25 30] ; [14 23],[23.31521739 31.68478261] ; [15.68478261 21.31521739],0
p8,1,0.537963,0.379328,[ 8 47] ; [ 7 29],[ 9.06593407 45.93406593] ; [ 5.93406593 30.06593407],0
n5,1,0.5729,0.317855,[21 34] ; [12 25],[19.72826087 35.27173913] ; [13.27173913 23.72826087],0
v3,1,0.584244,0.299424,[13 37] ; [11 24],[14.11764706 35.88235294] ; [ 9.88235294 25.11764706],0
s7,1,0.601702,0.272436,[11 40] ; [ 9 25],[12. 39.] ; [ 8. 26.],0
a6,1,0.62734,0.235686,[34 21] ; [21 16],[32.88043478 22.11956522] ; [22.11956522 14.88043478],0
n4,1,0.64053,0.21805,[27 28] ; [20 17],[28.09782609 26.90217391] ; [18.90217391 18.09782609],0
u1,1,0.683286,0.166451,[ 2 53] ; [ 2 35],[ 2.39130435 52.60869565] ; [ 1.60869565 35.39130435],0
a7,1,0.685749,0.163726,[35 20] ; [22 15],[34.07608696 20.92391304] ; [22.92391304 14.07608696],0
d5,1,0.68845,0.160768,[38 17] ; [27 10],[38.85869565 16.14130435] ; [26.14130435 10.85869565],0
a4,1,0.702624,0.145757,[23 32] ; [14 23],[22.11956522 32.88043478] ; [14.88043478 22.11956522],0
d1,1,0.768274,0.086809,[24 31] ; [15 22],[23.31521739 31.68478261] ; [15.68478261 21.31521739],0
p6,1,0.807593,0.059308,[ 5 49] ; [ 4 33],[ 5.34065934 48.65934066] ; [ 3.65934066 33.34065934],0
a8,1,0.811068,0.057144,[ 4 50] ; [ 3 31],[ 4.29545455 49.70454545] ; [ 2.70454545 31.29545455],0
p1,1,0.817114,0.05348,[ 7 48] ; [ 4 32],[ 6.64835165 48.35164835] ; [ 4.35164835 31.64835165],0
s5,1,0.888813,0.019546,[ 8 42] ; [ 6 29],[ 8.23529412 41.76470588] ; [ 5.76470588 29.23529412],0
s4,1,0.889189,0.019413,[ 8 47] ; [ 5 32],[ 7.77173913 47.22826087] ; [ 5.22826087 31.77173913],0
b3,1,0.907406,0.013528,[13 17] ; [ 9 11],[13.2 16.8] ; [ 8.8 11.2],0
b2,1,0.907406,0.013528,[13 17] ; [ 9 11],[13.2 16.8] ; [ 8.8 11.2],0
