Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,67.558197,[19 83] ; [72 21],[47.6 54.4] ; [43.4 49.6],1
d3,1,0.0,62.507573,[33 68] ; [83 11],[60.08205128 40.91794872] ; [55.91794872 38.08205128],1
d5,1,0.0,61.890864,[48 54] ; [92  2],[72.85714286 29.14285714] ; [67.14285714 26.85714286],1
d4,1,0.0,53.039101,[53 49] ; [91  2],[75.32307692 26.67692308] ; [68.67692308 24.32307692],1
a4,1,0.0,39.00768,[20 81] ; [60 34],[41.43589744 59.56410256] ; [38.56410256 55.43589744],1
a2,1,0.0,36.059683,[ 6 96] ; [40 55],[23.81725888 78.18274112] ; [22.18274112 72.81725888],1
u1,1,0.0,33.261928,[  1 101] ; [29 66],[15.53299492 86.46700508] ; [14.46700508 80.53299492],1
a3,1,1e-06,24.517492,[46 53] ; [76 18],[62.58031088 36.41968912] ; [59.41968912 34.58031088],1
a5,1,3.2e-05,17.307767,[49 53] ; [73 22],[63.16751269 38.83248731] ; [58.83248731 36.16751269],1
r1,1,0.000296,13.094252,[58 42] ; [77 17],[69.58762887 30.41237113] ; [65.41237113 28.58762887],1
a6,1,0.000321,12.943308,[48 54] ; [68 26],[60.36734694 41.63265306] ; [55.63265306 38.36734694],1
a7,1,0.000889,11.046259,[56 45] ; [74 21],[66.98979592 34.01020408] ; [63.01020408 31.98979592],1
r2,1,0.002737,8.975306,[81 20] ; [88  5],[87.98453608 13.01546392] ; [81.01546392 11.98453608],0
v4,1,0.00525,7.791275,[76 25] ; [85  9],[83.38974359 17.61025641] ; [77.61025641 16.38974359],0
r4,1,0.005642,7.661185,[62 40] ; [75 20],[70.93401015 31.06598985] ; [66.06598985 28.93401015],0
s7,1,0.011178,6.436774,[29 68] ; [41 44],[37.30769231 59.69230769] ; [32.69230769 52.30769231],0
p3,1,0.012857,6.188722,[27 75] ; [40 52],[35.22680412 66.77319588] ; [31.77319588 60.22680412],0
s8,1,0.021073,5.320756,[23 78] ; [36 59],[30.40306122 70.59693878] ; [28.59693878 66.40306122],0
v2,1,0.030029,4.707641,[33 63] ; [46 46],[40.34042553 55.65957447] ; [38.65957447 53.34042553],0
p6,1,0.030718,4.668635,[19 81] ; [30 62],[25.52083333 74.47916667] ; [23.47916667 68.52083333],0
r3,1,0.039057,4.258397,[74 27] ; [81 14],[79.87244898 21.12755102] ; [75.12755102 19.87244898],0
s5,1,0.062779,3.4624,[18 81] ; [27 64],[23.44736842 75.55263158] ; [21.55263158 69.44736842],0
p9,1,0.074773,3.175015,[51 47] ; [59 32],[57.03703704 40.96296296] ; [52.96296296 38.03703704],0
s3,1,0.090237,2.870148,[40 60] ; [49 45],[45.87628866 54.12371134] ; [43.12371134 50.87628866],0
n6,1,0.114646,2.488986,[59 41] ; [65 28],[64.24870466 35.75129534] ; [59.75129534 33.24870466],0
s6,1,0.124648,2.357919,[48 53] ; [55 39],[53.34871795 47.65128205] ; [49.65128205 44.34871795],0
p12,1,0.149464,2.077711,[  1 100] ; [ 4 90],[ 2.58974359 98.41025641] ; [ 2.41025641 91.58974359],0
p8,1,0.153009,2.041995,[26 74] ; [33 60],[30.56994819 69.43005181] ; [28.43005181 64.56994819],0
b1,1,0.185336,1.754312,[59 43] ; [46 49],[54.36548223 47.63451777] ; [50.63451777 44.36548223],0
p10,1,0.19349,1.690843,[43 54] ; [50 43],[47.47894737 49.52105263] ; [45.52105263 47.47894737],0
u3,1,0.196305,1.669656,[22 32] ; [11  8],[24.4109589 29.5890411] ; [ 8.5890411 10.4109589],0
b5,1,0.214651,1.53978,[60 42] ; [64 31],[64.20304569 37.79695431] ; [59.79695431 35.20304569],0
p1,1,0.224413,1.475928,[ 6 96] ; [10 84],[ 8.32653061 93.67346939] ; [ 7.67346939 86.32653061],0
s2,1,0.256105,1.289692,[37 65] ; [42 53],[40.9035533 61.0964467] ; [38.0964467 56.9035533],0
p2,1,0.274829,1.192482,[58 44] ; [60 33],[61.72307692 40.27692308] ; [56.27692308 36.72307692],0
u4,1,0.278901,1.172438,[  1 101] ; [ 3 92],[ 2.07106599 99.92893401] ; [ 1.92893401 93.07106599],0
n4,1,0.295299,1.095302,[62 38] ; [65 29],[65.46391753 34.53608247] ; [61.53608247 32.46391753],0
n1,1,0.310271,1.02952,[13 21] ; [20 20],[15.16216216 18.83783784] ; [17.83783784 22.16216216],0
v1,1,0.313483,1.015946,[39 62] ; [43 51],[42.47179487 58.52820513] ; [39.52820513 54.47179487],0
a8,1,0.314985,1.009657,[14 82] ; [ 8 75],[11.79888268 84.20111732] ; [10.20111732 72.79888268],0
u2,1,0.325834,0.965384,[21 32] ; [10  9],[22.81944444 30.18055556] ; [ 8.18055556 10.81944444],0
p4,1,0.4019,0.702635,[39 62] ; [41 51],[41.86528497 59.13471503] ; [38.13471503 53.86528497],0
v3,1,0.431652,0.618374,[34 62] ; [27 63],[31.48387097 64.51612903] ; [29.51612903 60.48387097],0
p7,1,0.466592,0.530034,[47 53] ; [38 53],[44.5026178 55.4973822] ; [40.4973822 50.5026178],0
p5,1,0.467447,0.528005,[ 8 92] ; [ 5 88],[ 6.7357513 93.2642487] ; [ 6.2642487 86.7357513],0
s1,1,0.469423,0.523335,[ 9 90] ; [ 6 89],[ 7.65463918 91.34536082] ; [ 7.34536082 87.65463918],0
