Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-05,19.475371,[22  8] ; [21 57],[11.94444444 18.05555556] ; [31.05555556 46.94444444],1
p4,1,4.6e-05,16.593725,[22 11] ; [20 58],[12.48648649 20.51351351] ; [29.51351351 48.48648649],1
p11,1,5e-05,16.453848,[27  6] ; [31 47],[17.24324324 15.75675676] ; [40.75675676 37.24324324],1
p6,1,0.000354,12.761819,[13 19] ; [ 8 67],[ 6.28037383 25.71962617] ; [14.71962617 60.28037383],1
s8,1,0.001071,10.699946,[12 21] ; [ 8 70],[ 5.94594595 27.05405405] ; [14.05405405 63.94594595],0
v4,1,0.001291,10.35569,[27  5] ; [39 37],[19.55555556 12.44444444] ; [46.44444444 29.55555556],0
p3,1,0.005062,7.857143,[15 18] ; [15 62],[ 9. 24.] ; [21. 56.],0
s7,1,0.006646,7.366127,[16 17] ; [16 56],[10.05714286 22.94285714] ; [21.94285714 50.05714286],0
p2,1,0.011878,6.328986,[26  7] ; [41 36],[20.1 12.9] ; [46.9 30.1],0
a3,1,0.01301,6.167717,[11 22] ; [45 31],[16.95412844 16.04587156] ; [39.04587156 36.95412844],0
b3,1,0.020921,5.333333,[ 2 19] ; [18 31],[ 6. 15.] ; [14. 35.],0
b2,1,0.020921,5.333333,[ 2 19] ; [18 31],[ 6. 15.] ; [14. 35.],0
s4,1,0.032964,4.547659,[11 22] ; [12 66],[ 6.83783784 26.16216216] ; [16.16216216 61.83783784],0
u3,1,0.041666,4.1487,[10 11] ; [ 7 26],[ 6.61111111 14.38888889] ; [10.38888889 22.61111111],0
p10,1,0.048096,3.906625,[21 10] ; [36 41],[16.36111111 14.63888889] ; [40.63888889 36.36111111],0
d2,1,0.054201,3.706488,[ 7 26] ; [31 46],[11.4 21.6] ; [26.6 50.4],0
r3,1,0.057011,3.622278,[23 10] ; [38 38],[18.46788991 14.53211009] ; [42.53211009 33.46788991],0
a4,1,0.058625,3.575851,[ 6 27] ; [28 49],[10.2 22.8] ; [23.8 53.2],0
d1,1,0.060011,3.537079,[ 7 26] ; [31 47],[11.2972973 21.7027027] ; [26.7027027 51.2972973],0
p5,1,0.077011,3.12688,[ 5 28] ; [ 4 74],[ 2.67567568 30.32432432] ; [ 6.32432432 71.67567568],0
u2,1,0.086923,2.930462,[12 10] ; [10 22],[ 8.96296296 13.03703704] ; [13.03703704 18.96296296],0
s1,1,0.101141,2.687462,[ 4 29] ; [ 3 75],[ 2.08108108 30.91891892] ; [ 4.91891892 73.08108108],0
b5,1,0.10672,2.602131,[22 11] ; [39 39],[18.13513514 14.86486486] ; [42.86486486 35.13513514],0
n2,1,0.122808,2.381145,[13  5] ; [17 17],[10.38461538  7.61538462] ; [19.61538462 14.38461538],0
p9,1,0.140419,2.173363,[22 11] ; [38 36],[18.5046729 14.4953271] ; [41.4953271 32.5046729],0
s5,1,0.162487,1.950931,[ 3 28] ; [16 60],[ 5.5046729 25.4953271] ; [13.4953271 62.5046729],0
n1,1,0.188678,1.727907,[ 8 10] ; [ 9 25],[ 5.88461538 12.11538462] ; [11.11538462 22.88461538],0
b4,1,0.190691,1.712273,[15 18] ; [46 32],[18.13513514 14.86486486] ; [42.86486486 35.13513514],0
a1,1,0.202373,1.625166,[ 1 32] ; [ 8 70],[ 2.67567568 30.32432432] ; [ 6.32432432 71.67567568],0
r1,1,0.215268,1.535637,[ 6 27] ; [23 55],[ 8.62162162 24.37837838] ; [20.37837838 57.62162162],0
s2,1,0.254316,1.299438,[12 21] ; [20 58],[ 9.51351351 23.48648649] ; [22.48648649 55.51351351],0
u1,1,0.268363,1.225096,[ 1 32] ; [ 7 71],[ 2.37837838 30.62162162] ; [ 5.62162162 72.37837838],0
s6,1,0.295407,1.094813,[14 19] ; [25 53],[11.59459459 21.40540541] ; [27.40540541 50.59459459],0
a8,1,0.302125,1.064791,[ 1 29] ; [ 7 69],[ 2.26415094 27.73584906] ; [ 5.73584906 70.26415094],0
n6,1,0.345977,0.888158,[20 12] ; [40 36],[17.77777778 14.22222222] ; [42.22222222 33.77777778],0
a7,1,0.351016,0.86978,[18 15] ; [35 43],[15.75675676 17.24324324] ; [37.24324324 40.75675676],0
p1,1,0.355707,0.852993,[ 1 32] ; [ 6 72],[ 2.08108108 30.91891892] ; [ 4.91891892 73.08108108],0
d4,1,0.361858,0.831434,[19 14] ; [52 26],[21.10810811 11.89189189] ; [49.89189189 28.10810811],0
n4,1,0.394256,0.725774,[17 16] ; [47 31],[19.02702703 13.97297297] ; [44.97297297 33.02702703],0
a5,1,0.418806,0.653662,[15 18] ; [42 36],[16.94594595 16.05405405] ; [40.05405405 37.94594595],0
s3,1,0.421317,0.646638,[14 18] ; [27 49],[12.14814815 19.85185185] ; [28.85185185 47.14814815],0
r2,1,0.426625,0.631992,[18 12] ; [37 35],[16.17647059 13.82352941] ; [38.82352941 33.17647059],0
p12,1,0.511142,0.431728,[ 1 31] ; [ 1 77],[ 0.58181818 31.41818182] ; [ 1.41818182 76.58181818],0
d5,1,0.576665,0.311658,[18 15] ; [47 31],[19.32432432 13.67567568] ; [45.67567568 32.32432432],0
n3,1,0.629303,0.233007,[ 8 10] ; [17 16],[8.82352941 9.17647059] ; [16.17647059 16.82352941],0
a6,1,0.694306,0.154463,[17 16] ; [37 41],[16.05405405 16.94594595] ; [37.94594595 40.05405405],0
a2,1,0.761251,0.092318,[ 2 31] ; [ 6 72],[ 2.37837838 30.62162162] ; [ 5.62162162 72.37837838],0
b1,1,0.85649,0.032705,[18 15] ; [44 34],[18.43243243 14.56756757] ; [43.56756757 34.43243243],0
v2,1,0.861149,0.030594,[10 23] ; [24 51],[10.38888889 22.61111111] ; [23.61111111 51.38888889],0
n5,1,0.871407,0.026202,[19 13] ; [47 30],[19.37614679 12.62385321] ; [46.62385321 30.37614679],0
v1,1,0.9523,0.003578,[10 22] ; [23 52],[ 9.86915888 22.13084112] ; [23.13084112 51.86915888],0
d3,1,0.966786,0.001734,[16 17] ; [37 40],[15.9 17.1] ; [37.1 39.9],0
