Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000528,12.015645,[5 3] ; [ 8 56],[1.44444444 6.55555556] ; [11.55555556 52.44444444],1
s2,1,0.000937,10.948361,[6 2] ; [13 51],[2.11111111 5.88888889] ; [16.88888889 47.11111111],1
s7,1,0.001608,9.950099,[5 2] ; [11 50],[1.64705882 5.35294118] ; [14.35294118 46.64705882],0
s6,1,0.010607,6.530068,[5 2] ; [16 48],[2.07042254 4.92957746] ; [18.92957746 45.07042254],0
s3,1,0.022208,5.229377,[6 2] ; [21 42],[3.04225352 4.95774648] ; [23.95774648 39.04225352],0
b5,1,0.065073,3.403125,[2 6] ; [38 26],[4.44444444 3.55555556] ; [35.55555556 28.44444444],0
n6,1,0.184898,1.757812,[7 1] ; [41 23],[5.33333333 2.66666667] ; [42.66666667 21.33333333],0
b1,1,0.20971,1.573427,[2 6] ; [31 33],[3.66666667 4.33333333] ; [29.33333333 34.66666667],0
p12,1,0.210903,1.565217,[1 7] ; [ 2 62],[0.33333333 7.66666667] ; [ 2.66666667 61.33333333],0
p2,1,0.250243,1.321949,[6 1] ; [41 23],[4.63380282 2.36619718] ; [42.36619718 21.63380282],0
p3,1,0.271315,1.210084,[1 7] ; [20 44],[2.33333333 5.66666667] ; [18.66666667 45.33333333],0
p11,1,0.273983,1.196696,[6 2] ; [35 29],[4.55555556 3.44444444] ; [36.44444444 27.55555556],0
n4,1,0.273983,1.196696,[6 2] ; [35 29],[4.55555556 3.44444444] ; [36.44444444 27.55555556],0
p6,1,0.282172,1.156599,[3 5] ; [13 50],[1.8028169 6.1971831] ; [14.1971831 48.8028169],0
r2,1,0.333439,0.935494,[7 1] ; [45 18],[5.85915493 2.14084507] ; [46.14084507 16.85915493],0
v1,1,0.344465,0.893744,[1 7] ; [18 46],[2.11111111 5.88888889] ; [16.88888889 47.11111111],0
s1,1,0.363082,0.827206,[1 7] ; [ 3 61],[0.44444444 7.55555556] ; [ 3.55555556 60.44444444],0
d2,1,0.386476,0.75,[3 5] ; [15 49],[2. 6.] ; [16. 48.],0
p10,1,0.446679,0.579066,[5 2] ; [35 27],[4.05797101 2.94202899] ; [35.94202899 26.05797101],0
a6,1,0.504821,0.444788,[3 5] ; [32 32],[3.88888889 4.11111111] ; [31.11111111 32.88888889],0
v4,1,0.51545,0.422987,[6 1] ; [47 16],[5.3 1.7] ; [47.7 15.3],0
d5,1,0.516331,0.421215,[4 4] ; [24 39],[3.15492958 4.84507042] ; [24.84507042 38.15492958],0
d3,1,0.530954,0.392566,[2 6] ; [10 52],[1.37142857 6.62857143] ; [10.62857143 51.37142857],0
a7,1,0.576002,0.312743,[4 4] ; [25 38],[3.26760563 4.73239437] ; [25.73239437 37.26760563],0
a4,1,0.588081,0.293351,[2 6] ; [11 53],[1.44444444 6.55555556] ; [11.55555556 52.44444444],0
a8,1,0.590611,0.289391,[1 6] ; [ 5 56],[0.61764706 6.38235294] ; [ 5.38235294 55.61764706],0
s8,1,0.598613,0.277094,[1 7] ; [13 51],[1.55555556 6.44444444] ; [12.44444444 51.55555556],0
u3,1,0.622463,0.242422,[2 3] ; [12 29],[1.52173913 3.47826087] ; [12.47826087 28.52173913],0
a5,1,0.655007,0.199645,[2 6] ; [21 43],[2.55555556 5.44444444] ; [20.44444444 43.55555556],0
n1,1,0.660343,0.193108,[1 3] ; [ 8 14],[1.38461538 2.61538462] ; [ 7.61538462 14.38461538],0
b3,1,0.662351,0.19068,[1 4] ; [10 24],[1.41025641 3.58974359] ; [ 9.58974359 24.41025641],0
b2,1,0.662351,0.19068,[1 4] ; [10 24],[1.41025641 3.58974359] ; [ 9.58974359 24.41025641],0
p1,1,0.679032,0.171217,[1 6] ; [ 6 58],[0.69014085 6.30985915] ; [ 6.30985915 57.69014085],0
r3,1,0.697519,0.151066,[6 2] ; [43 20],[5.52112676 2.47887324] ; [43.47887324 19.52112676],0
v2,1,0.704304,0.144033,[2 5] ; [14 49],[1.6 5.4] ; [14.4 48.6],0
p9,1,0.716973,0.131411,[5 3] ; [42 19],[5.44927536 2.55072464] ; [41.55072464 19.44927536],0
p7,1,0.719681,0.128798,[4 3] ; [32 32],[3.54929577 3.45070423] ; [32.45070423 31.54929577],0
u2,1,0.795284,0.067317,[2 3] ; [14 27],[1.73913043 3.26086957] ; [14.26086957 26.73913043],0
r4,1,0.801913,0.062937,[4 4] ; [29 35],[3.66666667 4.33333333] ; [29.33333333 34.66666667],0
n5,1,0.852404,0.034615,[6 2] ; [46 18],[5.77777778 2.22222222] ; [46.22222222 17.77777778],0
v3,1,0.892752,0.018177,[1 6] ; [ 8 56],[0.88732394 6.11267606] ; [ 8.11267606 55.88732394],0
a3,1,0.930872,0.007525,[3 5] ; [23 41],[2.88888889 5.11111111] ; [23.11111111 40.88888889],0
p8,1,0.973939,0.001067,[3 5] ; [24 39],[3.04225352 4.95774648] ; [23.95774648 39.04225352],0
p4,1,1.0,0.0,[3 5] ; [24 40],[3. 5.] ; [24. 40.],0
