Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.145346,[278 160] ; [81  9],[297.80681818 140.19318182] ; [61.19318182 28.80681818],1
s5,1,5e-06,20.905445,[138 292] ; [49 35],[156.43968872 273.56031128] ; [30.56031128 53.43968872],1
s2,1,5e-06,20.70037,[220 219] ; [70 22],[239.75517891 199.24482109] ; [50.24482109 41.75517891],1
s3,1,0.000108,14.997687,[235 199] ; [70 22],[251.6539924 182.3460076] ; [53.3460076 38.6539924],1
p6,1,0.000383,12.612553,[152 282] ; [50 41],[166.98666667 267.01333333] ; [35.01333333 55.98666667],1
s8,1,0.004374,8.121709,[206 235] ; [58 34],[218.4315197 222.5684803] ; [45.5684803 46.4315197],0
s7,1,0.006158,7.503355,[209 214] ; [57 30],[220.62352941 202.37647059] ; [45.37647059 41.62352941],0
n4,1,0.013841,6.058329,[359  84] ; [64 28],[350.25981308  92.74018692] ; [72.74018692 19.25981308],0
a8,1,0.014026,6.034908,[ 56 338] ; [ 4 83],[ 49.14760915 344.85239085] ; [10.85239085 76.14760915],0
p11,1,0.020934,5.33232,[353  91] ; [63 29],[344.59701493  99.40298507] ; [71.40298507 20.59701493],0
n5,1,0.024999,5.023981,[337 104] ; [60 32],[328.47467167 112.52532833] ; [68.52532833 23.47467167],0
s1,1,0.047193,3.938496,[ 11 427] ; [ 6 86],[ 14.0490566 423.9509434] ; [ 2.9509434 89.0490566],0
p4,1,0.053182,3.738183,[273 166] ; [67 25],[281.09227872 157.90772128] ; [58.90772128 33.09227872],0
v2,1,0.057846,3.598091,[272 156] ; [47 42],[264.08510638 163.91489362] ; [54.91489362 34.08510638],0
v3,1,0.069951,3.284167,[188 231] ; [31 59],[180.27701375 238.72298625] ; [38.72298625 51.27701375],0
p10,1,0.121182,2.401982,[356  83] ; [80 11],[361.13962264  77.86037736] ; [74.86037736 16.13962264],0
a7,1,0.176569,1.826264,[343 101] ; [65 27],[337.97014925 106.02985075] ; [70.02985075 21.97014925],0
p3,1,0.186713,1.743369,[225 215] ; [54 38],[230.7518797 209.2481203] ; [48.2481203 43.7518797],0
r3,1,0.207627,1.587898,[423  20] ; [84  7],[420.6011236  22.3988764] ; [86.3988764  4.6011236],0
u4,1,0.209963,1.571679,[ 16 428] ; [ 1 91],[ 14.08208955 429.91791045] ; [ 2.91791045 89.08208955],0
v1,1,0.228295,1.451451,[244 185] ; [46 46],[238.79078695 190.20921305] ; [51.20921305 40.79078695],0
a6,1,0.243922,1.357784,[325 118] ; [62 30],[320.45046729 122.54953271] ; [66.54953271 25.45046729],0
d3,1,0.267983,1.227045,[387  57] ; [84  8],[390.15671642  53.84328358] ; [80.84328358 11.15671642],0
a2,1,0.305203,1.051323,[155 289] ; [27 65],[150.76119403 293.23880597] ; [31.23880597 60.76119403],0
b3,1,0.308875,1.035482,[119 172] ; [17 34],[115.71929825 175.28070175] ; [20.28070175 30.71929825],0
b2,1,0.308875,1.035482,[119 172] ; [17 34],[115.71929825 175.28070175] ; [20.28070175 30.71929825],0
r2,1,0.347843,0.881311,[418  19] ; [88  2],[419.58633776  17.41366224] ; [86.41366224  3.58633776],0
