Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,52.037386,[ 68 100] ; [94 18],[97.2 70.8] ; [64.8 47.2],1
v1,1,5.5e-05,16.266257,[ 68 102] ; [74 41],[84.70175439 85.29824561] ; [57.29824561 57.70175439],1
n5,1,0.002547,9.106358,[115  58] ; [95 20],[126.14583333  46.85416667] ; [83.85416667 31.14583333],0
r3,1,0.004583,8.037181,[159  15] ; [115   1],[164.4   9.6] ; [109.6   6.4],0
r1,1,0.005432,7.72958,[126  46] ; [100  15],[135.44250871  36.55749129] ; [90.55749129 24.44250871],0
p3,1,0.005442,7.726529,[78 97] ; [71 45],[89.604811 85.395189] ; [59.395189 56.604811],0
r4,1,0.006902,7.298351,[148  27] ; [110   6],[155.15463918  19.84536082] ; [102.84536082  13.15463918],0
s8,1,0.006923,7.292869,[ 60 114] ; [58 57],[ 71.0449827 102.9550173] ; [46.9550173 68.0449827],0
d1,1,0.007128,7.240366,[82 93] ; [73 43],[93.21305842 81.78694158] ; [61.78694158 54.21305842],0
n6,1,0.007857,7.065827,[133  39] ; [103  12],[141.43554007  30.56445993] ; [94.56445993 20.43554007],0
s2,1,0.008914,6.839964,[ 70 105] ; [64 51],[80.86206897 94.13793103] ; [53.13793103 61.86206897],0
s7,1,0.011013,6.463265,[ 64 102] ; [60 51],[74.31046931 91.68953069] ; [49.68953069 61.31046931],0
p10,1,0.014442,5.983237,[133  41] ; [102  14],[141.  33.] ; [94. 22.],0
a4,1,0.018781,5.521798,[ 61 114] ; [56 59],[ 70.60344828 104.39655172] ; [46.39655172 68.60344828],0
p11,1,0.025149,5.013622,[132  43] ; [100  16],[139.51890034  35.48109966] ; [92.48109966 23.51890034],0
p1,1,0.02772,4.845413,[  4 170] ; [  9 107],[  7.8 166.2] ; [  5.2 110.8],0
d4,1,0.029524,4.736798,[130  44] ; [99 17],[137.4  36.6] ; [91.6 24.4],0
v4,1,0.042505,4.115,[159  12] ; [113   2],[162.62937063   8.37062937] ; [109.37062937   5.62937063],0
s5,1,0.057849,3.598001,[ 47 128] ; [43 72],[ 54.31034483 120.68965517] ; [35.68965517 79.31034483],0
d3,1,0.067812,3.335193,[107  68] ; [83 33],[114.26116838  60.73883162] ; [75.73883162 40.26116838],0
n4,1,0.076195,3.144244,[121  52] ; [92 24],[127.50519031  45.49480969] ; [85.49480969 30.50519031],0
d2,1,0.08384,2.988853,[ 71 104] ; [59 57],[78.17869416 96.82130584] ; [51.82130584 64.17869416],0
d5,1,0.100276,2.701146,[134  41] ; [98 18],[139.51890034  35.48109966] ; [92.48109966 23.51890034],0
a5,1,0.139299,2.185685,[122  53] ; [90 26],[127.49140893  47.50859107] ; [84.50859107 31.49140893],0
b2,1,0.14262,2.149465,[25 78] ; [27 52],[29.42857143 73.57142857] ; [22.57142857 56.42857143],0
b3,1,0.14262,2.149465,[25 78] ; [27 52],[29.42857143 73.57142857] ; [22.57142857 56.42857143],0
p5,1,0.159903,1.97514,[  9 164] ; [ 11 105],[ 11.97231834 161.02768166] ; [  8.02768166 107.97231834],0
n2,1,0.159933,1.974857,[29 11] ; [21  3],[31.25  8.75] ; [18.75  5.25],0
p4,1,0.160935,1.965416,[91 84] ; [70 46],[96.82130584 78.17869416] ; [64.17869416 51.82130584],0
a2,1,0.168285,1.898152,[ 32 143] ; [29 87],[ 36.6838488 138.3161512] ; [24.3161512 91.6838488],0
n1,1,0.17362,1.851409,[15 24] ; [ 5 18],[12.58064516 26.41935484] ; [ 7.41935484 15.58064516],0
a3,1,0.187949,1.73362,[118  56] ; [87 29],[123.  51.] ; [82. 34.],0
s3,1,0.200698,1.637285,[93 80] ; [70 44],[98.2543554 74.7456446] ; [64.7456446 49.2543554],0
