Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,64.541159,[ 79 202] ; [104  49],[118.48617512 162.51382488] ; [64.51382488 88.48617512],1
p7,1,6.7e-05,15.907873,[ 93 182] ; [82 71],[112.44158879 162.55841121] ; [62.55841121 90.44158879],1
v1,1,0.000245,13.448683,[110 168] ; [84 60],[127.80094787 150.19905213] ; [66.19905213 77.80094787],1
b1,1,0.000317,12.966046,[ 96 187] ; [79 74],[113.58944954 169.41055046] ; [61.41055046 91.58944954],1
s7,1,0.00039,12.577895,[100 172] ; [79 65],[117.03846154 154.96153846] ; [61.96153846 82.03846154],1
s8,1,0.00106,10.720332,[ 88 194] ; [72 81],[103.72413793 178.27586207] ; [56.27586207 96.72413793],0
n3,1,0.001678,9.872593,[68 34] ; [32  2],[75. 27.] ; [25.  9.],0
s6,1,0.001791,9.752798,[156 124] ; [108  44],[171.11111111 108.88888889] ; [92.88888889 59.11111111],0
u1,1,0.003303,8.632046,[ 40 243] ; [ 39 114],[ 51.27752294 231.72247706] ; [ 27.72247706 125.27752294],0
p6,1,0.00354,8.505766,[ 52 228] ; [ 47 105],[ 64.16666667 215.83333333] ; [ 34.83333333 117.16666667],0
s2,1,0.003566,8.492434,[122 158] ; [88 63],[136.42691415 143.57308585] ; [73.57308585 77.42691415],0
d5,1,0.006241,7.479387,[211  70] ; [132  21],[222.08064516  58.91935484] ; [120.91935484  32.08064516],0
p1,1,0.007411,7.170549,[ 10 272] ; [ 15 138],[ 16.20689655 265.79310345] ; [  8.79310345 144.20689655],0
p2,1,0.008216,6.98584,[185  97] ; [119  34],[197.07586207  84.92413793] ; [106.92413793  46.07586207],0
a5,1,0.009143,6.794723,[180 103] ; [116  37],[192.12844037  90.87155963] ; [103.87155963  49.12844037],0
n4,1,0.013376,6.118718,[191  91] ; [120  32],[202.07834101  79.92165899] ; [108.92165899  43.07834101],0
p9,1,0.014262,6.005376,[199  79] ; [125  27],[209.46976744  68.53023256] ; [114.53023256  37.46976744],0
v3,1,0.014756,5.945412,[ 81 189] ; [60 83],[ 92.17917676 177.82082324] ; [48.82082324 94.17917676],0
p10,1,0.019495,5.45652,[186  92] ; [118  34],[196.53953488  81.46046512] ; [107.46046512  44.53953488],0
s5,1,0.027805,4.84014,[ 67 206] ; [50 94],[ 76.5971223 196.4028777] ; [ 40.4028777 103.5971223],0
p5,1,0.030676,4.671022,[  8 273] ; [ 11 139],[ 12.387471 268.612529] ; [  6.612529 143.387471],0
v2,1,0.034171,4.486144,[126 142] ; [84 61],[136.27118644 131.72881356] ; [73.72881356 71.27118644],0
a3,1,0.039357,4.245404,[189  93] ; [117  36],[198.37241379  83.62758621] ; [107.62758621  45.37241379],0
u3,1,0.111195,2.537158,[53 40] ; [26 10],[56.95348837 36.04651163] ; [22.04651163 13.95348837],0
a2,1,0.117758,2.446893,[ 64 219] ; [ 45 108],[ 70.75 212.25] ; [ 38.25 114.75],0
d2,1,0.128996,2.304546,[131 148] ; [83 69],[138.52900232 140.47099768] ; [75.47099768 76.52900232],0
r4,1,0.157905,1.994173,[244  39] ; [139  14],[248.59862385  34.40137615] ; [134.40137615  18.59862385],0
d1,1,0.165875,1.91983,[145 138] ; [89 64],[151.8853211 131.1146789] ; [82.1146789 70.8853211],0
a7,1,0.173426,1.85308,[186  95] ; [111  42],[192.29723502  88.70276498] ; [104.70276498  48.29723502],0
b3,1,0.174187,1.846536,[ 57 105] ; [44 57],[62.21292776 99.78707224] ; [38.78707224 62.21292776],0
b2,1,0.174187,1.846536,[ 57 105] ; [44 57],[62.21292776 99.78707224] ; [38.78707224 62.21292776],0
r3,1,0.197709,1.659217,[260  22] ; [146   7],[263.2  18.8] ; [142.8  10.2],0
n5,1,0.227637,1.455569,[185  96] ; [108  43],[190.58564815  90.41435185] ; [102.41435185  48.58564815],0
n6,1,0.237051,1.398048,[215  68] ; [123  29],[219.89425287  63.10574713] ; [118.10574713  33.89425287],0
a4,1,0.248804,1.330008,[127 154] ; [78 75],[132.73041475 148.26958525] ; [72.26958525 80.73041475],0
s3,1,0.254074,1.300761,[149 131] ; [89 62],[154.61716937 125.38283063] ; [83.38283063 67.61716937],0
p11,1,0.336594,0.923362,[187  96] ; [108  45],[191.4793578  91.5206422] ; [103.5206422  49.4793578],0
n2,1,0.419231,0.65247,[72 32] ; [26  8],[73.85507246 30.14492754] ; [24.14492754  9.85507246],0
n1,1,0.477327,0.504963,[38 64] ; [15 19],[39.75 62.25] ; [13.25 20.75],0
a8,1,0.485765,0.485894,[ 31 232] ; [ 13 124],[ 28.93 234.07] ; [ 15.07 121.93],0
s1,1,0.524212,0.405598,[ 11 266] ; [  8 143],[ 12.29672897 264.70327103] ; [  6.70327103 144.29672897],0
v4,1,0.532471,0.389674,[260  21] ; [144   9],[261.57603687  19.42396313] ; [142.42396313  10.57603687],0
d4,1,0.537616,0.379976,[218  62] ; [123  30],[220.50808314  59.49191686] ; [120.49191686  32.50808314],0
r1,1,0.552193,0.353403,[220  62] ; [114  37],[217.52424942  64.47575058] ; [116.47575058  34.52424942],0
p12,1,0.568762,0.324758,[ 13 268] ; [  9 144],[ 14.24423963 266.75576037] ; [  7.75576037 145.24423963],0
b5,1,0.609771,0.260508,[178 105] ; [100  53],[180.44495413 102.55504587] ; [97.55504587 55.44495413],0
d3,1,0.629405,0.232869,[184  96] ; [97 56],[181.70900693  98.29099307] ; [99.29099307 53.70900693],0
