Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,198.380702,[498  51] ; [ 77 109],[429.48979592 119.51020408] ; [145.51020408  40.48979592],1
p1,1,0.181801,1.782837,[ 54 493] ; [ 12 170],[ 49.52263374 497.47736626] ; [ 16.47736626 165.52263374],0
r4,1,0.199604,1.645272,[505  45] ; [165  21],[500.67934783  49.32065217] ; [169.32065217  16.67934783],0
s1,1,0.228082,1.452783,[ 16 523] ; [  9 177],[ 18.5862069 520.4137931] ; [  6.4137931 179.5862069],0
v2,1,0.260895,1.263999,[307 220] ; [94 82],[300.60739687 226.39260313] ; [100.39260313  75.60739687],0
b1,1,0.314895,1.010031,[221 329] ; [ 67 119],[215.2173913 334.7826087] ; [ 72.7826087 113.2173913],0
v4,1,0.32811,0.956342,[525  23] ; [174  11],[522.58117326  25.41882674] ; [176.41882674   8.58117326],0
a1,1,0.430132,0.622467,[ 32 518] ; [  8 178],[ 29.89130435 520.10869565] ; [ 10.10869565 175.89130435],0
r3,1,0.493168,0.469607,[514  34] ; [177   9],[515.89645777  32.10354223] ; [175.10354223  10.89645777],0
u2,1,0.545594,0.365269,[80 67] ; [40 28],[82.04651163 64.95348837] ; [37.95348837 30.04651163],0
a7,1,0.600462,0.2743,[392 155] ; [137  49],[394.76534789 152.23465211] ; [134.23465211  51.76534789],0
b4,1,0.785221,0.074268,[319 231] ; [110  76],[320.58423913 229.41576087] ; [108.41576087  77.58423913],0
n3,1,0.807353,0.059459,[79 36] ; [36 15],[79.6686747 35.3313253] ; [35.3313253 15.6686747],0
d3,1,0.893246,0.018009,[364 182] ; [123  63],[363.25409836 182.74590164] ; [123.74590164  62.25409836],0
u3,1,0.966302,0.001785,[85 64] ; [39 29],[85.14285714 63.85714286] ; [38.85714286 29.14285714],0
b5,1,0.974555,0.001017,[326 224] ; [110  76],[325.81521739 224.18478261] ; [110.18478261  75.81521739],0
d4,1,0.983833,0.000411,[442 102] ; [151  35],[441.90684932 102.09315068] ; [151.09315068  34.90684932],0
