Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,6e-06,20.388928,[16 28] ; [99 35],[28.42696629 15.57303371] ; [86.57303371 47.42696629],1
d3,1,7e-06,20.160897,[19 25] ; [105  28],[30.82485876 13.17514124] ; [93.17514124 39.82485876],1
a1,1,0.003468,8.543078,[ 5 39] ; [  2 132],[ 1.73033708 42.26966292] ; [  5.26966292 128.73033708],0
p2,1,0.004156,8.214305,[29 15] ; [113  19],[35.5  8.5] ; [106.5  25.5],0
d5,1,0.006325,7.455261,[24 20] ; [102  32],[31.14606742 12.85393258] ; [94.85393258 39.14606742],0
d1,1,0.00661,7.375962,[12 32] ; [68 66],[19.7752809 24.2247191] ; [60.2247191 73.7752809],0
b1,1,0.007404,7.172219,[21 23] ; [35 99],[13.84269663 30.15730337] ; [42.15730337 91.84269663],0
v2,1,0.009078,6.807459,[14 29] ; [69 55],[21.37125749 21.62874251] ; [61.62874251 62.37125749],0
r1,1,0.009556,6.715916,[24 20] ; [100  33],[30.82485876 13.17514124] ; [93.17514124 39.82485876],0
v3,1,0.011313,6.415408,[ 5 36] ; [41 85],[11.29341317 29.70658683] ; [34.70658683 91.29341317],0
d4,1,0.024364,5.068505,[29 15] ; [110  24],[34.35955056  9.64044944] ; [104.64044944  29.35955056],0
r2,1,0.025911,4.961957,[36  8] ; [124   9],[39.7740113  4.2259887] ; [120.2259887  12.7740113],0
r4,1,0.046917,3.948372,[32 12] ; [115  19],[36.33707865  7.66292135] ; [110.66292135  23.33707865],0
p8,1,0.049643,3.853482,[15 29] ; [68 65],[20.63276836 23.36723164] ; [62.36723164 70.63276836],0
n2,1,0.049671,3.852536,[18  2] ; [28 14],[14.83870968  5.16129032] ; [31.16129032 10.83870968],0
r3,1,0.062773,3.46257,[38  6] ; [127   7],[40.78651685  3.21348315] ; [124.21348315   9.78651685],0
p10,1,0.082293,3.019029,[34 10] ; [117  16],[37.53672316  6.46327684] ; [113.46327684  19.53672316],0
a8,1,0.102288,2.6695,[ 4 38] ; [  4 119],[ 2.03636364 39.96363636] ; [  5.96363636 117.03636364],0
n5,1,0.114032,2.497437,[21 22] ; [47 86],[16.61363636 26.38636364] ; [51.38636364 81.61363636],0
p1,1,0.171592,1.868978,[ 5 39] ; [  7 124],[ 3.01714286 40.98285714] ; [  8.98285714 122.01714286],0
