Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000656,11.609835,[52 17] ; [ 4 10],[46.55421687 22.44578313] ; [9.44578313 4.55421687],1
r4,1,0.002137,9.428308,[62  7] ; [8 6],[58.19277108 10.80722892] ; [11.80722892  2.19277108],0
v4,1,0.008471,6.930987,[65  4] ; [10  4],[62.34939759  6.65060241] ; [12.65060241  1.34939759],0
s7,1,0.008704,6.882543,[39 26] ; [ 3 11],[34.55696203 30.44303797] ; [7.44303797 6.55696203],0
s8,1,0.018326,5.564757,[33 35] ; [ 2 12],[29.02439024 38.97560976] ; [5.97560976 8.02439024],0
s3,1,0.027672,4.848356,[45 22] ; [5 9],[41.35802469 25.64197531] ; [8.64197531 5.35802469],0
b5,1,0.031087,4.648162,[50 19] ; [6 8],[46.55421687 22.44578313] ; [9.44578313 4.55421687],0
p4,1,0.031553,4.6226,[36 32] ; [ 3 11],[32.34146341 35.65853659] ; [6.65853659 7.34146341],0
p9,1,0.041154,4.169662,[55 12] ; [8 6],[52.11111111 14.88888889] ; [10.88888889  3.11111111],0
b1,1,0.066073,3.377987,[26 43] ; [9 5],[29.09638554 39.90361446] ; [5.90361446 8.09638554],0
v3,1,0.073611,3.200609,[26 40] ; [ 2 12],[23.1 42.9] ; [4.9 9.1],0
n6,1,0.199622,1.645135,[59 10] ; [10  4],[57.36144578 11.63855422] ; [11.63855422  2.36144578],0
a5,1,0.206975,1.592457,[51 18] ; [8 6],[49.04819277 19.95180723] ; [9.95180723 4.04819277],0
u2,1,0.231263,1.433077,[9 9] ; [4 1],[10.17391304  7.82608696] ; [2.82608696 2.17391304],0
r3,1,0.265128,1.24178,[61  8] ; [10  3],[59.74390244  9.25609756] ; [11.25609756  1.74390244],0
s4,1,0.320828,0.985567,[18 49] ; [ 2 12],[16.54320988 50.45679012] ; [ 3.45679012 10.54320988],0
d1,1,0.34819,0.880043,[40 29] ; [10  4],[41.56626506 27.43373494] ; [8.43373494 5.56626506],0
n1,1,0.359637,0.839161,[10 10] ; [3 1],[10.83333333  9.16666667] ; [2.16666667 1.83333333],0
p12,1,0.393332,0.728617,[11 58] ; [ 1 13],[ 9.97590361 59.02409639] ; [ 2.02409639 11.97590361],0
r1,1,0.409967,0.678896,[51 17] ; [9 5],[49.75609756 18.24390244] ; [10.24390244  3.75609756],0
p1,1,0.415976,0.661655,[ 9 60] ; [ 3 11],[ 9.97590361 59.02409639] ; [ 2.02409639 11.97590361],0
n4,1,0.428498,0.626891,[47 22] ; [8 6],[45.72289157 23.27710843] ; [9.27710843 4.72289157],0
u3,1,0.432738,0.615463,[11  7] ; [4 1],[11.73913043  6.26086957] ; [3.26086957 1.73913043],0
b4,1,0.436877,0.604471,[47 22] ; [11  3],[48.21686747 20.78313253] ; [9.78313253 4.21686747],0
a6,1,0.456467,0.554544,[42 27] ; [10  4],[43.22891566 25.77108434] ; [8.77108434 5.22891566],0
a2,1,0.461134,0.54314,[16 53] ; [ 2 12],[14.96385542 54.03614458] ; [ 3.03614458 10.96385542],0
a3,1,0.463054,0.538503,[51 18] ; [9 5],[49.87951807 19.12048193] ; [10.12048193  3.87951807],0
n5,1,0.495578,0.464392,[46 23] ; [8 6],[44.89156627 24.10843373] ; [9.10843373 4.89156627],0
v1,1,0.524949,0.40416,[33 36] ; [8 6],[34.08433735 34.91566265] ; [6.91566265 7.08433735],0
a4,1,0.524949,0.40416,[33 36] ; [8 6],[34.08433735 34.91566265] ; [6.91566265 7.08433735],0
a7,1,0.592751,0.286069,[48 21] ; [10  3],[48.80487805 20.19512195] ; [9.19512195 3.80487805],0
p10,1,0.598933,0.276609,[53 15] ; [10  4],[52.24390244 15.75609756] ; [10.75609756  3.24390244],0
d5,1,0.603583,0.269626,[55 14] ; [12  2],[55.69879518 13.30120482] ; [11.30120482  2.69879518],0
v2,1,0.663092,0.189789,[33 34] ; [6 8],[32.25925926 34.74074074] ; [6.74074074 7.25925926],0
p8,1,0.670212,0.181354,[13 55] ; [ 2 12],[12.43902439 55.56097561] ; [ 2.56097561 11.43902439],0
p6,1,0.670212,0.181354,[13 55] ; [ 2 12],[12.43902439 55.56097561] ; [ 2.56097561 11.43902439],0
u1,1,0.686335,0.163082,[13 56] ; [ 2 12],[12.46987952 56.53012048] ; [ 2.53012048 11.46987952],0
d3,1,0.72877,0.120244,[46 23] ; [10  4],[46.55421687 22.44578313] ; [9.44578313 4.55421687],0
p3,1,0.734488,0.11503,[28 41] ; [5 9],[27.43373494 41.56626506] ; [5.56626506 8.43373494],0
n2,1,0.785028,0.074405,[17  4] ; [3 1],[16.8  4.2] ; [3.2 0.8],0
a8,1,0.812106,0.056506,[ 4 58] ; [ 1 11],[ 4.18918919 57.81081081] ; [ 0.81081081 11.18918919],0
