Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000644,11.645507,[13 36] ; [25 15],[20.92134831 28.07865169] ; [17.07865169 22.92134831],1
v1,1,0.008602,6.90357,[19 32] ; [26 14],[25.21978022 25.78021978] ; [19.78021978 20.21978022],0
s8,1,0.030185,4.698716,[26 25] ; [30 11],[31.04347826 19.95652174] ; [24.95652174 16.04347826],0
a3,1,0.045151,4.013007,[25 25] ; [29 12],[29.67032967 20.32967033] ; [24.32967033 16.67032967],0
d5,1,0.050856,3.813019,[33 18] ; [34  7],[37.14130435 13.85869565] ; [29.85869565 11.14130435],0
p10,1,0.09192,2.840415,[37 14] ; [34  5],[40.23333333 10.76666667] ; [30.76666667  8.23333333],0
n3,1,0.098168,2.735065,[6 9] ; [8 3],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
b5,1,0.106724,2.602068,[31 20] ; [18 23],[27.16304348 23.83695652] ; [21.83695652 19.16304348],0
p5,1,0.133387,2.252633,[ 6 43] ; [10 31],[ 8.71111111 40.28888889] ; [ 7.28888889 33.71111111],0
d4,1,0.138502,2.194527,[37 14] ; [35  6],[39.91304348 11.08695652] ; [32.08695652  8.91304348],0
r3,1,0.163469,1.941841,[46  5] ; [39  1],[47.63736264  3.36263736] ; [37.36263736  2.63736264],0
p4,1,0.19162,1.705119,[33 18] ; [21 20],[29.93478261 21.06521739] ; [24.06521739 16.93478261],0
a7,1,0.211551,1.56078,[31 20] ; [30 11],[33.81521739 17.18478261] ; [27.18478261 13.81521739],0
d1,1,0.215881,1.531544,[16 35] ; [18 23],[18.84782609 32.15217391] ; [15.15217391 25.84782609],0
s6,1,0.263456,1.250507,[37 14] ; [33  7],[39.23076923 11.76923077] ; [30.76923077  9.23076923],0
n5,1,0.275744,1.187948,[36 15] ; [33  8],[38.25 12.75] ; [30.75 10.25],0
d2,1,0.288555,1.126351,[ 9 42] ; [11 30],[11.08695652 39.91304348] ; [ 8.91304348 32.08695652],0
p9,1,0.335141,0.928929,[37 13] ; [33  7],[38.88888889 11.11111111] ; [31.11111111  8.88888889],0
n4,1,0.349113,0.876678,[34 17] ; [31 10],[36.0326087 14.9673913] ; [28.9673913 12.0326087],0
u3,1,0.367123,0.813378,[17  9] ; [6 6],[15.73684211 10.26315789] ; [7.26315789 4.73684211],0
u2,1,0.367123,0.813378,[17  9] ; [6 6],[15.73684211 10.26315789] ; [7.26315789 4.73684211],0
n2,1,0.389505,0.740488,[10  5] ; [9 2],[10.96153846  4.03846154] ; [8.03846154 2.96153846],0
n1,1,0.391153,0.735354,[8 7] ; [4 7],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
p7,1,0.397767,0.715068,[31 18] ; [28 11],[32.85227273 16.14772727] ; [26.14772727 12.85227273],0
b4,1,0.409809,0.679354,[28 23] ; [26 15],[29.93478261 21.06521739] ; [24.06521739 16.93478261],0
r2,1,0.411802,0.673593,[46  5] ; [37  2],[47.03333333  3.96666667] ; [35.96666667  3.03333333],0
p8,1,0.414723,0.66522,[27 24] ; [24 15],[28.9 22.1] ; [22.1 16.9],0
p6,1,0.421346,0.646558,[20 30] ; [18 19],[21.83908046 28.16091954] ; [16.16091954 20.83908046],0
s4,1,0.459735,0.54654,[16 35] ; [10 31],[14.41304348 36.58695652] ; [11.58695652 29.41304348],0
p11,1,0.459735,0.54654,[35 16] ; [31 10],[36.58695652 14.41304348] ; [29.41304348 11.58695652],0
b1,1,0.489981,0.476569,[21 30] ; [14 27],[19.40217391 31.59782609] ; [15.59782609 25.40217391],0
r1,1,0.510367,0.433314,[38 13] ; [28 13],[36.58695652 14.41304348] ; [29.41304348 11.58695652],0
s3,1,0.544836,0.366651,[37 14] ; [32  9],[38.25 12.75] ; [30.75 10.25],0
s1,1,0.57075,0.321429,[ 4 46] ; [ 2 38],[ 3.33333333 46.66666667] ; [ 2.66666667 37.33333333],0
n6,1,0.589026,0.291867,[40 11] ; [34  7],[41.02173913  9.97826087] ; [32.97826087  8.02173913],0
a6,1,0.589115,0.291728,[22 29] ; [20 21],[23.2826087 27.7173913] ; [18.7173913 22.2826087],0
a4,1,0.604976,0.267556,[ 9 42] ; [ 9 32],[ 9.97826087 41.02173913] ; [ 8.02173913 32.97826087],0
p1,1,0.684601,0.164993,[ 6 45] ; [ 6 35],[ 6.65217391 44.34782609] ; [ 5.34782609 35.65217391],0
s5,1,0.763143,0.090815,[20 30] ; [14 24],[19.31818182 30.68181818] ; [14.68181818 23.31818182],0
b3,1,0.786608,0.073288,[11 20] ; [ 9 19],[10.50847458 20.49152542] ; [ 9.49152542 18.50847458],0
b2,1,0.786608,0.073288,[11 20] ; [ 9 19],[10.50847458 20.49152542] ; [ 9.49152542 18.50847458],0
a8,1,0.809345,0.058212,[ 5 40] ; [ 5 34],[ 5.35714286 39.64285714] ; [ 4.64285714 34.35714286],0
u1,1,0.832732,0.044605,[ 3 48] ; [ 2 39],[ 2.77173913 48.22826087] ; [ 2.22826087 38.77173913],0
v4,1,0.854536,0.033611,[48  3] ; [38  2],[48.1978022  2.8021978] ; [37.8021978  2.1978022],0
a1,1,0.875762,0.024443,[ 1 50] ; [ 1 40],[ 1.10869565 49.89130435] ; [ 0.89130435 40.10869565],0
p2,1,0.88894,0.019501,[43  8] ; [35  6],[43.23913043  7.76086957] ; [34.76086957  6.23913043],0
p3,1,0.905268,0.014163,[23 28] ; [19 22],[23.2826087 27.7173913] ; [18.7173913 22.2826087],0
r4,1,0.942457,0.00521,[42  9] ; [34  7],[42.13043478  8.86956522] ; [33.86956522  7.13043478],0
s2,1,0.972597,0.00118,[35 16] ; [28 13],[34.92391304 16.07608696] ; [28.07608696 12.92391304],0
d3,1,0.985091,0.000349,[31 20] ; [25 16],[31.04347826 19.95652174] ; [24.95652174 16.04347826],0
