Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.038142,4.298684,[13  6] ; [2 6],[10.55555556  8.44444444] ; [4.44444444 3.55555556],0
v4,1,0.076967,3.12782,[15  3] ; [4 4],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
n2,1,0.124541,2.359259,[8 1] ; [2 2],[6.92307692 2.07692308] ; [3.07692308 0.92307692],0
u1,1,0.136198,2.220395,[ 1 18] ; [2 6],[ 2.11111111 16.88888889] ; [0.88888889 7.11111111],0
d3,1,0.149173,2.080688,[10  8] ; [2 6],[8.30769231 9.69230769] ; [3.69230769 4.30769231],0
v1,1,0.164725,1.930303,[ 6 12] ; [5 3],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
s7,1,0.166337,1.915646,[11  4] ; [3 4],[9.54545455 5.45454545] ; [4.45454545 2.54545455],0
p8,1,0.187039,1.740789,[ 9 10] ; [6 2],[10.55555556  8.44444444] ; [4.44444444 3.55555556],0
p11,1,0.301611,1.067058,[13  6] ; [7 1],[14.07407407  4.92592593] ; [5.92592593 2.07407407],0
p5,1,0.333697,0.934497,[ 2 17] ; [2 6],[ 2.81481481 16.18518519] ; [1.18518519 6.81481481],0
n6,1,0.365416,0.819195,[13  6] ; [4 4],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
p9,1,0.373195,0.792998,[15  4] ; [5 3],[14.07407407  4.92592593] ; [5.92592593 2.07407407],0
s3,1,0.395416,0.722222,[10  8] ; [3 5],[9. 9.] ; [4. 4.],0
d1,1,0.400659,0.706347,[ 8 11] ; [2 6],[ 7.03703704 11.96296296] ; [2.96296296 5.03703704],0
d2,1,0.400659,0.706347,[ 8 11] ; [2 6],[ 7.03703704 11.96296296] ; [2.96296296 5.03703704],0
r3,1,0.4176,0.657059,[14  4] ; [5 3],[13.15384615  4.84615385] ; [5.84615385 2.15384615],0
b4,1,0.472423,0.516303,[10  9] ; [3 5],[9.14814815 9.85185185] ; [3.85185185 4.14814815],0
u2,1,0.504985,0.444444,[5 1] ; [4 2],[4.5 1.5] ; [4.5 1.5],0
u3,1,0.504985,0.444444,[2 4] ; [1 5],[1.5 4.5] ; [1.5 4.5],0
n1,1,0.505985,0.442361,[4 5] ; [1 3],[3.46153846 5.53846154] ; [1.53846154 2.46153846],0
n4,1,0.52518,0.403708,[12  7] ; [4 4],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
d4,1,0.52518,0.403708,[12  7] ; [4 4],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
p4,1,0.551149,0.355263,[12  7] ; [6 2],[12.66666667  6.33333333] ; [5.33333333 2.66666667],0
b1,1,0.551149,0.355263,[12  7] ; [6 2],[12.66666667  6.33333333] ; [5.33333333 2.66666667],0
r1,1,0.56114,0.337734,[ 5 14] ; [3 5],[ 5.62962963 13.37037037] ; [2.37037037 5.62962963],0
s2,1,0.596613,0.280135,[11  7] ; [4 4],[10.38461538  7.61538462] ; [4.61538462 3.38461538],0
b2,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
b3,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
p3,1,0.63749,0.222039,[10  9] ; [5 3],[10.55555556  8.44444444] ; [4.44444444 3.55555556],0
s5,1,0.722283,0.126316,[ 3 13] ; [2 6],[ 3.33333333 12.66666667] ; [1.66666667 6.33333333],0
b5,1,0.732462,0.116863,[13  6] ; [6 2],[13.37037037  5.62962963] ; [5.62962963 2.37037037],0
v3,1,0.732462,0.116863,[ 6 13] ; [2 6],[ 5.62962963 13.37037037] ; [2.37037037 5.62962963],0
s8,1,0.740797,0.109428,[ 8 10] ; [3 5],[ 7.61538462 10.38461538] ; [3.38461538 4.61538462],0
p10,1,0.765688,0.088816,[13  6] ; [5 3],[12.66666667  6.33333333] ; [5.33333333 2.66666667],0
n5,1,0.82176,0.050752,[15  4] ; [6 2],[14.77777778  4.22222222] ; [6.22222222 1.77777778],0
a6,1,0.824016,0.049454,[11  8] ; [5 3],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
a4,1,0.824016,0.049454,[ 8 11] ; [3 5],[ 7.74074074 11.25925926] ; [3.25925926 4.74074074],0
a5,1,0.824016,0.049454,[11  8] ; [5 3],[11.25925926  7.74074074] ; [4.74074074 3.25925926],0
a2,1,0.826102,0.048269,[ 3 16] ; [1 7],[ 2.81481481 16.18518519] ; [1.18518519 6.81481481],0
n3,1,0.852876,0.034392,[5 4] ; [2 2],[4.84615385 4.15384615] ; [2.15384615 1.84615385],0
a7,1,0.900552,0.015616,[10  9] ; [4 4],[9.85185185 9.14814815] ; [4.14814815 3.85185185],0
s4,1,0.943206,0.005075,[ 5 14] ; [2 6],[ 4.92592593 14.07407407] ; [2.07407407 5.92592593],0
d5,1,0.943206,0.005075,[14  5] ; [6 2],[14.07407407  4.92592593] ; [5.92592593 2.07407407],0
v2,1,0.946434,0.004514,[11  7] ; [5 3],[11.07692308  6.92307692] ; [4.92307692 3.07692308],0
s6,1,1.0,0.0,[9 9] ; [4 4],[9. 9.] ; [4. 4.],0
