Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.5e-05,16.263937,[114 164] ; [60 32],[130.73513514 147.26486486] ; [43.26486486 48.73513514],1
d5,1,0.006509,7.40381,[233  50] ; [65 29],[223.69761273  59.30238727] ; [74.30238727 19.69761273],0
r3,1,0.027125,4.882828,[261  20] ; [93  1],[265.264  15.736] ; [88.736  5.264],0
a5,1,0.027649,4.849817,[203  80] ; [56 38],[194.42175066  88.57824934] ; [64.57824934 29.42175066],0
s8,1,0.033907,4.499397,[ 62 219] ; [31 63],[ 69.688 211.312] ; [23.312 70.688],0
a7,1,0.035227,4.434126,[209  73] ; [59 35],[201.  81.] ; [67. 27.],0
s1,1,0.064983,3.405397,[  2 279] ; [ 3 89],[  3.76675603 277.23324397] ; [ 1.23324397 90.76675603],0
d1,1,0.06941,3.296913,[148 135] ; [39 55],[140.37400531 142.62599469] ; [46.62599469 47.37400531],0
p9,1,0.085074,2.965196,[238  41] ; [73 21],[232.62466488  46.37533512] ; [78.37533512 15.62466488],0
p4,1,0.08782,2.91389,[167 116] ; [46 48],[159.89124668 123.10875332] ; [53.10875332 40.89124668],0
v1,1,0.092012,2.838813,[153 127] ; [40 50],[146.05405405 133.94594595] ; [46.94594595 43.05405405],0
b4,1,0.09552,2.778797,[159 124] ; [62 32],[165.89655172 117.10344828] ; [55.10344828 38.89655172],0
p10,1,0.097256,2.749973,[224  56] ; [66 26],[218.27956989  61.72043011] ; [71.72043011 20.27956989],0
s5,1,0.102022,2.673641,[ 59 220] ; [12 78],[ 53.68292683 225.31707317] ; [17.31707317 72.68292683],0
v2,1,0.130426,2.287429,[152 123] ; [41 48],[145.81043956 129.18956044] ; [47.18956044 41.81043956],0
r2,1,0.148209,2.090592,[251  29] ; [88  5],[254.4772118  25.5227882] ; [84.5227882  8.4772118],0
a4,1,0.162878,1.947302,[117 165] ; [31 62],[111.296 170.704] ; [36.704 56.296],0
d4,1,0.190082,1.716983,[219  63] ; [66 27],[214.32  67.68] ; [70.68 22.32],0
a2,1,0.220765,1.499391,[ 55 228] ; [13 81],[ 51.04509284 231.95490716] ; [16.95490716 77.04509284],0
b5,1,0.263279,1.251435,[175 108] ; [52 42],[170.4005305 112.5994695] ; [56.5994695 37.4005305],0
s4,1,0.271517,1.209067,[ 25 257] ; [12 82],[ 27.75 254.25] ; [ 9.25 84.75],0
r4,1,0.327191,0.959982,[245  38] ; [85  9],[247.71883289  35.28116711] ; [82.28116711 11.71883289],0
n2,1,0.328464,0.954943,[45 23] ; [17  5],[46.84444444 21.15555556] ; [15.15555556  6.84444444],0
p7,1,0.343675,0.896674,[180  99] ; [65 28],[183.75  95.25] ; [61.25 31.75],0
n6,1,0.35599,0.851991,[232  51] ; [73 21],[228.95225464  54.04774536] ; [76.04774536 17.95225464],0
r1,1,0.363553,0.825581,[222  60] ; [69 24],[218.832  63.168] ; [72.168 20.832],0
u1,1,0.369082,0.806753,[ 37 246] ; [ 9 85],[ 34.53050398 248.46949602] ; [11.46949602 82.53050398],0
a8,1,0.37655,0.781935,[ 32 219] ; [ 8 79],[ 29.70414201 221.29585799] ; [10.29585799 76.70414201],0
n1,1,0.387687,0.746184,[23 45] ; [ 5 16],[21.39325843 46.60674157] ; [ 6.60674157 14.39325843],0
u4,1,0.411322,0.674978,[  1 282] ; [ 1 93],[  1.50132626 281.49867374] ; [ 0.49867374 93.50132626],0
a3,1,0.411572,0.674254,[189  93] ; [58 35],[185.744  96.256] ; [61.256 31.744],0
s7,1,0.44965,0.571535,[ 70 197] ; [27 62],[ 72.75 194.25] ; [24.25 64.75],0
d3,1,0.486906,0.483357,[191  91] ; [60 34],[188.25  93.75] ; [62.75 31.25],0
u2,1,0.504785,0.444863,[50 43] ; [17 19],[48.30232558 44.69767442] ; [18.69767442 17.30232558],0
p3,1,0.530471,0.393489,[137 146] ; [42 52],[134.36870027 148.63129973] ; [44.63129973 49.36870027],0
p5,1,0.553382,0.351292,[ 30 252] ; [ 8 86],[ 28.5 253.5] ; [ 9.5 84.5],0
a1,1,0.555499,0.347557,[  6 277] ; [ 3 91],[  6.75596817 276.24403183] ; [ 2.24403183 91.75596817],0
v4,1,0.559247,0.341009,[269  14] ; [86  6],[267.90666667  15.09333333] ; [87.09333333  4.90666667],0
p12,1,0.57082,0.321312,[ 13 267] ; [ 3 89],[ 12.04301075 267.95698925] ; [ 3.95698925 88.04301075],0
p1,1,0.57684,0.311372,[ 23 259] ; [ 6 88],[ 21.75 260.25] ; [ 7.25 86.75],0
b1,1,0.590177,0.290069,[102 181] ; [31 63],[ 99.83819629 183.16180371] ; [33.16180371 60.83819629],0
b2,1,0.606794,0.26487,[ 57 108] ; [20 32],[ 58.5483871 106.4516129] ; [18.4516129 33.5483871],0
b3,1,0.606794,0.26487,[ 57 108] ; [20 32],[ 58.5483871 106.4516129] ; [18.4516129 33.5483871],0
n4,1,0.64863,0.207632,[207  76] ; [71 23],[208.68435013  74.31564987] ; [69.31564987 24.68435013],0
v3,1,0.656486,0.197821,[ 89 184] ; [33 61],[ 90.7520436 182.2479564] ; [31.2479564 62.7520436],0
n5,1,0.712229,0.136061,[197  84] ; [64 30],[195.576  85.424] ; [65.424 28.576],0
n3,1,0.726415,0.122429,[50 18] ; [17  5],[50.62222222 17.37777778] ; [16.37777778  5.62222222],0
p11,1,0.746259,0.104701,[233  50] ; [76 18],[231.95490716  51.04509284] ; [77.04509284 16.95490716],0
d2,1,0.856003,0.032929,[117 165] ; [38 56],[116.25 165.75] ; [38.75 55.25],0
a6,1,0.861708,0.030346,[196  87] ; [66 28],[196.67374005  86.32625995] ; [65.32625995 28.67374005],0
p6,1,0.879411,0.023018,[ 90 188] ; [29 63],[ 89.41081081 188.58918919] ; [29.58918919 62.41081081],0
p8,1,0.89986,0.015835,[153 122] ; [53 41],[153.52303523 121.47696477] ; [52.47696477 41.52303523],0
u3,1,0.905452,0.014108,[45 48] ; [17 19],[44.69767442 48.30232558] ; [17.30232558 18.69767442],0
