Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.002502,9.139181,[45 60] ; [14  3],[50.77868852 54.22131148] ; [8.22131148 8.77868852],0
s6,1,0.013979,6.040776,[33 73] ; [11  7],[37.61290323 68.38709677] ; [ 6.38709677 11.61290323],0
p1,1,0.031179,4.643064,[ 7 99] ; [ 4 14],[ 9.40322581 96.59677419] ; [ 1.59677419 16.40322581],0
n1,1,0.034437,4.472882,[10 31] ; [4 2],[12.21276596 28.78723404] ; [1.78723404 4.21276596],0
d1,1,0.062404,3.472322,[40 66] ; [11  7],[43.59677419 62.40322581] ; [ 7.40322581 10.59677419],0
n2,1,0.079539,3.074307,[20 20] ; [6 1],[22.12765957 17.87234043] ; [3.87234043 3.12765957],0
b3,1,0.098807,2.724702,[21 41] ; [ 1 10],[18.68493151 43.31506849] ; [3.31506849 7.68493151],0
b2,1,0.098807,2.724702,[21 41] ; [ 1 10],[18.68493151 43.31506849] ; [3.31506849 7.68493151],0
r1,1,0.104485,2.635714,[67 38] ; [15  3],[70. 35.] ; [12.  6.],0
d4,1,0.158494,1.988534,[69 37] ; [14  3],[71.52845528 34.47154472] ; [11.47154472  5.52845528],0
u3,1,0.188108,1.732378,[25 25] ; [2 6],[23.27586207 26.72413793] ; [3.72413793 4.27586207],0
d5,1,0.20342,1.617648,[66 40] ; [14  4],[68.38709677 37.61290323] ; [11.61290323  6.38709677],0
u1,1,0.208334,1.582963,[ 8 98] ; [ 3 15],[ 9.40322581 96.59677419] ; [ 1.59677419 16.40322581],0
a5,1,0.244703,1.353293,[55 51] ; [12  6],[57.27419355 48.72580645] ; [9.72580645 8.27419355],0
n5,1,0.260807,1.264468,[55 50] ; [12  6],[57.19512195 47.80487805] ; [9.80487805 8.19512195],0
n3,1,0.27031,1.215171,[21 18] ; [6 2],[22.40425532 16.59574468] ; [4.59574468 3.40425532],0
v3,1,0.276588,1.183778,[22 80] ; [ 6 12],[23.8 78.2] ; [ 4.2 13.8],0
a4,1,0.34459,0.89328,[29 75] ; [ 7 11],[30.68852459 73.31147541] ; [ 5.31147541 12.68852459],0
p4,1,0.348701,0.878179,[37 68] ; [8 9],[38.7295082 66.2704918] ; [ 6.2704918 10.7295082],0
p5,1,0.35355,0.860675,[  2 103] ; [ 1 17],[  2.56097561 102.43902439] ; [ 0.43902439 17.56097561],0
v2,1,0.379559,0.77213,[37 66] ; [8 9],[38.625 64.375] ; [ 6.375 10.625],0
d3,1,0.383126,0.760648,[53 53] ; [11  7],[54.70967742 51.29032258] ; [9.29032258 8.70967742],0
a8,1,0.398604,0.712533,[ 6 92] ; [ 2 15],[ 6.8173913 91.1826087] ; [ 1.1826087 15.8173913],0
r2,1,0.399226,0.710656,[83 20] ; [16  2],[84.27272727 18.72727273] ; [14.72727273  3.27272727],0
p10,1,0.457095,0.552998,[17 88] ; [ 4 13],[18.07377049 86.92622951] ; [ 2.92622951 14.07377049],0
r4,1,0.459872,0.546207,[67 39] ; [13  5],[68.38709677 37.61290323] ; [11.61290323  6.38709677],0
s8,1,0.460386,0.544957,[12 94] ; [ 1 17],[11.11290323 94.88709677] ; [ 1.88709677 16.11290323],0
u2,1,0.472352,0.516469,[21 28] ; [2 5],[20.125 28.875] ; [2.875 4.125],0
p3,1,0.477018,0.505674,[32 73] ; [ 4 14],[30.73170732 74.26829268] ; [ 5.26829268 12.73170732],0
n4,1,0.493941,0.46793,[61 44] ; [12  6],[62.31707317 42.68292683] ; [10.68292683  7.31707317],0
s3,1,0.495224,0.465156,[32 72] ; [ 7 11],[33.24590164 70.75409836] ; [ 5.75409836 12.24590164],0
b4,1,0.51324,0.427455,[62 44] ; [12  6],[63.25806452 42.74193548] ; [10.74193548  7.25806452],0
r3,1,0.522609,0.408741,[79 26] ; [14  3],[80.04098361 24.95901639] ; [12.95901639  4.04098361],0
a7,1,0.531917,0.390728,[64 41] ; [9 8],[62.82786885 42.17213115] ; [10.17213115  6.82786885],0
n6,1,0.571794,0.31969,[62 42] ; [12  6],[63.08196721 40.91803279] ; [10.91803279  7.08196721],0
p7,1,0.595544,0.281768,[45 59] ; [9 9],[46.03278689 57.96721311] ; [ 7.96721311 10.03278689],0
p11,1,0.602075,0.271877,[46 60] ; [9 9],[47.01612903 58.98387097] ; [ 7.98387097 10.01612903],0
v1,1,0.602567,0.271141,[29 77] ; [ 6 12],[29.91935484 76.08064516] ; [ 5.08064516 12.91935484],0
a2,1,0.606452,0.265374,[13 93] ; [ 3 15],[13.67741935 92.32258065] ; [ 2.32258065 15.67741935],0
p2,1,0.662905,0.190014,[53 53] ; [10  8],[53.85483871 52.14516129] ; [9.14516129 8.85483871],0
p6,1,0.697391,0.151201,[15 88] ; [ 2 16],[14.47107438 88.52892562] ; [ 2.52892562 15.47107438],0
a6,1,0.720793,0.127734,[60 46] ; [11  7],[60.69354839 45.30645161] ; [10.30645161  7.69354839],0
b1,1,0.824083,0.049416,[56 50] ; [9 9],[55.56451613 50.43548387] ; [9.43548387 8.56451613],0
s1,1,0.852465,0.034586,[ 7 97] ; [ 1 17],[ 6.81967213 97.18032787] ; [ 1.18032787 16.81967213],0
a3,1,0.861325,0.030516,[56 49] ; [10  8],[56.34146341 48.65853659] ; [9.65853659 8.34146341],0
s4,1,0.879095,0.023139,[13 92] ; [ 2 16],[12.80487805 92.19512195] ; [ 2.19512195 15.80487805],0
b5,1,0.888457,0.019672,[57 49] ; [10  8],[57.27419355 48.72580645] ; [9.72580645 8.27419355],0
p8,1,0.945029,0.004754,[30 75] ; [ 5 13],[29.87804878 75.12195122] ; [ 5.12195122 12.87804878],0
v4,1,0.976016,0.000904,[82 23] ; [14  4],[81.95121951 23.04878049] ; [14.04878049  3.95121951],0
a1,1,0.985786,0.000317,[  6 100] ; [ 1 17],[  5.98387097 100.01612903] ; [ 1.01612903 16.98387097],0
s2,1,0.991956,0.000102,[23 81] ; [ 4 14],[23.01639344 80.98360656] ; [ 3.98360656 14.01639344],0
