Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,63.834052,[16 90] ; [66 27],[43.67839196 62.32160804] ; [38.32160804 54.67839196],1
s2,1,0.0,28.374307,[39 66] ; [69 23],[57.56345178 47.43654822] ; [50.43654822 41.56345178],1
s6,1,2.2e-05,17.998567,[59 47] ; [77 15],[72.80808081 33.19191919] ; [63.19191919 28.80808081],1
s3,1,9.6e-05,15.210475,[43 61] ; [63 28],[56.53333333 47.46666667] ; [49.46666667 41.53333333],1
d2,1,0.000188,13.949768,[38 68] ; [58 35],[51.13567839 54.86432161] ; [44.86432161 48.13567839],1
u1,1,0.00031,13.011495,[13 94] ; [31 62],[23.54 83.46] ; [20.46 72.54],1
p6,1,0.00103,10.772352,[17 87] ; [34 58],[27.06122449 76.93877551] ; [23.93877551 68.06122449],0
a5,1,0.001179,10.522939,[65 42] ; [76 17],[75.435 31.565] ; [65.565 27.435],0
a2,1,0.002655,9.030621,[19 88] ; [34 59],[28.355 78.645] ; [24.645 68.355],0
n1,1,0.003106,8.744373,[ 5 24] ; [13 10],[10.03846154 18.96153846] ; [ 7.96153846 15.03846154],0
a6,1,0.008792,6.864582,[63 44] ; [71 22],[71.69 35.31] ; [62.31 30.69],0
p4,1,0.009122,6.798769,[39 68] ; [51 42],[48.15 58.85] ; [41.85 51.15],0
s5,1,0.012475,6.242065,[24 80] ; [35 53],[31.95833333 72.04166667] ; [27.04166667 60.95833333],0
d5,1,0.0131,6.155546,[78 29] ; [81 12],[85.065 21.935] ; [73.935 19.065],0
r4,1,0.01816,5.580679,[85 22] ; [85  8],[90.95 16.05] ; [79.05 13.95],0
p10,1,0.029098,4.761799,[72 34] ; [75 17],[78.6969697 27.3030303] ; [68.3030303 23.6969697],0
d3,1,0.034604,4.4646,[63 44] ; [68 25],[70.085 36.915] ; [60.915 32.085],0
p9,1,0.043537,4.074431,[79 27] ; [80 13],[84.69346734 21.30653266] ; [74.30653266 18.69346734],0
p7,1,0.043846,4.0625,[41 63] ; [49 42],[48. 56.] ; [42. 49.],0
s1,1,0.053179,3.738288,[  2 102] ; [ 7 83],[ 4.82474227 99.17525773] ; [ 4.17525773 85.82474227],0
v2,1,0.059787,3.543287,[58 42] ; [64 26],[64.21052632 35.78947368] ; [57.78947368 32.21052632],0
a8,1,0.06166,3.492169,[10 89] ; [16 64],[14.37988827 84.62011173] ; [11.62011173 68.37988827],0
p3,1,0.062291,3.475323,[36 69] ; [44 49],[42.42424242 62.57575758] ; [37.57575758 55.42424242],0
n4,1,0.077278,3.121247,[72 34] ; [72 19],[77.4822335 28.5177665] ; [66.5177665 24.4822335],0
d1,1,0.083313,2.999063,[49 58] ; [54 39],[55.105 51.895] ; [47.895 45.105],0
d4,1,0.114858,2.48607,[80 27] ; [78 15],[84.53 22.47] ; [73.47 19.53],0
b5,1,0.138726,2.192031,[69 38] ; [69 24],[73.83 33.17] ; [64.17 28.83],0
v3,1,0.140651,2.170824,[37 64] ; [42 47],[41.99473684 59.00526316] ; [37.00526316 51.99473684],0
r1,1,0.169024,1.891576,[79 27] ; [76 16],[82.97979798 23.02020202] ; [72.02020202 19.97979798],0
u3,1,0.193605,1.689969,[20 15] ; [17  6],[22.32758621 12.67241379] ; [14.67241379  8.32758621],0
a3,1,0.214846,1.538466,[72 35] ; [70 23],[75.97 31.03] ; [66.03 26.97],0
r2,1,0.225969,1.466054,[96  9] ; [89  4],[98.10606061  6.89393939] ; [86.89393939  6.10606061],0
s4,1,0.244403,1.355015,[12 93] ; [16 77],[14.84848485 90.15151515] ; [13.15151515 79.84848485],0
u4,1,0.248334,1.332652,[  1 106] ; [ 3 90],[  2.14 104.86] ; [ 1.86 91.14],0
u2,1,0.257546,1.281901,[18 16] ; [15  7],[20.03571429 13.96428571] ; [12.96428571  9.03571429],0
a4,1,0.288703,1.125659,[49 57] ; [50 43],[52.73366834 53.26633166] ; [46.26633166 46.73366834],0
r3,1,0.328792,0.953649,[97  8] ; [89  4],[98.63636364  6.36363636] ; [87.36363636  5.63636364],0
n2,1,0.420229,0.649675,[23  6] ; [16  7],[21.75  7.25] ; [17.25  5.75],0
b2,1,0.498473,0.458186,[21 38] ; [31 44],[22.89552239 36.10447761] ; [29.10447761 45.89552239],0
b3,1,0.498473,0.458186,[21 38] ; [31 44],[22.89552239 36.10447761] ; [29.10447761 45.89552239],0
n6,1,0.519244,0.415396,[81 25] ; [73 18],[82.86294416 23.13705584] ; [71.13705584 19.86294416],0
n3,1,0.561117,0.337774,[23  7] ; [16  7],[22.0754717  7.9245283] ; [16.9245283  6.0754717],0
a7,1,0.577838,0.309743,[69 37] ; [64 29],[70.84422111 35.15577889] ; [62.15577889 30.84422111],0
p1,1,0.582089,0.302869,[  5 102] ; [ 6 87],[  5.885 101.115] ; [ 5.115 87.885],0
n5,1,0.632889,0.228164,[76 30] ; [68 23],[77.4822335 28.5177665] ; [66.5177665 24.4822335],0
p2,1,0.654343,0.200468,[78 28] ; [71 22],[79.36683417 26.63316583] ; [69.63316583 23.36683417],0
b4,1,0.699832,0.148646,[65 42] ; [54 39],[63.665 43.335] ; [55.335 37.665],0
p11,1,0.747602,0.103557,[77 30] ; [65 28],[75.97 31.03] ; [66.03 26.97],0
v4,1,0.764893,0.089438,[97  8] ; [86  6],[97.53807107  7.46192893] ; [85.46192893  6.53807107],0
p12,1,0.819904,0.051833,[  5 102] ; [ 5 88],[  5.35 101.65] ; [ 4.65 88.35],0
a1,1,0.94299,0.005114,[  6 101] ; [ 5 88],[  5.885 101.115] ; [ 5.115 87.885],0
b1,1,0.9708,0.00134,[40 67] ; [35 58],[40.125 66.875] ; [34.875 58.125],0
p5,1,0.985932,0.000311,[ 7 99] ; [ 6 84],[ 7.03061224 98.96938776] ; [ 5.96938776 84.03061224],0
