Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,86.373386,[306  77] ; [41 77],[265.27145709 117.72854291] ; [81.72854291 36.27145709],1
d3,1,0.0,38.95039,[311  72] ; [62 56],[285.14770459  97.85229541] ; [87.85229541 30.14770459],1
a2,1,0.0,27.208585,[126 257] ; [ 10 108],[103.96806387 279.03193613] ; [32.03193613 85.96806387],1
b5,1,0.0,26.319949,[248 135] ; [45 73],[223.99001996 159.00998004] ; [69.00998004 48.99001996],1
u1,1,1e-06,24.334761,[101 282] ; [  6 112],[ 81.79840319 301.20159681] ; [25.20159681 92.79840319],1
p2,1,0.001097,10.656371,[353  29] ; [96 21],[343.72344689  38.27655311] ; [105.27655311  11.72344689],0
b1,1,0.012513,6.236706,[136 247] ; [57 61],[147.54291417 235.45708583] ; [45.45708583 72.54291417],0
a5,1,0.014346,5.995052,[310  73] ; [83 35],[300.43712575  82.56287425] ; [92.56287425 25.43712575],0
s5,1,0.016589,5.739365,[135 236] ; [54 56],[145.77754678 225.22245322] ; [43.22245322 66.77754678],0
d1,1,0.035366,4.427422,[261 122] ; [68 50],[251.51097804 131.48902196] ; [77.48902196 40.51097804],0
r1,1,0.046809,3.952238,[337  44] ; [96 22],[330.60721443  50.39278557] ; [102.39278557  15.60721443],0
s8,1,0.056366,3.641203,[184 196] ; [69 49],[193.05220884 186.94779116] ; [59.94779116 58.05220884],0
u3,1,0.060427,3.525627,[67 31] ; [16 16],[62.56923077 35.43076923] ; [20.43076923 11.56923077],0
d4,1,0.094267,2.79996,[329  54] ; [93 24],[323.252  59.748] ; [98.748 18.252],0
n6,1,0.119094,2.429194,[340  41] ; [99 19],[335.18837675  45.81162325] ; [103.81162325  14.18837675],0
b4,1,0.136267,2.219613,[234 149] ; [63 55],[227.04790419 155.95209581] ; [69.95209581 48.04790419],0
s7,1,0.141522,2.161332,[196 164] ; [71 43],[202.78481013 157.21518987] ; [64.21518987 49.78481013],0
b3,1,0.171943,1.86592,[ 89 152] ; [36 43],[ 94.140625 146.859375] ; [30.859375 48.140625],0
b2,1,0.171943,1.86592,[ 89 152] ; [36 43],[ 94.140625 146.859375] ; [30.859375 48.140625],0
p10,1,0.187089,1.740395,[334  47] ; [97 20],[329.74096386  51.25903614] ; [101.25903614  15.74096386],0
p11,1,0.187792,1.734858,[319  64] ; [92 26],[314.19760479  68.80239521] ; [96.80239521 21.19760479],0
r2,1,0.189837,1.718881,[374   8] ; [111   5],[372.02811245   9.97188755] ; [112.97188755   3.02811245],0
p12,1,0.192648,1.697252,[ 42 341] ; [  8 109],[ 38.3 344.7] ; [ 11.7 105.3],0
p5,1,0.206049,1.598968,[ 59 321] ; [24 93],[ 63.46076459 316.53923541] ; [19.53923541 97.46076459],0
v2,1,0.214338,1.541884,[226 145] ; [62 52],[220.30515464 150.69484536] ; [67.69484536 46.30515464],0
v4,1,0.215669,1.532957,[377   6] ; [114   4],[375.35528942   7.64471058] ; [115.64471058   2.35528942],0
v3,1,0.287706,1.130325,[155 209] ; [55 59],[159.91631799 204.08368201] ; [50.08368201 63.91631799],0
d5,1,0.307443,1.04163,[329  54] ; [96 21],[325.55  57.45] ; [99.45 17.55],0
p9,1,0.319958,0.989116,[339  42] ; [101  17],[335.95190381  45.04809619] ; [104.04809619  13.95190381],0
r3,1,0.350623,0.871203,[377   5] ; [115   3],[375.888   6.112] ; [116.112   1.888],0
u4,1,0.364744,0.821493,[ 10 373] ; [  5 113],[ 11.46706587 371.53293413] ; [  3.53293413 114.46706587],0
