Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.004874,7.925725,[ 5 20] ; [7 3],[ 8.57142857 16.42857143] ; [3.42857143 6.57142857],0
d1,1,0.009239,6.776,[ 4 21] ; [6 4],[ 7.14285714 17.85714286] ; [2.85714286 7.14285714],0
v3,1,0.023254,5.149425,[ 2 23] ; [4 6],[ 4.28571429 20.71428571] ; [1.71428571 8.28571429],0
b1,1,0.035565,4.417832,[13 12] ; [9 1],[15.71428571  9.28571429] ; [6.28571429 3.71428571],0
r4,1,0.037608,4.32265,[ 4 21] ; [5 5],[ 6.42857143 18.57142857] ; [2.57142857 7.42857143],0
p8,1,0.049765,3.849357,[ 8 16] ; [7 3],[10.58823529 13.41176471] ; [4.41176471 5.58823529],0
d5,1,0.053435,3.730263,[11 14] ; [8 2],[13.57142857 11.42857143] ; [5.42857143 4.57142857],0
p3,1,0.068139,3.327303,[ 9 16] ; [7 3],[11.42857143 13.57142857] ; [4.57142857 5.42857143],0
n5,1,0.084146,2.982955,[15 10] ; [9 1],[17.14285714  7.85714286] ; [6.85714286 3.14285714],0
p5,1,0.092903,2.823333,[ 2 23] ; [3 7],[ 3.57142857 21.42857143] ; [1.42857143 8.57142857],0
a2,1,0.12663,2.333333,[ 1 24] ; [2 8],[ 2.14285714 22.85714286] ; [0.85714286 9.14285714],0
u1,1,0.12663,2.333333,[ 1 24] ; [2 8],[ 2.14285714 22.85714286] ; [0.85714286 9.14285714],0
r1,1,0.194924,1.68,[ 9 16] ; [6 4],[10.71428571 14.28571429] ; [4.28571429 5.71428571],0
a6,1,0.194924,1.68,[ 9 16] ; [6 4],[10.71428571 14.28571429] ; [4.28571429 5.71428571],0
n1,1,0.202288,1.625782,[5 9] ; [4 2],[6.3 7.7] ; [2.7 3.3],0
b5,1,0.26012,1.268116,[15 10] ; [8 2],[16.42857143  8.57142857] ; [6.57142857 3.42857143],0
a7,1,0.283274,1.151316,[10 15] ; [6 4],[11.42857143 13.57142857] ; [4.57142857 5.42857143],0
p7,1,0.284543,1.145263,[12 12] ; [7 3],[13.41176471 10.58823529] ; [5.58823529 4.41176471],0
p1,1,0.313439,1.016129,[ 2 23] ; [2 8],[ 2.85714286 22.14285714] ; [1.14285714 8.85714286],0
d2,1,0.319435,0.991259,[ 8 17] ; [5 5],[ 9.28571429 15.71428571] ; [3.71428571 6.28571429],0
n4,1,0.330995,0.945,[13 12] ; [7 3],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
a3,1,0.330995,0.945,[13 12] ; [7 3],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
p4,1,0.330995,0.945,[13 12] ; [7 3],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
b3,1,0.391777,0.733418,[ 4 12] ; [3 4],[ 4.86956522 11.13043478] ; [2.13043478 4.86956522],0
b2,1,0.391777,0.733418,[ 4 12] ; [3 4],[ 4.86956522 11.13043478] ; [2.13043478 4.86956522],0
n2,1,0.394305,0.725624,[9 5] ; [5 1],[9.8 4.2] ; [4.2 1.8],0
s7,1,0.399727,0.709148,[ 9 14] ; [5 4],[10.0625 12.9375] ; [3.9375 5.0625],0
v1,1,0.445009,0.583333,[ 9 16] ; [5 5],[10. 15.] ; [4. 6.],0
s2,1,0.445009,0.583333,[ 9 16] ; [5 5],[10. 15.] ; [4. 6.],0
s4,1,0.477748,0.504,[ 8 17] ; [2 8],[ 7.14285714 17.85714286] ; [2.85714286 7.14285714],0
a4,1,0.48966,0.477273,[ 7 18] ; [4 6],[ 7.85714286 17.14285714] ; [3.14285714 6.85714286],0
s8,1,0.538394,0.378524,[ 7 17] ; [4 6],[ 7.76470588 16.23529412] ; [3.23529412 6.76470588],0
p9,1,0.580926,0.304741,[17  7] ; [8 2],[17.64705882  6.35294118] ; [7.35294118 2.64705882],0
u3,1,0.604773,0.267857,[6 6] ; [1 2],[5.6 6.4] ; [1.4 1.6],0
u2,1,0.604773,0.267857,[6 6] ; [2 1],[6.4 5.6] ; [1.6 1.4],0
d3,1,0.667779,0.184211,[13 12] ; [6 4],[13.57142857 11.42857143] ; [5.42857143 4.57142857],0
s5,1,0.676701,0.173864,[ 9 15] ; [3 7],[ 8.47058824 15.52941176] ; [3.52941176 6.47058824],0
n3,1,0.690328,0.15873,[8 6] ; [4 2],[8.4 5.6] ; [3.6 2.4],0
n6,1,0.73549,0.11413,[16  9] ; [7 3],[16.42857143  8.57142857] ; [6.57142857 3.42857143],0
b4,1,0.828969,0.046667,[14 11] ; [6 4],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
d4,1,0.828969,0.046667,[14 11] ; [6 4],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
a5,1,0.828969,0.046667,[14 11] ; [6 4],[14.28571429 10.71428571] ; [5.71428571 4.28571429],0
r2,1,0.849853,0.035837,[16  8] ; [7 3],[16.23529412  7.76470588] ; [6.76470588 3.23529412],0
p10,1,0.908333,0.013258,[17  8] ; [7 3],[17.14285714  7.85714286] ; [6.85714286 3.14285714],0
s6,1,0.928308,0.008095,[10 14] ; [4 6],[ 9.88235294 14.11764706] ; [4.11764706 5.88235294],0
s3,1,0.928308,0.008095,[10 14] ; [4 6],[ 9.88235294 14.11764706] ; [4.11764706 5.88235294],0
p11,1,1.0,0.0,[15 10] ; [6 4],[15. 10.] ; [6. 4.],0
