Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,3e-06,21.799664,[ 5 22] ; [44 17],[15.03409091 11.96590909] ; [33.96590909 27.03409091],1
a3,1,4e-06,21.504412,[ 2 25] ; [37 24],[11.96590909 15.03409091] ; [27.03409091 33.96590909],1
d5,1,1.8e-05,18.39593,[ 9 18] ; [49 12],[17.79545455  9.20454545] ; [40.20454545 20.79545455],1
a5,1,9.5e-05,15.224526,[ 6 21] ; [41 20],[14.42045455 12.57954545] ; [32.57954545 28.42045455],1
s6,1,0.001041,10.753344,[ 9 17] ; [42 16],[15.78571429 10.21428571] ; [35.21428571 22.78571429],0
a7,1,0.00182,9.722368,[10 17] ; [44 17],[16.56818182 10.43181818] ; [37.43181818 23.56818182],0
v1,1,0.004454,8.088862,[ 6 21] ; [33 27],[12.10344828 14.89655172] ; [26.89655172 33.10344828],0
v3,1,0.007123,7.241688,[ 3 23] ; [25 36],[ 8.36781609 17.63218391] ; [19.63218391 41.36781609],0
v2,1,0.016578,5.7405,[ 6 20] ; [31 30],[11.05747126 14.94252874] ; [25.94252874 35.05747126],0
a4,1,0.022517,5.205386,[ 2 25] ; [18 43],[ 6.13636364 20.86363636] ; [13.86363636 47.13636364],0
d2,1,0.032824,4.554957,[ 3 24] ; [20 41],[ 7.05681818 19.94318182] ; [15.94318182 45.05681818],0
s5,1,0.038939,4.263532,[ 3 24] ; [18 38],[ 6.8313253 20.1686747] ; [14.1686747 41.8313253],0
p3,1,0.040526,4.195721,[10 17] ; [37 24],[14.42045455 12.57954545] ; [32.57954545 28.42045455],0
b1,1,0.043661,4.069616,[13 14] ; [16 45],[ 8.89772727 18.10227273] ; [20.10227273 40.89772727],0
r4,1,0.044491,4.037818,[13 14] ; [43 18],[17.18181818  9.81818182] ; [38.81818182 22.18181818],0
s2,1,0.047312,3.934264,[ 8 19] ; [32 29],[12.27272727 14.72727273] ; [27.72727273 33.27272727],0
p6,1,0.047607,3.923792,[ 8 19] ; [31 28],[12.24418605 14.75581395] ; [26.75581395 32.24418605],0
n6,1,0.053895,3.715939,[20  7] ; [54  6],[22.96551724  4.03448276] ; [51.03448276  8.96551724],0
p4,1,0.06429,3.423113,[13 14] ; [42 19],[16.875 10.125] ; [38.125 22.875],0
u3,1,0.087107,2.927039,[ 8 17] ; [13 10],[10.9375 14.0625] ; [10.0625 12.9375],0
v4,1,0.087892,2.912573,[21  4] ; [58  3],[22.96511628  2.03488372] ; [56.03488372  4.96511628],0
s7,1,0.090197,2.870863,[ 7 19] ; [27 31],[10.52380952 15.47619048] ; [23.47619048 34.52380952],0
n4,1,0.09138,2.849898,[14 13] ; [43 18],[17.48863636  9.51136364] ; [39.51136364 21.48863636],0
u2,1,0.115256,2.480625,[10 15] ; [15  9],[12.75510204 12.24489796] ; [12.24489796 11.75510204],0
