Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,31.532385,[ 9 26] ; [77 21],[22.63157895 12.36842105] ; [63.36842105 34.63157895],1
d3,1,0.001389,10.220627,[16 19] ; [73 24],[23.59848485 11.40151515] ; [65.40151515 31.59848485],0
b1,1,0.012693,6.211467,[19 16] ; [30 68],[12.89473684 22.10526316] ; [36.10526316 61.89473684],0
p2,1,0.014127,6.022174,[26  9] ; [89  9],[30.26315789  4.73684211] ; [84.73684211 13.26315789],0
b5,1,0.020348,5.381766,[17 18] ; [69 29],[22.63157895 12.36842105] ; [63.36842105 34.63157895],0
u1,1,0.021006,5.326333,[ 2 33] ; [23 75],[ 6.57894737 28.42105263] ; [18.42105263 79.57894737],0
p4,1,0.056564,3.63536,[24 11] ; [82 16],[27.89473684  7.10526316] ; [78.10526316 19.89473684],0
r3,1,0.057048,3.621202,[31  4] ; [95  3],[33.15789474  1.84210526] ; [92.84210526  5.15789474],0
a5,1,0.081236,3.04,[21 14] ; [74 24],[25. 10.] ; [70. 28.],0
p10,1,0.11239,2.520287,[25  9] ; [83 14],[28.03053435  5.96946565] ; [79.96946565 17.03053435],0
r1,1,0.130615,2.285182,[23 12] ; [77 21],[26.31578947  8.68421053] ; [73.68421053 24.31578947],0
n6,1,0.136244,2.219878,[28  7] ; [88 10],[30.52631579  4.47368421] ; [85.47368421 12.52631579],0
p3,1,0.167247,1.907451,[19 16] ; [66 32],[22.36842105 12.63157895] ; [62.63157895 35.36842105],0
s5,1,0.215428,1.534572,[13 19] ; [28 69],[10.17054264 21.82945736] ; [30.82945736 66.17054264],0
a4,1,0.227682,1.455282,[13 22] ; [48 50],[16.05263158 18.94736842] ; [44.94736842 53.05263158],0
p9,1,0.251891,1.312787,[28  6] ; [88 10],[29.87878788  4.12121212] ; [86.12121212 11.87878788],0
d4,1,0.258701,1.275696,[25 10] ; [79 19],[27.36842105  7.63157895] ; [76.63157895 21.36842105],0
a3,1,0.27427,1.195264,[21 14] ; [68 29],[23.59848485 11.40151515] ; [65.40151515 31.59848485],0
v1,1,0.296285,1.090842,[19 16] ; [63 35],[21.57894737 13.42105263] ; [60.42105263 37.57894737],0
p5,1,0.317416,0.999565,[ 3 32] ; [15 83],[ 4.73684211 30.26315789] ; [13.26315789 84.73684211],0
p11,1,0.353633,0.860377,[26  9] ; [80 18],[27.89473684  7.10526316] ; [78.10526316 19.89473684],0
p12,1,0.376307,0.782732,[ 1 33] ; [ 7 91],[ 2.06060606 31.93939394] ; [ 5.93939394 92.06060606],0
s8,1,0.384102,0.757532,[15 19] ; [35 63],[12.87878788 21.12121212] ; [37.12121212 60.87878788],0
r4,1,0.398521,0.712785,[30  5] ; [89  9],[31.31578947  3.68421053] ; [87.68421053 10.31578947],0
p8,1,0.434907,0.609682,[21 13] ; [67 30],[22.83969466 11.16030534] ; [65.16030534 31.83969466],0
u3,1,0.452214,0.565096,[7 7] ; [18 11],[8.13953488 5.86046512] ; [16.86046512 12.13953488],0
n1,1,0.490843,0.474677,[5 8] ; [ 6 16],[4.08571429 8.91428571] ; [ 6.91428571 15.08571429],0
d2,1,0.541661,0.372471,[16 19] ; [39 59],[14.47368421 20.52631579] ; [40.52631579 57.47368421],0
a8,1,0.58621,0.296301,[ 3 31] ; [10 71],[ 3.84347826 30.15652174] ; [ 9.15652174 71.84347826],0
s4,1,0.620495,0.245172,[ 6 29] ; [13 82],[ 5.11538462 29.88461538] ; [13.88461538 81.11538462],0
s2,1,0.653334,0.201722,[ 7 28] ; [23 74],[ 7.95454545 27.04545455] ; [22.04545455 74.95454545],0
p1,1,0.660648,0.192737,[ 3 32] ; [11 87],[ 3.68421053 31.31578947] ; [10.31578947 87.68421053],0
v3,1,0.672023,0.179245,[15 20] ; [38 60],[13.94736842 21.05263158] ; [39.05263158 58.94736842],0
n3,1,0.676193,0.174443,[10  2] ; [17  5],[9.52941176 2.47058824] ; [17.47058824  4.52941176],0
b3,1,0.686297,0.163123,[ 9 13] ; [28 33],[ 9.80722892 12.19277108] ; [27.19277108 33.80722892],0
b2,1,0.686297,0.163123,[ 9 13] ; [28 33],[ 9.80722892 12.19277108] ; [27.19277108 33.80722892],0
s6,1,0.734149,0.115336,[19 14] ; [52 44],[18.1627907 14.8372093] ; [52.8372093 43.1627907],0
n4,1,0.760321,0.093061,[27  8] ; [78 20],[27.63157895  7.36842105] ; [77.36842105 20.63157895],0
n5,1,0.772165,0.083836,[25 10] ; [71 25],[25.64885496  9.35114504] ; [70.35114504 25.64885496],0
r2,1,0.791284,0.070036,[32  2] ; [90  7],[31.66412214  2.33587786] ; [90.33587786  6.66412214],0
v2,1,0.791368,0.069978,[21 13] ; [58 40],[20.34848485 13.65151515] ; [58.65151515 39.34848485],0
p7,1,0.833349,0.044272,[29  6] ; [78 18],[28.58778626  6.41221374] ; [78.41221374 17.58778626],0
u2,1,0.857514,0.032234,[8 6] ; [18 12],[8.27272727 5.72727273] ; [17.72727273 12.27272727],0
n2,1,0.886436,0.020396,[8 5] ; [13  9],[7.8 5.2] ; [13.2  8.8],0
a1,1,0.889261,0.019388,[ 2 33] ; [ 5 93],[ 1.84210526 33.15789474] ; [ 5.15789474 92.84210526],0
b4,1,0.898597,0.016239,[21 14] ; [60 38],[21.31578947 13.68421053] ; [59.68421053 38.31578947],0
d1,1,0.933605,0.006941,[19 16] ; [54 44],[19.21052632 15.78947368] ; [53.78947368 44.21052632],0
s7,1,0.965651,0.001854,[14 19] ; [39 52],[14.10483871 18.89516129] ; [38.89516129 52.10483871],0
d5,1,0.978137,0.000751,[29  6] ; [81 17],[28.94736842  6.05263158] ; [81.05263158 16.94736842],0
