Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.3e-05,17.914365,[11 60] ; [24 22],[21.23931624 49.76068376] ; [13.76068376 32.23931624],1
p8,1,0.000134,14.586351,[10 60] ; [21 24],[18.86956522 51.13043478] ; [12.13043478 32.86956522],1
p11,1,0.000366,12.6975,[27 44] ; [33 13],[36.41025641 34.58974359] ; [23.58974359 22.41025641],1
s6,1,0.000678,11.548715,[19 51] ; [27 19],[27.75862069 42.24137931] ; [18.24137931 27.75862069],1
p2,1,0.002006,9.544379,[33 38] ; [34 11],[41.00862069 29.99137931] ; [25.99137931 19.00862069],0
p6,1,0.003589,8.480825,[ 5 66] ; [12 33],[10.40517241 60.59482759] ; [ 6.59482759 38.40517241],0
s8,1,0.008528,6.91908,[10 61] ; [16 30],[15.77777778 55.22222222] ; [10.22222222 35.77777778],0
s3,1,0.009368,6.751354,[24 46] ; [26 18],[30.70175439 39.29824561] ; [19.29824561 24.70175439],0
v4,1,0.031676,4.615925,[48 22] ; [38  6],[52.80701754 17.19298246] ; [33.19298246 10.80701754],0
n2,1,0.036767,4.36119,[19 16] ; [15  3],[22.45283019 12.54716981] ; [11.54716981  6.45283019],0
r3,1,0.038138,4.298836,[50 21] ; [40  6],[54.61538462 16.38461538] ; [35.38461538 10.61538462],0
b1,1,0.04916,3.869874,[30 41] ; [28 18],[35.1965812 35.8034188] ; [22.8034188 23.1965812],0
b3,1,0.052113,3.772141,[14 23] ; [ 4 22],[10.57142857 26.42857143] ; [ 7.42857143 18.57142857],0
b2,1,0.052113,3.772141,[14 23] ; [ 4 22],[10.57142857 26.42857143] ; [ 7.42857143 18.57142857],0
n5,1,0.05903,3.56442,[29 42] ; [27 19],[33.98290598 37.01709402] ; [22.01709402 23.98290598],0
s1,1,0.077892,3.108341,[ 3 67] ; [ 6 39],[ 5.47826087 64.52173913] ; [ 3.52173913 41.47826087],0
s2,1,0.083819,2.989254,[19 52] ; [19 26],[23.25862069 47.74137931] ; [14.74137931 30.25862069],0
p10,1,0.109827,2.556715,[30 39] ; [27 19],[34.2 34.8] ; [22.8 23.2],0
u2,1,0.112968,2.512203,[14 12] ; [16  5],[16.59574468  9.40425532] ; [13.40425532  7.59574468],0
r2,1,0.134375,2.241222,[59 11] ; [32 12],[55.87719298 14.12280702] ; [35.12280702  8.87719298],0
b5,1,0.136268,2.219605,[38 33] ; [31 15],[41.87179487 29.12820513] ; [27.12820513 18.87179487],0
v3,1,0.145656,2.117168,[19 48] ; [ 7 36],[15.83636364 51.16363636] ; [10.16363636 32.83636364],0
s7,1,0.164882,1.928874,[15 51] ; [15 28],[18.16513761 47.83486239] ; [11.83486239 31.16513761],0
a1,1,0.190982,1.710026,[ 8 63] ; [ 2 44],[ 6.06837607 64.93162393] ; [ 3.93162393 42.06837607],0
a3,1,0.284465,1.145635,[45 25] ; [25 21],[42.24137931 27.75862069] ; [27.75862069 18.24137931],0
n3,1,0.301204,1.068855,[19 14] ; [13  5],[20.70588235 12.29411765] ; [11.29411765  6.70588235],0
n1,1,0.310576,1.028226,[15 19] ; [ 5 12],[13.33333333 20.66666667] ; [ 6.66666667 10.33333333],0
a4,1,0.321459,0.983001,[28 43] ; [14 32],[25.48717949 45.51282051] ; [16.51282051 29.48717949],0
p5,1,0.322049,0.980608,[ 1 69] ; [ 2 43],[ 1.82608696 68.17391304] ; [ 1.17391304 43.82608696],0
v2,1,0.327571,0.958477,[24 43] ; [19 23],[26.43119266 40.56880734] ; [16.56880734 25.43119266],0
d4,1,0.357041,0.848276,[51 20] ; [28 16],[48.77391304 22.22608696] ; [30.22608696 13.77391304],0
