Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.589476,[44 17] ; [17 45],[30.25203252 30.74796748] ; [30.74796748 31.25203252],1
a8,1,0.001205,10.48245,[12 46] ; [ 1 57],[ 6.5 51.5] ; [ 6.5 51.5],0
d4,1,0.018665,5.532624,[35 24] ; [49 13],[40.95867769 18.04132231] ; [43.04132231 18.95867769],0
p7,1,0.05903,3.56442,[27 29] ; [19 42],[22.01709402 33.98290598] ; [23.98290598 37.01709402],0
s3,1,0.069202,3.30185,[32 27] ; [23 38],[27.04166667 31.95833333] ; [27.95833333 33.04166667],0
p8,1,0.094306,2.799299,[12 46] ; [21 40],[16.08403361 41.91596639] ; [16.91596639 44.08403361],0
s6,1,0.098536,2.72908,[30 31] ; [21 40],[25.5 35.5] ; [25.5 35.5],0
d2,1,0.100063,2.704537,[26 34] ; [18 44],[21.63934426 38.36065574] ; [22.36065574 39.63934426],0
n1,1,0.102122,2.672083,[14 14] ; [ 7 18],[11.09433962 16.90566038] ; [ 9.90566038 15.09433962],0
r3,1,0.111805,2.528516,[42 18] ; [51 11],[45.73770492 14.26229508] ; [47.26229508 14.73770492],0
r1,1,0.115898,2.471895,[35 26] ; [44 18],[39.17886179 21.82113821] ; [39.82113821 22.17886179],0
d3,1,0.128054,2.315932,[31 28] ; [41 21],[35.10743802 23.89256198] ; [36.89256198 25.10743802],0
d5,1,0.13404,2.245082,[38 22] ; [47 15],[41.80327869 18.19672131] ; [43.19672131 18.80327869],0
u2,1,0.171091,1.873357,[11 10] ; [20  8],[13.28571429  7.71428571] ; [17.71428571 10.28571429],0
a6,1,0.17581,1.832694,[41 19] ; [35 27],[37.37704918 22.62295082] ; [38.62295082 23.37704918],0
a1,1,0.178121,1.813229,[ 7 54] ; [ 3 59],[ 4.95934959 56.04065041] ; [ 5.04065041 56.95934959],0
n2,1,0.178282,1.811891,[22  8] ; [14 11],[19.63636364 10.36363636] ; [16.36363636  8.63636364],0
a2,1,0.179447,1.8022,[11 50] ; [ 6 56],[ 8.43089431 52.56910569] ; [ 8.56910569 53.43089431],0
a3,1,0.181229,1.787513,[40 20] ; [34 28],[36.39344262 23.60655738] ; [37.60655738 24.39344262],0
p6,1,0.223243,1.483404,[11 46] ; [ 7 55],[ 8.62184874 48.37815126] ; [ 9.37815126 52.62184874],0
b1,1,0.241857,1.369738,[33 28] ; [27 35],[29.75609756 31.24390244] ; [30.24390244 31.75609756],0
p9,1,0.282781,1.153674,[37 21] ; [33 28],[34.11764706 23.88235294] ; [35.88235294 25.11764706],0
r2,1,0.284236,1.146725,[50  9] ; [47 14],[47.69166667 11.30833333] ; [49.30833333 11.69166667],0
p5,1,0.293192,1.104905,[ 3 56] ; [ 1 60],[ 1.96666667 57.03333333] ; [ 2.03333333 58.96666667],0
s1,1,0.362927,0.827741,[ 3 54] ; [ 6 56],[ 4.31092437 52.68907563] ; [ 4.68907563 57.31092437],0
s7,1,0.39334,0.728591,[19 40] ; [14 42],[16.93043478 42.06956522] ; [16.06956522 39.93043478],0
d1,1,0.39669,0.718338,[22 39] ; [27 35],[24.30081301 36.69918699] ; [24.69918699 37.30081301],0
v3,1,0.400153,0.707866,[11 46] ; [15 43],[12.88695652 44.11304348] ; [13.11304348 44.88695652],0
u3,1,0.422018,0.644689,[10 11] ; [16 11],[11.375  9.625] ; [14.625 12.375],0
s2,1,0.481484,0.4955,[22 38] ; [19 43],[20.16393443 39.83606557] ; [20.83606557 41.16393443],0
a4,1,0.526471,0.401199,[23 38] ; [20 42],[21.32520325 39.67479675] ; [21.67479675 40.32520325],0
r4,1,0.531362,0.391786,[35 26] ; [39 23],[36.69918699 24.30081301] ; [37.30081301 24.69918699],0
b5,1,0.53199,0.390589,[34 27] ; [38 24],[35.70731707 25.29268293] ; [36.29268293 25.70731707],0
p12,1,0.558746,0.34188,[ 1 59] ; [ 2 58],[ 1.5 58.5] ; [ 1.5 58.5],0
s4,1,0.616209,0.251232,[ 7 54] ; [ 9 53],[ 7.93495935 53.06504065] ; [ 8.06504065 53.93495935],0
p1,1,0.647909,0.208547,[ 2 59] ; [ 3 58],[ 2.5 58.5] ; [ 2.5 58.5],0
b4,1,0.658324,0.195566,[34 27] ; [37 25],[35.21138211 25.78861789] ; [35.78861789 26.21138211],0
p2,1,0.69118,0.157811,[36 24] ; [35 27],[34.91803279 25.08196721] ; [36.08196721 25.91803279],0
p4,1,0.735097,0.114483,[17 44] ; [19 43],[17.85365854 43.14634146] ; [18.14634146 43.85365854],0
v4,1,0.740652,0.109554,[46 13] ; [46 15],[45.23333333 13.76666667] ; [46.76666667 14.23333333],0
a5,1,0.78248,0.076225,[33 28] ; [32 30],[32.23577236 28.76422764] ; [32.76422764 29.23577236],0
p11,1,0.789419,0.071324,[31 30] ; [33 29],[31.7398374 29.2601626] ; [32.2601626 29.7398374],0
s5,1,0.793203,0.068725,[ 9 50] ; [ 8 51],[ 8.5 50.5] ; [ 8.5 50.5],0
a7,1,0.798188,0.065379,[38 23] ; [40 22],[38.68292683 22.31707317] ; [39.31707317 22.68292683],0
v2,1,0.848047,0.036715,[23 34] ; [22 35],[22.5 34.5] ; [22.5 34.5],0
v1,1,0.919481,0.010219,[21 37] ; [23 39],[21.26666667 36.73333333] ; [22.73333333 39.26666667],0
p10,1,0.921404,0.009735,[30 28] ; [31 30],[29.73109244 28.26890756] ; [31.26890756 29.73109244],0
s8,1,0.960957,0.002396,[14 47] ; [14 48],[13.88617886 47.11382114] ; [14.11382114 47.88617886],0
n3,1,0.974293,0.001038,[18 11] ; [15  9],[18.05660377 10.94339623] ; [14.94339623  9.05660377],0
u1,1,0.981026,0.000566,[ 4 57] ; [ 4 58],[ 3.96747967 57.03252033] ; [ 4.03252033 57.96747967],0
b2,1,1.0,0.0,[ 9 24] ; [ 9 24],[ 9. 24.] ; [ 9. 24.],0
b3,1,1.0,0.0,[ 9 24] ; [ 9 24],[ 9. 24.] ; [ 9. 24.],0
