Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.017323,[21 39] ; [93 20],[39.53757225 20.46242775] ; [74.46242775 38.53757225],1
s6,1,1.6e-05,18.657132,[18 41] ; [73 39],[31.39766082 27.60233918] ; [59.60233918 52.39766082],1
d5,1,3.1e-05,17.356909,[32 28] ; [93 19],[43.60465116 16.39534884] ; [81.39534884 30.60465116],1
r3,1,8.2e-05,15.519061,[34 26] ; [95 18],[44.73988439 15.26011561] ; [84.26011561 28.73988439],1
s8,1,0.000469,12.236465,[ 6 54] ; [39 74],[15.60693642 44.39306358] ; [29.39306358 83.60693642],1
v4,1,0.000563,11.894225,[40 20] ; [99 13],[48.48837209 11.51162791] ; [90.51162791 21.48837209],1
r2,1,0.000644,11.644004,[42 16] ; [103   9],[49.47058824  8.52941176] ; [95.52941176 16.47058824],1
a7,1,0.001558,10.008681,[29 31] ; [82 31],[38.49710983 21.50289017] ; [72.50289017 40.49710983],0
s7,1,0.001697,9.851071,[ 9 48] ; [41 62],[17.8125 39.1875] ; [32.1875 70.8125],0
d1,1,0.005142,7.828966,[18 42] ; [59 54],[26.70520231 33.29479769] ; [50.29479769 62.70520231],0
d4,1,0.005578,7.681792,[37 23] ; [90 21],[44.56140351 15.43859649] ; [82.43859649 28.56140351],0
v2,1,0.006069,7.52976,[13 46] ; [46 60],[21.0969697 37.9030303] ; [37.9030303 68.0969697],0
b3,1,0.007164,7.231505,[15 18] ; [11 47],[ 9.42857143 23.57142857] ; [16.57142857 41.42857143],0
b2,1,0.007164,7.231505,[15 18] ; [11 47],[ 9.42857143 23.57142857] ; [16.57142857 41.42857143],0
p10,1,0.018284,5.568707,[19 39] ; [57 53],[26.23809524 31.76190476] ; [49.76190476 60.23809524],0
a3,1,0.019013,5.500362,[29 30] ; [75 36],[36.09411765 22.90588235] ; [67.90588235 43.09411765],0
a5,1,0.022739,5.188355,[28 32] ; [73 40],[35.02890173 24.97109827] ; [65.97109827 47.02890173],0
p2,1,0.029089,4.762362,[26 34] ; [68 44],[32.79069767 27.20930233] ; [61.20930233 50.79069767],0
b4,1,0.032546,4.569526,[27 33] ; [70 43],[33.6416185 26.3583815] ; [63.3583815 49.6416185],0
s3,1,0.033288,4.53088,[21 38] ; [59 53],[27.60233918 31.39766082] ; [52.39766082 59.60233918],0
n3,1,0.039844,4.224516,[ 9 14] ; [33 18],[13.05405405  9.94594595] ; [28.94594595 22.05405405],0
s2,1,0.040834,4.182911,[17 43] ; [50 63],[23.23699422 36.76300578] ; [43.76300578 69.23699422],0
d3,1,0.042839,4.101748,[29 31] ; [72 40],[35.23255814 24.76744186] ; [65.76744186 46.23255814],0
u3,1,0.05586,3.656237,[10 21] ; [20 16],[13.88059701 17.11940299] ; [16.11940299 19.88059701],0
a1,1,0.065503,3.392259,[ 8 52] ; [  6 107],[ 4.85549133 55.14450867] ; [  9.14450867 103.85549133],0
a2,1,0.091787,2.842757,[ 7 53] ; [25 88],[11.0982659 48.9017341] ; [20.9017341 92.0982659],0
a6,1,0.102344,2.668637,[27 33] ; [65 47],[32.09302326 27.90697674] ; [59.90697674 52.09302326],0
u1,1,0.120177,2.415007,[ 3 57] ; [14 99],[ 5.89595376 54.10404624] ; [ 11.10404624 101.89595376],0
u2,1,0.134924,2.234921,[ 8 22] ; [16 20],[10.90909091 19.09090909] ; [13.09090909 22.90909091],0
v3,1,0.140857,2.168571,[14 46] ; [36 69],[18.18181818 41.81818182] ; [31.81818182 73.18181818],0
a4,1,0.212619,1.553504,[19 40] ; [47 65],[22.77192982 36.22807018] ; [43.22807018 68.77192982],0
p8,1,0.24809,1.334025,[11 48] ; [30 83],[14.06395349 44.93604651] ; [26.93604651 86.06395349],0
p9,1,0.350898,0.870205,[26 29] ; [61 50],[28.8253012 26.1746988] ; [58.1746988 52.8253012],0
b5,1,0.375587,0.785096,[33 27] ; [70 43],[35.72254335 24.27745665] ; [67.27745665 45.72254335],0
n6,1,0.413504,0.668702,[34 26] ; [70 41],[36.49122807 23.50877193] ; [67.50877193 43.49122807],0
a8,1,0.417341,0.657791,[ 4 54] ; [11 91],[ 5.4375 52.5625] ; [ 9.5625 92.4375],0
s5,1,0.43714,0.603779,[12 47] ; [28 81],[14.04761905 44.95238095] ; [25.95238095 83.04761905],0
s1,1,0.456372,0.554777,[ 3 57] ; [  9 103],[ 4.18604651 55.81395349] ; [  7.81395349 104.18604651],0
n4,1,0.479952,0.498973,[32 28] ; [66 46],[34.18604651 25.81395349] ; [63.81395349 48.18604651],0
n2,1,0.491838,0.472503,[13 10] ; [35 19],[14.33766234  8.66233766] ; [33.66233766 20.33766234],0
v1,1,0.562446,0.335486,[20 39] ; [43 69],[21.73684211 37.26315789] ; [41.26315789 70.73684211],0
b1,1,0.575971,0.312793,[34 26] ; [59 54],[32.25433526 27.74566474] ; [60.74566474 52.25433526],0
p4,1,0.638731,0.220405,[20 40] ; [41 70],[21.40350877 38.59649123] ; [39.59649123 71.40350877],0
n1,1,0.645969,0.21102,[ 8 15] ; [21 31],[ 8.89333333 14.10666667] ; [20.10666667 31.89333333],0
d2,1,0.699433,0.149063,[24 35] ; [49 63],[25.1871345 33.8128655] ; [47.8128655 64.1871345],0
p1,1,0.757916,0.094999,[ 4 56] ; [  9 104],[ 4.50867052 55.49132948] ; [  8.49132948 104.50867052],0
p7,1,0.826105,0.048268,[21 39] ; [37 74],[20.35087719 39.64912281] ; [37.64912281 73.35087719],0
s4,1,0.8564,0.032746,[11 49] ; [22 91],[11.44508671 48.55491329] ; [21.55491329 91.44508671],0
p3,1,0.927299,0.008325,[17 43] ; [31 81],[16.74418605 43.25581395] ; [31.25581395 80.74418605],0
p5,1,0.939552,0.005751,[ 3 56] ; [  6 106],[ 3.10526316 55.89473684] ; [  5.89473684 106.10526316],0
n5,1,0.958115,0.002758,[34 26] ; [63 49],[33.8372093 26.1627907] ; [63.1627907 48.8372093],0
