Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002033,9.519641,[12 65] ; [11 13],[17.53465347 59.46534653] ; [ 5.46534653 18.53465347],0
p6,1,0.007296,7.198605,[10 67] ; [ 9 15],[14.48514851 62.51485149] ; [ 4.51485149 19.48514851],0
p7,1,0.014917,5.926229,[21 56] ; [13 11],[25.92079208 51.07920792] ; [ 8.07920792 15.92079208],0
s7,1,0.022137,5.235008,[ 9 65] ; [ 7 14],[12.46315789 61.53684211] ; [ 3.53684211 17.46315789],0
p2,1,0.032461,4.573967,[33 46] ; [16  8],[37.58252427 41.41747573] ; [11.41747573 12.58252427],0
r4,1,0.042519,4.114424,[34 45] ; [16  8],[38.34951456 40.65048544] ; [11.65048544 12.34951456],0
r3,1,0.127067,2.32798,[45 33] ; [18  6],[48.17647059 29.82352941] ; [14.82352941  9.17647059],0
v4,1,0.135197,2.231797,[52 25] ; [20  4],[54.89108911 22.10891089] ; [17.10891089  6.89108911],0
a7,1,0.15748,1.998256,[42 35] ; [17  7],[44.98019802 32.01980198] ; [14.01980198  9.98019802],0
d3,1,0.168897,1.892702,[39 38] ; [16  8],[41.93069307 35.06930693] ; [13.06930693 10.93069307],0
n4,1,0.1716,1.86891,[43 35] ; [17  7],[45.88235294 32.11764706] ; [14.11764706  9.88235294],0
n6,1,0.177915,1.814952,[36 41] ; [15  9],[38.88118812 38.11881188] ; [12.11881188 11.88118812],0
b2,1,0.190787,1.711527,[19 25] ; [ 3 10],[16.98245614 27.01754386] ; [5.01754386 7.98245614],0
b3,1,0.190787,1.711527,[19 25] ; [ 3 10],[16.98245614 27.01754386] ; [5.01754386 7.98245614],0
s5,1,0.195479,1.67583,[ 4 73] ; [ 3 20],[ 5.39 71.61] ; [ 1.61 21.39],0
s3,1,0.220382,1.50188,[19 58] ; [ 9 15],[21.34653465 55.65346535] ; [ 6.65346535 17.34653465],0
d4,1,0.227521,1.456294,[48 30] ; [18  6],[50.47058824 27.52941176] ; [15.52941176  8.47058824],0
v1,1,0.250485,1.320599,[17 61] ; [ 8 16],[19.11764706 58.88235294] ; [ 5.88235294 18.11764706],0
u3,1,0.252023,1.312055,[ 8 22] ; [5 6],[ 9.51219512 20.48780488] ; [3.48780488 7.51219512],0
p8,1,0.264607,1.244493,[17 60] ; [ 8 16],[19.05940594 57.94059406] ; [ 5.94059406 18.05940594],0
b5,1,0.267138,1.231386,[46 33] ; [17  7],[48.32038835 30.67961165] ; [14.67961165  9.32038835],0
d1,1,0.293768,1.102274,[30 49] ; [12 12],[32.21359223 46.78640777] ; [ 9.78640777 14.21359223],0
s2,1,0.320047,0.988754,[10 69] ; [ 5 19],[11.50485437 67.49514563] ; [ 3.49514563 20.50485437],0
n2,1,0.342178,0.902256,[18 18] ; [3 1],[18.9 17.1] ; [2.1 1.9],0
a2,1,0.344585,0.893297,[13 66] ; [ 6 18],[14.57281553 64.42718447] ; [ 4.42718447 19.57281553],0
n5,1,0.373578,0.791729,[47 31] ; [12 12],[45.11764706 32.88235294] ; [13.88235294 10.11764706],0
r2,1,0.434632,0.610414,[56 18] ; [20  4],[57.3877551 16.6122449] ; [18.6122449  5.3877551],0
s1,1,0.443622,0.586896,[ 7 71] ; [ 1 23],[ 6.11764706 71.88235294] ; [ 1.88235294 22.11764706],0
a8,1,0.465954,0.531554,[ 4 69] ; [ 2 18],[ 4.70967742 68.29032258] ; [ 1.29032258 18.70967742],0
s4,1,0.495614,0.464315,[ 9 70] ; [ 4 20],[ 9.97087379 69.02912621] ; [ 3.02912621 20.97087379],0
a3,1,0.537339,0.380494,[49 28] ; [13 10],[47.74 29.26] ; [14.26  8.74],0
v2,1,0.566975,0.32777,[20 55] ; [ 5 19],[18.93939394 56.06060606] ; [ 6.06060606 17.93939394],0
u2,1,0.574103,0.315865,[11 19] ; [3 8],[10.24390244 19.75609756] ; [3.75609756 7.24390244],0
a5,1,0.579974,0.306277,[41 38] ; [14 10],[42.18446602 36.81553398] ; [12.81553398 11.18446602],0
s8,1,0.597944,0.278108,[ 7 72] ; [ 3 21],[ 7.66990291 71.33009709] ; [ 2.33009709 21.66990291],0
r1,1,0.600877,0.273676,[37 40] ; [13 11],[38.11881188 38.88118812] ; [11.88118812 12.11881188],0
n1,1,0.616573,0.250714,[13 22] ; [2 2],[13.46153846 21.53846154] ; [1.53846154 2.46153846],0
b1,1,0.680439,0.169632,[40 39] ; [11 13],[39.11650485 39.88349515] ; [11.88349515 12.11650485],0
a6,1,0.709157,0.13912,[46 33] ; [15  9],[46.78640777 32.21359223] ; [14.21359223  9.78640777],0
d2,1,0.760392,0.093004,[33 45] ; [11 13],[33.64705882 44.35294118] ; [10.35294118 13.64705882],0
u1,1,0.794973,0.067526,[ 8 71] ; [ 2 22],[ 7.66990291 71.33009709] ; [ 2.33009709 21.66990291],0
v3,1,0.822902,0.050093,[18 57] ; [ 5 18],[17.60204082 57.39795918] ; [ 5.39795918 17.60204082],0
p9,1,0.824162,0.049371,[32 42] ; [11 13],[32.46938776 41.53061224] ; [10.53061224 13.46938776],0
b4,1,0.870521,0.026568,[41 38] ; [12 12],[40.65048544 38.34951456] ; [12.34951456 11.65048544],0
a4,1,0.886453,0.02039,[28 50] ; [ 9 15],[28.29411765 49.70588235] ; [ 8.70588235 15.29411765],0
d5,1,0.932448,0.007185,[48 30] ; [15  9],[48.17647059 29.82352941] ; [14.82352941  9.17647059],0
