Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.923014,[57 66] ; [43  7],[71.0982659 51.9017341] ; [28.9017341 21.0982659],1
b2,1,0.110618,2.545372,[15 44] ; [10 13],[17.98780488 41.01219512] ; [ 7.01219512 15.98780488],0
b3,1,0.110618,2.545372,[15 44] ; [10 13],[17.98780488 41.01219512] ; [ 7.01219512 15.98780488],0
p12,1,0.116988,2.45719,[  2 122] ; [ 3 47],[  3.56321839 120.43678161] ; [ 1.43678161 48.56321839],0
p6,1,0.126304,2.337352,[26 95] ; [16 33],[29.89411765 91.10588235] ; [12.10588235 36.89411765],0
b1,1,0.134945,2.234674,[47 77] ; [13 37],[42.75862069 81.24137931] ; [17.24137931 32.75862069],0
v4,1,0.140689,2.170405,[113  10] ; [48  1],[115.13372093   7.86627907] ; [45.86627907  3.13372093],0
u3,1,0.153253,2.039573,[28 23] ; [16  6],[30.73972603 20.26027397] ; [13.26027397  8.73972603],0
d2,1,0.169967,1.883233,[34 90] ; [19 31],[37.77011494 86.22988506] ; [15.22988506 34.77011494],0
b5,1,0.172034,1.865131,[76 48] ; [25 25],[71.97701149 52.02298851] ; [29.02298851 20.97701149],0
u1,1,0.172425,1.86173,[ 11 113] ; [ 8 42],[ 13.54022989 110.45977011] ; [ 5.45977011 44.54022989],0
a4,1,0.187386,1.738053,[30 94] ; [17 33],[33.49425287 90.50574713] ; [13.50574713 36.49425287],0
r2,1,0.198719,1.651766,[108  16] ; [46  3],[110.38150289  13.61849711] ; [43.61849711  5.38150289],0
r4,1,0.201334,1.632668,[96 28] ; [43  7],[99.05747126 24.94252874] ; [39.94252874 10.05747126],0
p4,1,0.211026,1.56437,[54 70] ; [27 23],[57.72413793 66.27586207] ; [23.27586207 26.72413793],0
a5,1,0.213005,1.550881,[64 60] ; [31 19],[67.70114943 56.29885057] ; [27.29885057 22.70114943],0
p8,1,0.218321,1.515373,[55 68] ; [27 22],[58.63953488 64.36046512] ; [23.36046512 25.63953488],0
d3,1,0.227458,1.456686,[84 38] ; [39 11],[87.24418605 34.75581395] ; [35.75581395 14.24418605],0
a8,1,0.228776,1.448456,[  8 106] ; [ 1 45],[  6.4125 107.5875] ; [ 2.5875 43.4125],0
v3,1,0.231257,1.43311,[25 92] ; [15 35],[28.0239521 88.9760479] ; [11.9760479 38.0239521],0
b4,1,0.3122,1.021346,[69 55] ; [32 18],[71.97701149 52.02298851] ; [29.02298851 20.97701149],0
p11,1,0.380727,0.768352,[86 38] ; [38 12],[88.36781609 35.63218391] ; [35.63218391 14.36781609],0
a2,1,0.397598,0.715578,[ 14 110] ; [ 8 42],[ 15.67816092 108.32183908] ; [ 6.32183908 43.67816092],0
p5,1,0.417481,0.657394,[  6 118] ; [ 4 46],[  7.12643678 116.87356322] ; [ 2.87356322 47.12643678],0
n6,1,0.42179,0.645321,[80 43] ; [35 14],[82.23837209 40.76162791] ; [32.76162791 16.23837209],0
v1,1,0.43514,0.609065,[50 71] ; [23 25],[52.26627219 68.73372781] ; [20.73372781 27.26627219],0
d5,1,0.45799,0.550803,[84 39] ; [37 13],[86.02890173 36.97109827] ; [34.97109827 15.02890173],0
a6,1,0.46905,0.524213,[84 40] ; [31 19],[81.95402299 42.04597701] ; [33.04597701 16.95402299],0
s1,1,0.507935,0.438319,[  1 122] ; [ 1 49],[  1.42196532 121.57803468] ; [ 0.57803468 49.42196532],0
p7,1,0.538971,0.37745,[73 47] ; [31 16],[74.73053892 45.26946108] ; [29.26946108 17.73053892],0
r1,1,0.59279,0.286008,[86 38] ; [36 13],[87.44508671 36.55491329] ; [34.55491329 14.44508671],0
v2,1,0.73934,0.110708,[54 63] ; [24 25],[54.97590361 62.02409639] ; [23.02409639 25.97590361],0
u2,1,0.859724,0.031232,[29 22] ; [13  9],[29.34246575 21.65753425] ; [12.65753425  9.34246575],0
a7,1,0.861268,0.030541,[95 28] ; [38 12],[94.56069364 28.43930636] ; [38.43930636 11.56069364],0
n3,1,0.937404,0.006167,[32 14] ; [12  5],[32.12698413 13.87301587] ; [11.87301587  5.12698413],0
n2,1,0.967724,0.001637,[32 13] ; [12  5],[31.93548387 13.06451613] ; [12.06451613  4.93548387],0
a3,1,0.98899,0.00019,[71 53] ; [28 21],[70.95953757 53.04046243] ; [28.04046243 20.95953757],0
