Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,40.629079,[1 8] ; [200  27],[7.66525424 1.33474576] ; [193.33474576  33.66525424],1
r1,1,5e-06,20.777542,[2 7] ; [188  38],[7.27659574 1.72340426] ; [182.72340426  43.27659574],1
p9,1,0.000356,12.748869,[3 6] ; [181  40],[7.2 1.8] ; [176.8  44.2],1
p2,1,0.001431,10.165866,[3 6] ; [179  48],[6.94067797 2.05932203] ; [175.05932203  51.94067797],0
r2,1,0.00223,9.350038,[5 3] ; [206  16],[7.33913043 0.66086957] ; [203.66086957  18.33913043],0
p10,1,0.003117,8.73791,[3 6] ; [172  52],[6.75965665 2.24034335] ; [168.24034335  55.75965665],0
a7,1,0.004991,7.882741,[3 6] ; [171  56],[6.63559322 2.36440678] ; [167.36440678  59.63559322],0
d3,1,0.006506,7.404467,[3 6] ; [169  58],[6.55932203 2.44067797] ; [165.44067797  61.55932203],0
b1,1,0.011831,6.335959,[6 3] ; [ 63 164],[2.63135593 6.36864407] ; [ 66.36864407 160.63135593],0
a5,1,0.0163,5.770185,[3 6] ; [161  66],[6.25423729 2.74576271] ; [157.74576271  69.25423729],0
s2,1,0.017334,5.662222,[1 8] ; [116 109],[4.5 4.5] ; [112.5 112.5],0
p11,1,0.024812,5.036947,[4 5] ; [175  52],[6.82627119 2.17372881] ; [172.17372881  54.82627119],0
s1,1,0.028225,4.814244,[1 8] ; [  3 218],[0.15652174 8.84347826] ; [  3.84347826 217.15652174],0
a6,1,0.031434,4.629085,[3 6] ; [154  73],[5.98728814 3.01271186] ; [151.01271186  75.98728814],0
n6,1,0.044681,4.030622,[5 4] ; [185  40],[7.30769231 1.69230769] ; [182.69230769  42.30769231],0
s6,1,0.055354,3.671386,[3 6] ; [143  78],[5.71304348 3.28695652] ; [140.28695652  80.71304348],0
s7,1,0.058956,3.566516,[1 7] ; [101 117],[3.61061947 4.38938053] ; [ 98.38938053 119.61061947],0
d4,1,0.11127,2.53609,[6 3] ; [195  32],[7.66525424 1.33474576] ; [193.33474576  33.66525424],0
v1,1,0.147641,2.096457,[3 6] ; [127  93],[5.10917031 3.89082969] ; [124.89082969  95.10917031],0
s5,1,0.265644,1.239102,[1 8] ; [ 61 157],[2.45814978 6.54185022] ; [ 59.54185022 158.45814978],0
b4,1,0.282046,1.157205,[7 2] ; [136  91],[5.45338983 3.54661017] ; [137.54661017  89.45338983],0
b3,1,0.291303,1.113592,[3 3] ; [38 90],[1.8358209 4.1641791] ; [39.1641791 88.8358209],0
b2,1,0.291303,1.113592,[3 3] ; [38 90],[1.8358209 4.1641791] ; [39.1641791 88.8358209],0
p5,1,0.296574,1.089534,[1 8] ; [  9 218],[0.38135593 8.61864407] ; [  9.61864407 217.38135593],0
v3,1,0.307567,1.041096,[3 6] ; [111 108],[4.5 4.5] ; [109.5 109.5],0
n4,1,0.310992,1.026458,[5 4] ; [161  65],[6.35744681 2.64255319] ; [159.64255319  66.35744681],0
d1,1,0.312066,1.021911,[4 5] ; [139  88],[5.45338983 3.54661017] ; [137.54661017  89.45338983],0
b5,1,0.316262,1.004342,[7 2] ; [139  88],[5.56779661 3.43220339] ; [140.43220339  86.56779661],0
a1,1,0.401409,0.7041,[1 8] ; [ 11 216],[0.45762712 8.54237288] ; [ 11.54237288 215.45762712],0
d2,1,0.408726,0.682502,[3 6] ; [107 119],[4.21276596 4.78723404] ; [105.78723404 120.21276596],0
p7,1,0.418463,0.654626,[3 5] ; [114 105],[4.12334802 3.87665198] ; [112.87665198 106.12334802],0
n5,1,0.465587,0.532431,[7 2] ; [148  76],[5.98712446 3.01287554] ; [149.01287554  74.98712446],0
p6,1,0.578709,0.308326,[3 6] ; [ 56 167],[2.2887931 6.7112069] ; [ 56.7112069 166.2887931],0
u3,1,0.606115,0.265871,[2 1] ; [35 33],[1.56338028 1.43661972] ; [35.43661972 32.56338028],0
d5,1,0.613172,0.255581,[8 1] ; [187  40],[7.43644068 1.56355932] ; [187.56355932  39.43644068],0
v4,1,0.698013,0.150547,[8 1] ; [207  17],[8.30472103 0.69527897] ; [206.69527897  17.30472103],0
s4,1,0.720782,0.127744,[1 8] ; [ 35 191],[1.3787234 7.6212766] ; [ 34.6212766 191.3787234],0
u1,1,0.724476,0.124244,[1 8] ; [ 35 192],[1.37288136 7.62711864] ; [ 34.62711864 192.37288136],0
n1,1,0.732779,0.116576,[1 2] ; [15 46],[0.75 2.25] ; [15.25 45.75],0
p8,1,0.748536,0.102765,[3 6] ; [ 85 135],[3.45851528 5.54148472] ; [ 84.54148472 135.45851528],0
a2,1,0.805972,0.060332,[2 7] ; [ 43 184],[1.71610169 7.28389831] ; [ 43.28389831 183.71610169],0
a4,1,0.814568,0.055008,[4 5] ; [ 92 135],[3.66101695 5.33898305] ; [ 92.33898305 134.66101695],0
a3,1,0.828465,0.046946,[6 3] ; [159  68],[6.29237288 2.70762712] ; [158.70762712  68.29237288],0
p4,1,0.840032,0.040744,[3 5] ; [ 92 132],[3.27586207 4.72413793] ; [ 91.72413793 132.27586207],0
n3,1,0.858743,0.031675,[2 1] ; [45 18],[2.13636364 0.86363636] ; [44.86363636 18.13636364],0
n2,1,0.872906,0.02559,[2 1] ; [44 18],[2.12307692 0.87692308] ; [43.87692308 18.12307692],0
