Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
p6,1,0.157299,2.0,[3 1] ; [1 3],[2. 2.] ; [2. 2.],0
s6,1,0.270289,1.215278,[2 1] ; [1 3],[1.28571429 1.71428571] ; [1.71428571 2.28571429],0
p3,1,0.270289,1.215278,[3 1] ; [1 2],[2.28571429 1.71428571] ; [1.71428571 1.28571429],0
b1,1,0.465209,0.533333,[2 2] ; [1 3],[1.5 2.5] ; [1.5 2.5],0
b4,1,0.465209,0.533333,[1 3] ; [2 2],[1.5 2.5] ; [1.5 2.5],0
s2,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
p7,1,0.465209,0.533333,[3 1] ; [2 2],[2.5 1.5] ; [2.5 1.5],0
p8,1,0.465209,0.533333,[2 2] ; [3 1],[2.5 1.5] ; [2.5 1.5],0
b5,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
a1,1,1.0,0.0,[1 3] ; [1 3],[1. 3.] ; [1. 3.],0
a2,1,1.0,0.0,[2 2] ; [2 2],[2. 2.] ; [2. 2.],0
a4,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
v4,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
r1,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
p11,1,1.0,0.0,[3 1] ; [3 1],[3. 1.] ; [3. 1.],0
