Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.456057,0.555556,[8 7] ; [10  5],[9. 6.] ; [9. 6.],0
p8,1,0.665984,0.186335,[ 4 11] ; [ 3 12],[ 3.5 11.5] ; [ 3.5 11.5],0
b1,1,0.715001,0.133333,[7 8] ; [8 7],[7.5 7.5] ; [7.5 7.5],0
p3,1,0.908697,0.013152,[ 4 11] ; [ 4 10],[ 4.13793103 10.86206897] ; [ 3.86206897 10.13793103],0
p2,1,1.0,0.0,[8 7] ; [8 7],[8. 7.] ; [8. 7.],0
