Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,28.758608,[31 13] ; [25 80],[16.53691275 27.46308725] ; [39.46308725 65.53691275],1
s3,1,1e-06,24.440627,[31 13] ; [28 76],[17.54054054 26.45945946] ; [41.45945946 62.54054054],1
s8,1,3.5e-05,17.151916,[16 28] ; [ 9 96],[ 7.38255034 36.61744966] ; [17.61744966 87.38255034],1
s7,1,0.001864,9.679091,[17 23] ; [17 81],[ 9.85507246 30.14492754] ; [24.14492754 73.85507246],0
p8,1,0.004427,8.099837,[21 23] ; [25 79],[13.67567568 30.32432432] ; [32.32432432 71.67567568],0
p7,1,0.016679,5.729863,[26 17] ; [40 63],[19.43835616 23.56164384] ; [46.56164384 56.43835616],0
r1,1,0.027426,4.863806,[36  8] ; [66 38],[30.32432432 13.67567568] ; [71.67567568 32.32432432],0
r3,1,0.037658,4.320399,[39  5] ; [76 28],[34.18918919  9.81081081] ; [80.81081081 23.18918919],0
p4,1,0.064642,3.4141,[21 23] ; [33 71],[16.05405405 27.94594595] ; [37.94594595 66.05405405],0
r4,1,0.069941,3.284398,[34 10] ; [65 40],[29.23489933 14.76510067] ; [69.76510067 35.23489933],0
p10,1,0.070299,3.276026,[14 30] ; [19 85],[ 9.81081081 34.18918919] ; [23.18918919 80.81081081],0
p11,1,0.076113,3.145997,[25 19] ; [43 62],[20.08053691 23.91946309] ; [47.91946309 57.08053691],0
p2,1,0.0928,2.825125,[28 16] ; [51 54],[23.32885906 20.67114094] ; [55.67114094 49.32885906],0
p6,1,0.135748,2.225509,[11 33] ; [15 87],[ 7.83561644 36.16438356] ; [18.16438356 83.83561644],0
p3,1,0.136049,2.222093,[16 27] ; [26 78],[12.28571429 30.71428571] ; [29.71428571 74.28571429],0
a8,1,0.14996,2.072656,[ 5 36] ; [ 5 91],[ 2.99270073 38.00729927] ; [ 7.00729927 88.99270073],0
n2,1,0.150088,2.071356,[9 4] ; [19 22],[6.74074074 6.25925926] ; [21.25925926 19.74074074],0
d3,1,0.157171,2.001233,[29 15] ; [56 49],[25.10067114 18.89932886] ; [59.89932886 45.10067114],0
a4,1,0.175181,1.838041,[10 34] ; [35 68],[13.46938776 30.53061224] ; [31.53061224 71.46938776],0
a2,1,0.206277,1.597364,[ 4 40] ; [18 87],[ 6.4966443 37.5033557] ; [15.5033557 89.4966443],0
v3,1,0.214162,1.543067,[15 28] ; [25 76],[11.94444444 31.05555556] ; [28.05555556 72.94444444],0
p1,1,0.235637,1.406509,[ 5 39] ; [ 6 98],[ 3.27027027 40.72972973] ; [ 7.72972973 96.27027027],0
s1,1,0.242504,1.365977,[ 5 39] ; [ 6 97],[ 3.29251701 40.70748299] ; [ 7.70748299 95.29251701],0
a3,1,0.245791,1.347072,[27 17] ; [53 51],[23.78378378 20.21621622] ; [56.21621622 47.78378378],0
s4,1,0.2463,1.344169,[ 8 35] ; [12 93],[ 5.81081081 37.18918919] ; [14.18918919 90.81081081],0
d4,1,0.250762,1.319052,[33 11] ; [68 36],[30.02702703 13.97297297] ; [70.97297297 33.02702703],0
a6,1,0.383751,0.75865,[23 21] ; [63 42],[25.39597315 18.60402685] ; [60.60402685 44.39597315],0
d1,1,0.383751,0.75865,[21 23] ; [42 63],[18.60402685 25.39597315] ; [44.39597315 60.60402685],0
n6,1,0.384394,0.756604,[29 15] ; [60 43],[26.63945578 17.36054422] ; [62.36054422 40.63945578],0
u2,1,0.400814,0.705882,[10  7] ; [24 27],[8.5 8.5] ; [25.5 25.5],0
n5,1,0.423847,0.639624,[26 18] ; [54 50],[23.78378378 20.21621622] ; [56.21621622 47.78378378],0
v2,1,0.455059,0.558019,[18 25] ; [36 66],[16.0137931 26.9862069] ; [37.9862069 64.0137931],0
b4,1,0.468125,0.526399,[24 20] ; [64 41],[25.98657718 18.01342282] ; [62.01342282 42.98657718],0
d5,1,0.502021,0.450662,[31 13] ; [68 37],[29.23489933 14.76510067] ; [69.76510067 35.23489933],0
b1,1,0.519264,0.415354,[26 18] ; [56 49],[24.2147651 19.7852349] ; [57.7852349 47.2147651],0
v4,1,0.553801,0.350552,[36  8] ; [79 23],[34.65753425  9.34246575] ; [80.34246575 21.65753425],0
n4,1,0.582457,0.302279,[30 14] ; [66 38],[28.54054054 15.45945946] ; [67.45945946 36.54054054],0
v1,1,0.664905,0.18762,[15 29] ; [32 73],[13.87919463 30.12080537] ; [33.12080537 71.87919463],0
r2,1,0.693624,0.15519,[37  7] ; [83 19],[36.16438356  7.83561644] ; [83.83561644 18.16438356],0
u3,1,0.720223,0.128279,[10  7] ; [28 24],[9.36231884 7.63768116] ; [28.63768116 23.36231884],0
b2,1,0.742234,0.108173,[ 8 18] ; [22 42],[ 8.66666667 17.33333333] ; [21.33333333 42.66666667],0
b3,1,0.742234,0.108173,[ 8 18] ; [22 42],[ 8.66666667 17.33333333] ; [21.33333333 42.66666667],0
