Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.008542,6.916239,[16 10] ; [ 8 22],[11.14285714 14.85714286] ; [12.85714286 17.14285714],0
n5,1,0.018661,5.532991,[12 14] ; [23  7],[16.25  9.75] ; [18.75 11.25],0
s6,1,0.023296,5.146274,[ 4 22] ; [13 17],[ 7.89285714 18.10714286] ; [ 9.10714286 20.89285714],0
a8,1,0.03302,4.54475,[ 1 24] ; [ 7 21],[ 3.77358491 21.22641509] ; [ 4.22641509 23.77358491],0
n1,1,0.045465,4.001323,[ 2 13] ; [5 5],[ 4.2 10.8] ; [2.8 7.2],0
v2,1,0.053631,3.724138,[ 5 20] ; [13 16],[ 8.33333333 16.66666667] ; [ 9.66666667 19.33333333],0
p3,1,0.0637,3.438339,[ 3 22] ; [10 20],[ 5.90909091 19.09090909] ; [ 7.09090909 22.90909091],0
s5,1,0.111968,2.526229,[ 2 24] ; [ 7 23],[ 4.17857143 21.82142857] ; [ 4.82142857 25.17857143],0
s4,1,0.189297,1.723077,[ 2 24] ; [ 6 24],[ 3.71428571 22.28571429] ; [ 4.28571429 25.71428571],0
p6,1,0.190583,1.713103,[ 2 23] ; [ 6 23],[ 3.7037037 21.2962963] ; [ 4.2962963 24.7037037],0
n6,1,0.197143,1.663418,[12 14] ; [19 11],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
d5,1,0.206102,1.598595,[13 13] ; [20 10],[15.32142857 10.67857143] ; [17.67857143 12.32142857],0
d1,1,0.212537,1.554057,[ 8 18] ; [ 5 25],[ 6.03571429 19.96428571] ; [ 6.96428571 23.03571429],0
b1,1,0.224429,1.475826,[18  8] ; [16 14],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
a2,1,0.234425,1.413807,[ 3 23] ; [ 1 29],[ 1.85714286 24.14285714] ; [ 2.14285714 27.85714286],0
n2,1,0.249561,1.325758,[7 8] ; [7 3],[8.4 6.6] ; [5.6 4.4],0
b4,1,0.327231,0.959824,[14 12] ; [20 10],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
p4,1,0.332762,0.93812,[ 8 18] ; [13 17],[ 9.75 16.25] ; [11.25 18.75],0
p5,1,0.336918,0.922123,[ 2 23] ; [ 5 25],[ 3.18181818 21.81818182] ; [ 3.81818182 26.18181818],0
v4,1,0.360598,0.83581,[17  9] ; [16 14],[15.32142857 10.67857143] ; [17.67857143 12.32142857],0
p12,1,0.372512,0.795266,[ 1 25] ; [ 3 27],[ 1.85714286 24.14285714] ; [ 2.14285714 27.85714286],0
r3,1,0.385563,0.752889,[15 11] ; [20  9],[16.54545455  9.45454545] ; [18.45454545 10.54545455],0
a7,1,0.386358,0.750372,[16 10] ; [15 15],[14.39285714 11.60714286] ; [16.60714286 13.39285714],0
n3,1,0.404657,0.694444,[8 7] ; [7 3],[9. 6.] ; [6. 4.],0
s8,1,0.455255,0.557534,[ 4 22] ; [ 7 23],[ 5.10714286 20.89285714] ; [ 5.89285714 24.10714286],0
p11,1,0.471704,0.517983,[14 12] ; [19 11],[15.32142857 10.67857143] ; [17.67857143 12.32142857],0
p9,1,0.474401,0.511706,[14 11] ; [19 10],[15.27777778  9.72222222] ; [17.72222222 11.27777778],0
a4,1,0.51881,0.416259,[ 9 17] ; [ 8 22],[ 7.89285714 18.10714286] ; [ 9.10714286 20.89285714],0
p7,1,0.536052,0.382906,[10 16] ; [14 16],[11.14285714 14.85714286] ; [12.85714286 17.14285714],0
r4,1,0.559591,0.340413,[ 6 20] ; [ 9 21],[ 6.96428571 19.03571429] ; [ 8.03571429 21.96428571],0
u1,1,0.64015,0.218545,[ 1 25] ; [ 2 28],[ 1.39285714 24.60714286] ; [ 1.60714286 28.39285714],0
a6,1,0.642579,0.215385,[12 14] ; [12 18],[11.14285714 14.85714286] ; [12.85714286 17.14285714],0
v3,1,0.652891,0.202274,[ 4 22] ; [ 6 24],[ 4.64285714 21.35714286] ; [ 5.35714286 24.64285714],0
p2,1,0.666417,0.185822,[15 11] ; [19 11],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
r1,1,0.689577,0.159544,[10 16] ; [10 20],[ 9.28571429 16.71428571] ; [10.71428571 19.28571429],0
b3,1,0.693329,0.155505,[ 4 10] ; [ 7 13],[4.52941176 9.47058824] ; [ 6.47058824 13.52941176],0
b2,1,0.693329,0.155505,[ 4 10] ; [ 7 13],[4.52941176 9.47058824] ; [ 6.47058824 13.52941176],0
u3,1,0.697418,0.151172,[ 3 10] ; [ 5 12],[3.46666667 9.53333333] ; [ 4.53333333 12.46666667],0
a3,1,0.701278,0.147146,[13 13] ; [13 16],[12.29090909 13.70909091] ; [13.70909091 15.29090909],0
d4,1,0.711695,0.13659,[16 10] ; [17 13],[15.32142857 10.67857143] ; [17.67857143 12.32142857],0
d2,1,0.712258,0.136032,[ 9 17] ; [ 9 21],[ 8.35714286 17.64285714] ; [ 9.64285714 20.35714286],0
