Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,49.392348,[30  5] ; [ 9 56],[13.65 21.35] ; [25.35 39.65],1
s6,1,1e-06,25.056994,[29  7] ; [19 47],[16.94117647 19.05882353] ; [31.05882353 34.94117647],1
s7,1,4.4e-05,16.70917,[15 18] ; [ 6 58],[ 7.1443299 25.8556701] ; [13.8556701 50.1443299],1
s8,1,0.000235,13.52603,[16 20] ; [ 8 58],[ 8.47058824 27.52941176] ; [15.52941176 50.47058824],1
s5,1,0.001145,10.576923,[14 22] ; [ 7 56],[ 7.63636364 28.36363636] ; [13.36363636 49.63636364],0
v1,1,0.002778,8.947571,[20 16] ; [17 49],[13.05882353 22.94117647] ; [23.94117647 42.05882353],0
p7,1,0.004029,8.270834,[18 17] ; [15 50],[11.55 23.45] ; [21.45 43.55],0
r4,1,0.005751,7.626591,[31  5] ; [40 27],[24.81553398 11.18446602] ; [46.18446602 20.81553398],0
r3,1,0.007537,7.140297,[33  3] ; [45 21],[27.52941176  8.47058824] ; [50.47058824 15.52941176],0
r1,1,0.020788,5.344517,[27  9] ; [34 32],[21.52941176 14.47058824] ; [39.47058824 26.52941176],0
s4,1,0.023878,5.103465,[10 26] ; [ 7 60],[ 5.94174757 30.05825243] ; [11.05825243 55.94174757],0
v2,1,0.055345,3.671657,[18 17] ; [20 43],[13.57142857 21.42857143] ; [24.42857143 38.57142857],0
v4,1,0.090033,2.873786,[31  5] ; [47 19],[27.52941176  8.47058824] ; [50.47058824 15.52941176],0
b5,1,0.09134,2.850601,[25 11] ; [35 32],[20.97087379 15.02912621] ; [39.02912621 27.97087379],0
p6,1,0.09534,2.781818,[ 9 27] ; [ 8 58],[ 6. 30.] ; [11. 55.],0
p11,1,0.150687,2.065286,[22 14] ; [31 36],[18.52427184 17.47572816] ; [34.47572816 32.52427184],0
p10,1,0.161429,1.960784,[21 15] ; [28 36],[17.64 18.36] ; [31.36 32.64],0
b2,1,0.162183,1.95375,[ 5 15] ; [17 22],[ 7.45762712 12.54237288] ; [14.54237288 24.45762712],0
b3,1,0.162183,1.95375,[ 5 15] ; [17 22],[ 7.45762712 12.54237288] ; [14.54237288 24.45762712],0
