Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,33.813594,[117   3] ; [43 21],[104.34782609  15.65217391] ; [55.65217391  8.34782609],1
r2,1,1e-06,23.758849,[112   8] ; [39 21],[100.66666667  19.33333333] ; [50.33333333  9.66666667],1
p10,1,0.00018,14.024916,[96 23] ; [33 28],[85.28333333 33.71666667] ; [43.71666667 17.28333333],1
n6,1,0.000184,13.991528,[105  15] ; [41 23],[95.2173913 24.7826087] ; [50.7826087 13.2173913],1
b1,1,0.000896,11.030921,[39 81] ; [37 27],[49.56521739 70.43478261] ; [26.43478261 37.56521739],1
p9,1,0.00288,8.881903,[102  16] ; [42 20],[94.4 23.6] ; [49.6 12.4],0
p11,1,0.006524,7.399495,[94 26] ; [38 26],[86.08695652 33.91304348] ; [45.91304348 18.08695652],0
b4,1,0.008284,6.970947,[75 45] ; [27 37],[66.52173913 53.47826087] ; [35.47826087 28.52173913],0
s6,1,0.032357,4.579479,[70 46] ; [28 36],[63.15555556 52.84444444] ; [34.84444444 29.15555556],0
s5,1,0.033995,4.494959,[36 78] ; [10 50],[30.13793103 83.86206897] ; [15.86206897 44.13793103],0
v3,1,0.037062,4.347549,[39 78] ; [12 52],[32.96685083 84.03314917] ; [18.03314917 45.96685083],0
p3,1,0.04855,3.89085,[57 63] ; [20 42],[50.76923077 69.23076923] ; [26.23076923 35.76923077],0
a7,1,0.083351,2.998312,[77 42] ; [33 31],[71.53005464 47.46994536] ; [38.46994536 25.53005464],0
s8,1,0.084759,2.971201,[43 77] ; [15 49],[37.82608696 82.17391304] ; [20.17391304 43.82608696],0
b5,1,0.109907,2.555556,[80 40] ; [35 29],[75. 45.] ; [40. 24.],0
a8,1,0.122245,2.388316,[ 11 102] ; [ 2 59],[  8.44252874 104.55747126] ; [ 4.55747126 56.44252874],0
s2,1,0.161398,1.961077,[56 64] ; [23 41],[51.52173913 68.47826087] ; [27.47826087 36.52173913],0
n4,1,0.163248,1.943881,[80 40] ; [36 28],[75.65217391 44.34782609] ; [40.34782609 23.65217391],0
p7,1,0.165132,1.926593,[68 50] ; [29 33],[63.58888889 54.41111111] ; [33.41111111 28.58888889],0
p5,1,0.178939,1.806415,[ 15 104] ; [ 4 60],[ 12.35519126 106.64480874] ; [ 6.64480874 57.35519126],0
p12,1,0.188069,1.732681,[  7 113] ; [ 1 61],[  5.27472527 114.72527473] ; [ 2.72527473 59.27472527],0
p1,1,0.209735,1.573254,[ 12 108] ; [ 3 61],[  9.7826087 110.2173913] ; [ 5.2173913 58.7826087],0
p6,1,0.23407,1.415955,[43 74] ; [17 44],[39.43820225 77.56179775] ; [20.56179775 40.43820225],0
s3,1,0.243173,1.362104,[58 61] ; [25 38],[54.26923077 64.73076923] ; [28.73076923 34.26923077],0
p8,1,0.271194,1.210699,[55 63] ; [24 39],[51.50276243 66.49723757] ; [27.49723757 35.50276243],0
n5,1,0.278202,1.175852,[82 38] ; [38 25],[78.68852459 41.31147541] ; [41.31147541 21.68852459],0
n2,1,0.280906,1.1627,[29  7] ; [20  9],[27.13846154  8.86153846] ; [21.86153846  7.13846154],0
d5,1,0.289767,1.120703,[87 32] ; [42 22],[83.8852459 35.1147541] ; [45.1147541 18.8852459],0
p4,1,0.32568,0.966,[62 57] ; [28 35],[58.84615385 60.15384615] ; [31.15384615 31.84615385],0
v1,1,0.343592,0.896983,[52 66] ; [22 38],[49.05617978 68.94382022] ; [24.94382022 35.05617978],0
n1,1,0.371488,0.798682,[13 21] ; [ 8 21],[11.33333333 22.66666667] ; [ 9.66666667 19.33333333],0
n3,1,0.384238,0.757099,[26 10] ; [18 11],[24.36923077 11.63076923] ; [19.63076923  9.36923077],0
