Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,88.576534,[144  96] ; [ 2 88],[106.18181818 133.81818182] ; [39.81818182 50.18181818],1
d3,1,0.0,78.743648,[176  64] ; [17 72],[140.79027356  99.20972644] ; [52.20972644 36.79027356],1
d5,1,0.0,75.078125,[207  33] ; [35 55],[176.  64.] ; [66. 24.],1
a5,1,0.0,27.792459,[176  64] ; [38 52],[155.63636364  84.36363636] ; [58.36363636 31.63636364],1
a3,1,1e-06,24.95453,[165  74] ; [34 54],[145.44648318  93.55351682] ; [53.55351682 34.44648318],1
r1,1,1e-06,24.161632,[183  56] ; [43 46],[164.67682927  74.32317073] ; [61.32317073 27.67682927],1
a4,1,0.000103,15.077246,[108 131] ; [19 69],[ 92.82262997 146.17737003] ; [34.17737003 53.82262997],1
a7,1,0.000221,13.646262,[172  68] ; [45 45],[157.81818182  82.18181818] ; [59.18181818 30.81818182],1
u1,1,0.000603,11.76707,[ 34 206] ; [ 1 89],[ 25.45454545 214.54545455] ; [ 9.54545455 80.45454545],1
d2,1,0.002046,9.507795,[108 130] ; [24 66],[ 95.7804878 142.2195122] ; [36.2195122 53.7804878],0
a6,1,0.002959,8.832441,[165  75] ; [46 44],[153.45454545  86.54545455] ; [57.54545455 32.45454545],0
r4,1,0.003318,8.624,[192  48] ; [58 32],[181.81818182  58.18181818] ; [68.18181818 21.81818182],0
r2,1,0.003478,8.537927,[209  25] ; [69 21],[200.77777778  33.22222222] ; [77.22222222 12.77777778],0
a2,1,0.003547,8.502415,[ 48 192] ; [ 6 84],[ 39.27272727 200.72727273] ; [14.72727273 75.27272727],0
r3,1,0.006849,7.312277,[214  26] ; [69 20],[206.443769  33.556231] ; [76.556231 12.443769],0
s5,1,0.009012,6.820422,[ 51 184] ; [ 8 80],[ 42.92569659 192.07430341] ; [16.07430341 71.92569659],0
b4,1,0.024774,5.039593,[145  95] ; [42 48],[136. 104.] ; [51. 39.],0
v2,1,0.027212,4.877341,[ 94 143] ; [22 62],[ 85.64485981 151.35514019] ; [30.35514019 53.64485981],0
p10,1,0.037937,4.307824,[166  72] ; [50 37],[158.17846154  79.82153846] ; [57.82153846 29.17846154],0
p9,1,0.05812,3.590244,[177  60] ; [55 31],[170.22910217  66.77089783] ; [61.77089783 24.22910217],0
n5,1,0.074926,3.171676,[149  88] ; [66 24],[155.82568807  81.17431193] ; [59.17431193 30.82568807],0
s1,1,0.093047,2.82085,[  5 235] ; [ 5 83],[  7.31707317 232.68292683] ; [ 2.68292683 85.31707317],0
s6,1,0.203182,1.619353,[102 135] ; [31 57],[ 96.98769231 140.01230769] ; [36.01230769 51.98769231],0
n3,1,0.217833,1.518587,[42 25] ; [29 10],[44.87735849 22.12264151] ; [26.12264151 12.87735849],0
n4,1,0.246866,1.340952,[168  72] ; [57 33],[163.63636364  76.36363636] ; [61.36363636 28.63636364],0
n6,1,0.254057,1.300858,[182  57] ; [63 27],[177.9787234  61.0212766] ; [67.0212766 22.9787234],0
p4,1,0.264719,1.243907,[112 127] ; [36 54],[107.51367781 131.48632219] ; [40.48632219 49.51367781],0
p8,1,0.312875,1.018499,[110 130] ; [34 52],[106.01226994 133.98773006] ; [37.98773006 48.01226994],0
b1,1,0.32628,0.963605,[ 95 145] ; [41 49],[ 98.90909091 141.09090909] ; [37.09090909 52.90909091],0
p11,1,0.356969,0.848528,[175  65] ; [61 29],[171.63636364  68.36363636] ; [64.36363636 25.63636364],0
s4,1,0.393902,0.726862,[ 24 215] ; [12 78],[ 26.15197568 212.84802432] ; [ 9.84802432 80.15197568],0
