Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.011972,6.314991,[16 18] ; [24  7],[20.92307692 13.07692308] ; [19.07692308 11.92307692],0
d4,1,0.01363,6.085484,[21 14] ; [27  4],[25.45454545  9.54545455] ; [22.54545455  8.45454545],0
r3,1,0.023089,5.161801,[27  8] ; [29  1],[30.15384615  4.84615385] ; [25.84615385  4.15384615],0
v3,1,0.026408,4.929096,[ 6 29] ; [13 18],[10.07575758 24.92424242] ; [ 8.92424242 22.07575758],0
d5,1,0.032985,4.546548,[19 15] ; [25  6],[23.01538462 10.98461538] ; [20.98461538 10.01538462],0
p10,1,0.035258,4.432654,[22 13] ; [25  4],[25.703125  9.296875] ; [21.296875  7.703125],0
p9,1,0.036237,4.385903,[23 11] ; [26  3],[26.44444444  7.55555556] ; [22.55555556  6.44444444],0
p2,1,0.056004,3.651942,[26  9] ; [16 15],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
r1,1,0.064758,3.411131,[17 18] ; [22  9],[20.68181818 14.31818182] ; [18.31818182 12.68181818],0
v1,1,0.097665,2.743262,[10 25] ; [15 16],[13.25757576 21.74242424] ; [11.74242424 19.25757576],0
v4,1,0.110253,2.550587,[29  5] ; [30  1],[30.86153846  3.13846154] ; [28.13846154  2.86153846],0
d3,1,0.123056,2.377991,[19 15] ; [23  8],[21.96923077 12.03076923] ; [20.03076923 10.96923077],0
p7,1,0.197897,1.657827,[11 23] ; [14 15],[13.49206349 20.50793651] ; [11.50793651 17.49206349],0
n1,1,0.236386,1.402019,[ 6 11] ; [1 7],[ 4.76 12.24] ; [2.24 5.76],0
s2,1,0.243919,1.357801,[20 15] ; [22  9],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
s3,1,0.243919,1.357801,[20 15] ; [22  9],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
s8,1,0.255466,1.293165,[10 25] ; [13 18],[12.1969697 22.8030303] ; [10.8030303 20.1969697],0
a4,1,0.257948,1.279737,[ 9 26] ; [12 19],[11.13636364 23.86363636] ; [ 9.86363636 21.13636364],0
n6,1,0.294557,1.098677,[23 12] ; [24  7],[24.92424242 10.07575758] ; [22.07575758  8.92424242],0
u1,1,0.310625,1.028018,[ 2 33] ; [ 4 27],[ 3.18181818 31.81818182] ; [ 2.81818182 28.18181818],0
r4,1,0.341778,0.903752,[26  9] ; [26  5],[27.57575758  7.42424242] ; [24.42424242  6.57575758],0
d1,1,0.37584,0.784266,[11 24] ; [13 18],[12.72727273 22.27272727] ; [11.27272727 19.72727273],0
s6,1,0.376412,0.782388,[23 12] ; [22  7],[24.609375 10.390625] ; [20.390625  8.609375],0
r2,1,0.459826,0.546318,[30  4] ; [29  2],[30.86153846  3.13846154] ; [28.13846154  2.86153846],0
s5,1,0.46745,0.527999,[12 22] ; [12 15],[13.37704918 20.62295082] ; [10.62295082 16.37704918],0
n5,1,0.476885,0.505978,[20 15] ; [15 16],[18.56060606 16.43939394] ; [16.43939394 14.56060606],0
d2,1,0.535545,0.383859,[11 24] ; [12 19],[12.1969697 22.8030303] ; [10.8030303 20.1969697],0
n3,1,0.606759,0.264922,[11  6] ; [6 2],[11.56  5.44] ; [5.44 2.56],0
p6,1,0.635111,0.225194,[ 5 30] ; [ 3 26],[ 4.375 30.625] ; [ 3.625 25.375],0
b1,1,0.647444,0.209138,[12 23] ; [ 9 22],[11.13636364 23.86363636] ; [ 9.86363636 21.13636364],0
p11,1,0.690859,0.158157,[22 13] ; [18 13],[21.21212121 13.78787879] ; [18.78787879 12.21212121],0
p8,1,0.691469,0.1575,[ 9 26] ; [ 6 22],[ 8.33333333 26.66666667] ; [ 6.66666667 21.33333333],0
b5,1,0.709238,0.139039,[23 12] ; [19 12],[22.27272727 12.72727273] ; [19.72727273 11.27272727],0
u3,1,0.721501,0.127059,[9 6] ; [8 4],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
a3,1,0.732334,0.11698,[20 15] ; [19 12],[20.68181818 14.31818182] ; [18.31818182 12.68181818],0
n4,1,0.781749,0.076752,[18 17] ; [17 14],[18.56060606 16.43939394] ; [16.43939394 14.56060606],0
s7,1,0.790027,0.070903,[17 17] ; [16 14],[17.53125 16.46875] ; [15.46875 14.53125],0
n2,1,0.818733,0.052521,[12  5] ; [6 2],[12.24  4.76] ; [5.76 2.24],0
u2,1,0.86324,0.02967,[7 8] ; [6 6],[7.22222222 7.77777778] ; [5.77777778 6.22222222],0
a2,1,0.900293,0.015698,[ 2 33] ; [ 2 29],[ 2.12121212 32.87878788] ; [ 1.87878788 29.12121212],0
p3,1,0.947559,0.004326,[ 7 28] ; [ 6 25],[ 6.89393939 28.10606061] ; [ 6.10606061 24.89393939],0
b2,1,0.957035,0.002902,[ 4 14] ; [ 3 11],[ 3.9375 14.0625] ; [ 3.0625 10.9375],0
b3,1,0.957035,0.002902,[ 4 14] ; [ 3 11],[ 3.9375 14.0625] ; [ 3.0625 10.9375],0
a5,1,0.964084,0.002028,[19 16] ; [17 14],[19.09090909 15.90909091] ; [16.90909091 14.09090909],0
a6,1,0.988068,0.000224,[17 18] ; [15 16],[16.96969697 18.03030303] ; [15.03030303 15.96969697],0
b4,1,0.988068,0.000224,[17 18] ; [15 16],[16.96969697 18.03030303] ; [15.03030303 15.96969697],0
