Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,25.129512,[74 29] ; [22 45],[58.16470588 44.83529412] ; [37.83529412 29.16470588],1
a6,1,2.3e-05,17.884365,[75 28] ; [27 40],[61.8 41.2] ; [40.2 26.8],1
a2,1,9.1e-05,15.313519,[30 75] ; [ 3 64],[20.14534884 84.85465116] ; [12.85465116 54.14534884],1
u1,1,0.000912,10.997286,[22 83] ; [ 2 65],[14.65116279 90.34883721] ; [ 9.34883721 57.65116279],1
d1,1,0.001639,9.915171,[65 40] ; [25 42],[54.94186047 50.05813953] ; [35.05813953 31.94186047],0
b5,1,0.004542,8.053289,[70 35] ; [30 37],[61.04651163 43.95348837] ; [38.95348837 28.04651163],0
p10,1,0.004627,8.019784,[68 35] ; [29 37],[59.1183432 43.8816568] ; [37.8816568 28.1183432],0
n6,1,0.020471,5.371262,[80 23] ; [41 26],[73.31176471 29.68823529] ; [47.68823529 19.31176471],0
d4,1,0.025832,4.967222,[82 21] ; [43 24],[75.73529412 27.26470588] ; [49.26470588 17.73529412],0
p9,1,0.03602,4.396168,[69 34] ; [33 32],[62.53571429 40.46428571] ; [39.46428571 25.53571429],0
v4,1,0.03807,4.3019,[96  9] ; [54 13],[91.56976744 13.43023256] ; [58.43023256  8.56976744],0
d5,1,0.043307,4.083397,[78 25] ; [41 26],[72.1 30.9] ; [46.9 20.1],0
n4,1,0.047477,3.92839,[75 30] ; [38 29],[68.98255814 36.01744186] ; [44.01744186 22.98255814],0
a3,1,0.062903,3.45915,[72 32] ; [37 30],[66.29239766 37.70760234] ; [42.70760234 24.29239766],0
v2,1,0.067123,3.352007,[54 47] ; [24 38],[48.33128834 52.66871166] ; [29.66871166 32.33128834],0
n5,1,0.073587,3.201132,[73 32] ; [37 29],[67.54385965 37.45614035] ; [42.45614035 23.54385965],0
v3,1,0.083438,2.996632,[41 58] ; [17 44],[35.8875 63.1125] ; [22.1125 38.8875],0
a5,1,0.086877,2.931306,[73 32] ; [38 29],[67.76162791 37.23837209] ; [43.23837209 23.76162791],0
r1,1,0.099708,2.710214,[81 24] ; [44 23],[76.30813953 28.69186047] ; [48.69186047 18.30813953],0
p5,1,0.104038,2.642523,[10 93] ; [ 2 63],[ 7.35714286 95.64285714] ; [ 4.64285714 60.35714286],0
b2,1,0.121686,2.395485,[21 45] ; [20 23],[24.82568807 41.17431193] ; [16.17431193 26.82568807],0
b3,1,0.121686,2.395485,[21 45] ; [20 23],[24.82568807 41.17431193] ; [16.17431193 26.82568807],0
n1,1,0.122102,2.390145,[14 23] ; [16 12],[17.07692308 19.92307692] ; [12.92307692 15.07692308],0
b1,1,0.163543,1.941158,[45 60] ; [36 31],[49.44767442 55.55232558] ; [31.55232558 35.44767442],0
p8,1,0.275604,1.188642,[28 77] ; [13 54],[25.02906977 79.97093023] ; [15.97093023 51.02906977],0
r4,1,0.30842,1.037431,[88 17] ; [52 15],[85.46511628 19.53488372] ; [54.53488372 12.46511628],0
s6,1,0.315525,1.007408,[61 43] ; [33 32],[57.84615385 46.15384615] ; [36.15384615 28.84615385],0
n2,1,0.372018,0.796914,[25 13] ; [22  7],[26.65671642 11.34328358] ; [20.34328358  8.65671642],0
b4,1,0.379882,0.771085,[62 43] ; [35 32],[59.21511628 45.78488372] ; [37.78488372 29.21511628],0
r3,1,0.413818,0.667805,[91 14] ; [55 12],[89.12790698 15.87209302] ; [56.87209302 10.12790698],0
u2,1,0.445111,0.583072,[18 15] ; [13 16],[16.5 16.5] ; [14.5 14.5],0
s8,1,0.447003,0.57824,[35 69] ; [26 40],[37.31764706 66.68235294] ; [23.68235294 42.31764706],0
s1,1,0.481607,0.495222,[ 8 97] ; [ 7 58],[ 9.26470588 95.73529412] ; [ 5.73529412 59.26470588],0
d2,1,0.503168,0.448248,[53 50] ; [30 35],[50.88690476 52.11309524] ; [32.11309524 32.88690476],0
s7,1,0.533473,0.387772,[41 58] ; [23 40],[39.11111111 59.88888889] ; [24.88888889 38.11111111],0
p11,1,0.564247,0.332404,[58 47] ; [40 27],[59.8255814 45.1744186] ; [38.1744186 28.8255814],0
a8,1,0.594212,0.283815,[ 8 90] ; [ 4 63],[ 7.12727273 90.87272727] ; [ 4.87272727 62.12727273],0
p3,1,0.60325,0.270121,[35 69] ; [20 47],[33.4502924 70.5497076] ; [21.5497076 45.4502924],0
