Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,45.28655,[30 42] ; [105  15],[50.625 21.375] ; [84.375 35.625],1
p10,1,0.000136,14.557722,[42 28] ; [100  18],[52.87234043 17.12765957] ; [89.12765957 28.87234043],1
n6,1,0.003736,8.407929,[50 22] ; [104  16],[57.75 14.25] ; [96.25 23.75],0
v3,1,0.008078,7.016109,[26 42] ; [70 50],[34.72340426 33.27659574] ; [61.27659574 58.72340426],0
s2,1,0.010498,6.548414,[25 47] ; [64 55],[33.54973822 38.45026178] ; [55.45026178 63.54973822],0
s7,1,0.014303,6.000365,[23 47] ; [59 56],[31.02702703 38.97297297] ; [50.97297297 64.02702703],0
p9,1,0.017278,5.667867,[49 21] ; [99 18],[55.40106952 14.59893048] ; [92.59893048 24.40106952],0
v4,1,0.028972,4.769281,[63  8] ; [116   4],[66.53926702  4.46073298] ; [112.46073298   7.53926702],0
p7,1,0.029922,4.713787,[31 40] ; [69 46],[38.17204301 32.82795699] ; [61.82795699 53.17204301],0
p6,1,0.035035,4.44345,[ 8 60] ; [29 89],[13.52688172 54.47311828] ; [23.47311828 94.52688172],0
a8,1,0.036174,4.388907,[ 5 59] ; [22 90],[ 9.81818182 54.18181818] ; [17.18181818 94.81818182],0
s8,1,0.03652,4.372671,[22 50] ; [55 65],[28.875 43.125] ; [48.125 71.875],0
s3,1,0.055791,3.658276,[31 40] ; [69 50],[37.36842105 33.63157895] ; [62.63157895 56.36842105],0
v1,1,0.061257,3.503014,[33 37] ; [71 45],[39.13978495 30.86021505] ; [64.86021505 51.13978495],0
u3,1,0.066189,3.375091,[ 7 14] ; [20 14],[10.30909091 10.69090909] ; [16.69090909 17.30909091],0
s4,1,0.076316,3.141655,[16 56] ; [ 15 105],[11.625 60.375] ; [ 19.375 100.625],0
p11,1,0.085192,2.962963,[49 23] ; [95 25],[54. 18.] ; [90. 30.],0
a5,1,0.100813,2.692629,[44 28] ; [87 33],[49.125 22.875] ; [81.875 38.125],0
r4,1,0.123658,2.37037,[57 15] ; [105  15],[60.75 11.25] ; [101.25  18.75],0
n2,1,0.138632,2.193077,[14  8] ; [23  5],[16.28  5.72] ; [20.72  7.28],0
s6,1,0.147675,2.096105,[36 34] ; [74 45],[40.74074074 29.25925926] ; [69.25925926 49.74074074],0
d3,1,0.160728,1.967362,[51 21] ; [73 47],[46.5 25.5] ; [77.5 42.5],0
p1,1,0.17286,1.857961,[ 2 70] ; [  9 111],[ 4.125 67.875] ; [  6.875 113.125],0
r1,1,0.21111,1.563801,[54 18] ; [99 21],[57.375 14.625] ; [95.625 24.375],0
p3,1,0.215803,1.532067,[16 55] ; [37 83],[19.70157068 51.29842932] ; [33.29842932 86.70157068],0
b2,1,0.239583,1.383049,[11 25] ; [30 41],[13.79439252 22.20560748] ; [27.20560748 43.79439252],0
b3,1,0.239583,1.383049,[11 25] ; [30 41],[13.79439252 22.20560748] ; [27.20560748 43.79439252],0
p2,1,0.265783,1.238381,[48 24] ; [89 31],[51.375 20.625] ; [85.625 34.375],0
n3,1,0.314419,1.01202,[14  7] ; [23  6],[15.54  5.46] ; [21.46  7.54],0
a2,1,0.348022,0.880656,[10 62] ; [23 97],[12.375 59.625] ; [20.625 99.375],0
b1,1,0.355611,0.853333,[24 48] ; [48 72],[27. 45.] ; [45. 75.],0
d4,1,0.421514,0.646091,[63  9] ; [99 20],[61.06806283 10.93193717] ; [100.93193717  18.06806283],0
d5,1,0.462869,0.538947,[59 13] ; [93 27],[57. 15.] ; [95. 25.],0
u2,1,0.534765,0.385329,[ 9 12] ; [17 16],[10.11111111 10.88888889] ; [15.88888889 17.11111111],0
u1,1,0.542476,0.37097,[ 8 64] ; [ 17 103],[ 9.375 62.625] ; [ 15.625 104.375],0
p5,1,0.601766,0.27234,[ 2 70] ; [  2 118],[ 1.5 70.5] ; [  2.5 117.5],0
a1,1,0.61484,0.253187,[ 3 69] ; [  7 113],[ 3.75 68.25] ; [  6.25 113.75],0
p12,1,0.623983,0.240309,[ 2 69] ; [  5 114],[ 2.61578947 68.38421053] ; [  4.38421053 114.61578947],0
a7,1,0.653004,0.202134,[53 19] ; [84 35],[51.64397906 20.35602094] ; [85.35602094 33.64397906],0
a4,1,0.790132,0.07083,[28 44] ; [49 71],[28.875 43.125] ; [48.125 71.875],0
b4,1,0.790132,0.07083,[44 28] ; [71 49],[43.125 28.875] ; [71.875 48.125],0
n1,1,0.79565,0.067071,[ 5 17] ; [ 7 20],[ 5.3877551 16.6122449] ; [ 6.6122449 20.3877551],0
r3,1,0.814955,0.054774,[70  2] ; [114   4],[69.72631579  2.27368421] ; [114.27368421   3.72631579],0
a3,1,0.830927,0.045588,[51 21] ; [86 33],[51.64397906 20.35602094] ; [85.35602094 33.64397906],0
