Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,62.912176,[ 49 289] ; [51 45],[ 77.88018433 260.11981567] ; [22.11981567 73.88018433],1
s6,1,0.0,34.268503,[120 237] ; [64 32],[145.00662252 211.99337748] ; [38.99337748 57.00662252],1
p10,1,0.000265,13.300692,[225 128] ; [80 16],[239.78841871 113.21158129] ; [65.21158129 30.78841871],1
p6,1,0.000274,13.242136,[ 75 276] ; [38 58],[ 88.73154362 262.26845638] ; [24.26845638 71.73154362],1
r4,1,0.000571,11.868615,[277  82] ; [90  7],[288.93201754  70.06798246] ; [78.06798246 18.93201754],1
p9,1,0.0008,11.240564,[244 108] ; [83 13],[256.92857143  95.07142857] ; [70.07142857 25.92857143],1
n4,1,0.001099,10.652861,[237 120] ; [81 16],[250.05726872 106.94273128] ; [67.94273128 29.05726872],0
r1,1,0.001118,10.621361,[245 112] ; [82 14],[257.70198675  99.29801325] ; [69.29801325 26.70198675],0
p11,1,0.001239,10.431235,[248 111] ; [83 14],[260.58991228  98.41008772] ; [70.41008772 26.58991228],0
v3,1,0.002128,9.436073,[ 95 252] ; [42 54],[107.31151242 239.68848758] ; [29.68848758 66.31151242],0
p7,1,0.002394,9.219707,[177 175] ; [65 31],[190.14285714 161.85714286] ; [51.85714286 44.14285714],0
p12,1,0.003268,8.651517,[  6 350] ; [ 7 88],[ 10.2616408 345.7383592] ; [ 2.7383592 92.2616408],0
d2,1,0.004256,8.171087,[137 219] ; [53 44],[149.31567329 206.68432671] ; [40.68432671 56.31567329],0
u2,1,0.008468,6.931643,[64 74] ; [20  7],[70.25454545 67.74545455] ; [13.74545455 13.25454545],0
a8,1,0.008741,6.87496,[ 28 297] ; [16 71],[ 34.70873786 290.29126214] ; [ 9.29126214 77.70873786],0
s5,1,0.010131,6.611718,[ 46 310] ; [22 71],[ 53.91536748 302.08463252] ; [14.08463252 78.91536748],0
n6,1,0.013236,6.137236,[263  95] ; [83 14],[272.23736264  85.76263736] ; [73.76263736 23.23736264],0
r3,1,0.014236,6.008651,[310  46] ; [93  4],[316.70640177  39.29359823] ; [86.29359823 10.70640177],0
d1,1,0.017821,5.613667,[166 193] ; [58 39],[176.35087719 182.64912281] ; [47.64912281 49.35087719],0
p8,1,0.021887,5.254773,[149 205] ; [52 42],[158.82589286 195.17410714] ; [42.17410714 51.82589286],0
u1,1,0.025522,4.988146,[ 34 325] ; [17 80],[ 40.15131579 318.84868421] ; [10.84868421 86.15131579],0
p4,1,0.025727,4.974261,[152 202] ; [54 43],[161.6940133 192.3059867] ; [44.3059867 52.6940133],0
p3,1,0.027226,4.876409,[129 228] ; [47 50],[138.39647577 218.60352423] ; [37.60352423 59.39647577],0
a5,1,0.03028,4.693333,[224 135] ; [72 25],[233.03508772 125.96491228] ; [62.96491228 34.03508772],0
s3,1,0.041491,4.155844,[ 75 277] ; [30 66],[ 82.5 269.5] ; [22.5 73.5],0
n5,1,0.042027,4.134128,[227 128] ; [72 24],[235.35476718 119.64523282] ; [63.64523282 32.35476718],0
a3,1,0.056907,3.62531,[219 136] ; [70 27],[226.9800885 128.0199115] ; [62.0199115 34.9800885],0
b2,1,0.058903,3.568007,[ 61 133] ; [30 38],[ 67.38167939 126.61832061] ; [23.61832061 44.38167939],0
b3,1,0.058903,3.568007,[ 61 133] ; [30 38],[ 67.38167939 126.61832061] ; [23.61832061 44.38167939],0
u3,1,0.069131,3.30353,[61 78] ; [17 10],[65.31325301 73.68674699] ; [12.68674699 14.31325301],0
v1,1,0.131494,2.274774,[150 204] ; [48 46],[156.45535714 197.54464286] ; [41.54464286 52.45535714],0
v4,1,0.173048,1.85634,[312  43] ; [90  7],[315.7300885  39.2699115] ; [86.2699115 10.7300885],0
p2,1,0.190426,1.71432,[264  93] ; [78 19],[268.92951542  88.07048458] ; [73.07048458 23.92951542],0
n3,1,0.239557,1.3832,[71 30] ; [12  9],[68.71311475 32.28688525] ; [14.28688525  6.71311475],0
d5,1,0.284583,1.145074,[266  93] ; [77 20],[270.0372807  88.9627193] ; [72.9627193 24.0372807],0
d4,1,0.347202,0.883658,[263  94] ; [76 21],[266.57048458  90.42951542] ; [72.42951542 24.57048458],0
d3,1,0.420323,0.649411,[224 134] ; [65 32],[227.38901099 130.61098901] ; [61.61098901 35.38901099],0
v2,1,0.420582,0.648688,[165 179] ; [50 45],[168.4738041 175.5261959] ; [46.5261959 48.4738041],0
a2,1,0.446112,0.580511,[ 62 297] ; [20 77],[ 64.55701754 294.44298246] ; [17.44298246 79.55701754],0
b4,1,0.510075,0.433914,[205 154] ; [59 38],[207.84210526 151.15789474] ; [56.15789474 40.84210526],0
b5,1,0.537328,0.380515,[216 143] ; [55 42],[213.35307018 145.64692982] ; [57.64692982 39.35307018],0
a7,1,0.626754,0.236488,[241 116] ; [68 29],[242.98017621 114.01982379] ; [66.01982379 30.98017621],0
b1,1,0.713601,0.134706,[137 222] ; [39 58],[138.56140351 220.43859649] ; [37.43859649 59.56140351],0
a4,1,0.733098,0.116286,[140 216] ; [40 57],[141.45695364 214.54304636] ; [38.54304636 58.45695364],0
n2,1,0.736881,0.112887,[67 37] ; [15  7],[67.68253968 36.31746032] ; [14.31746032  7.68253968],0
n1,1,0.78016,0.077902,[38 66] ; [ 7 14],[37.44 66.56] ; [ 7.56 13.44],0
