Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,57.157704,[105  11] ; [19 35],[84.61176471 31.38823529] ; [39.38823529 14.61176471],1
s7,1,0.0,31.283897,[100  12] ; [27 27],[85.68674699 26.31325301] ; [41.31325301 12.68674699],1
r2,1,9.8e-05,15.177936,[112   2] ; [45 10],[105.90532544   8.09467456] ; [51.09467456  3.90532544],1
s6,1,0.000548,11.94626,[105  10] ; [39 16],[97.41176471 17.58823529] ; [46.58823529  8.41176471],1
s5,1,0.001601,9.958051,[55 57] ; [12 40],[45.75609756 66.24390244] ; [21.24390244 30.75609756],0
v4,1,0.002057,9.498394,[114   1] ; [49  6],[110.26470588   4.73529412] ; [52.73529412  2.26470588],0
s4,1,0.008243,6.97982,[31 85] ; [ 5 50],[24.42105263 91.57894737] ; [11.57894737 43.42105263],0
p9,1,0.066572,3.36558,[103  13] ; [43 12],[99.04093567 16.95906433] ; [46.95906433  8.04093567],0
n3,1,0.071657,3.244644,[22  8] ; [8 9],[19.14893617 10.85106383] ; [10.85106383  6.14893617],0
u2,1,0.091322,2.850909,[18 12] ; [15  3],[20.625  9.375] ; [12.375  5.625],0
b4,1,0.095972,2.771245,[63 54] ; [37 18],[68.02325581 48.97674419] ; [31.97674419 23.02325581],0
a4,1,0.104606,2.633876,[58 59] ; [20 35],[53.05813953 63.94186047] ; [24.94186047 30.05813953],0
v2,1,0.109815,2.556879,[67 44] ; [26 29],[62.18674699 48.81325301] ; [30.81325301 24.18674699],0
r3,1,0.119233,2.427367,[113   4] ; [50  5],[110.87790698   6.12209302] ; [52.12209302  2.87790698],0
a2,1,0.175351,1.83659,[30 87] ; [ 9 46],[26.52906977 90.47093023] ; [12.47093023 42.52906977],0
p11,1,0.191755,1.704085,[85 32] ; [45 10],[88.43023256 28.56976744] ; [41.56976744 13.43023256],0
a7,1,0.222229,1.489917,[81 36] ; [43 12],[84.34883721 32.65116279] ; [39.65116279 15.34883721],0
d5,1,0.244962,1.35181,[98 19] ; [42 13],[95.23255814 21.76744186] ; [44.76744186 10.23255814],0
n5,1,0.25171,1.313786,[91 25] ; [38 16],[88.02352941 27.97647059] ; [40.97647059 13.02352941],0
a1,1,0.262981,1.252995,[  4 113] ; [ 4 51],[  5.44186047 111.55813953] ; [ 2.55813953 52.44186047],0
v1,1,0.281241,1.161085,[65 49] ; [26 28],[61.75 52.25] ; [29.25 24.75],0
n6,1,0.298466,1.081034,[100  16] ; [44 11],[97.68421053 18.31578947] ; [46.31578947  8.68421053],0
p10,1,0.309728,1.031835,[99 16] ; [44 11],[96.73529412 18.26470588] ; [46.26470588  8.73529412],0
d1,1,0.323892,0.973167,[71 46] ; [29 26],[68.02325581 48.97674419] ; [31.97674419 23.02325581],0
