Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,47.171619,[221  96] ; [119 165],[179.3344426 137.6655574] ; [160.6655574 123.3344426],1
v3,1,0.0,26.125833,[157 159] ; [ 84 203],[126.29519071 189.70480929] ; [114.70480929 172.29519071],1
p2,1,1e-05,19.563278,[287  38] ; [220  75],[265.76612903  59.23387097] ; [241.23387097  53.76612903],1
p4,1,1.8e-05,18.37558,[213 112] ; [142 151],[186.69093851 138.30906149] ; [168.30906149 124.69093851],1
p6,1,3.6e-05,17.095008,[139 181] ; [ 80 212],[114.50980392 205.49019608] ; [104.49019608 187.50980392],1
p8,1,9.2e-05,15.303328,[180 138] ; [119 173],[155.87213115 162.12786885] ; [143.12786885 148.87213115],1
r3,1,0.000216,13.687563,[315  11] ; [260  32],[303.3171521  22.6828479] ; [271.6828479  20.3171521],1
p3,1,0.000317,12.964839,[178 148] ; [118 176],[155.63870968 170.36129032] ; [140.36129032 153.63870968],1
r4,1,0.000374,12.660211,[302  25] ; [245  50],[287.57073955  39.42926045] ; [259.42926045  35.57073955],1
p7,1,0.000632,11.678328,[215 103] ; [158 134],[194.44918033 123.55081967] ; [178.55081967 113.44918033],1
p9,1,0.000901,11.020005,[279  44] ; [221  70],[263.02931596  59.97068404] ; [236.97068404  54.02931596],1
s8,1,0.000929,10.964008,[158 166] ; [105 190],[137.66074313 186.33925687] ; [125.33925687 169.66074313],1
r2,1,0.001122,10.615112,[314  10] ; [261  27],[304.41176471  19.58823529] ; [270.58823529  17.41176471],0
r1,1,0.001297,10.346806,[276  49] ; [220  75],[260.  65.] ; [236.  59.],0
p11,1,0.001862,9.680407,[272  55] ; [215  80],[256.02733119  70.97266881] ; [230.97266881  64.02733119],0
p10,1,0.001927,9.618234,[271  52] ; [216  77],[255.35876623  67.64123377] ; [231.64123377  61.35876623],0
s6,1,0.002327,9.271683,[221  99] ; [167 125],[202.87581699 117.12418301] ; [185.12418301 106.87581699],0
b5,1,0.00339,8.584787,[215 112] ; [160 135],[197.14630225 129.85369775] ; [177.85369775 117.14630225],0
n5,1,0.003674,8.438052,[287  39] ; [232  60],[273.77669903  52.22330097] ; [245.22330097  46.77669903],0
v4,1,0.004507,8.067293,[310  14] ; [264  30],[300.93203883  23.06796117] ; [273.06796117  20.93203883],0
s5,1,0.016017,5.801054,[105 212] ; [ 69 216],[ 91.62458472 225.37541528] ; [ 82.37541528 202.62458472],0
n1,1,0.020961,5.330051,[29 21] ; [29 49],[22.65625 27.34375] ; [35.34375 42.65625],0
d5,1,0.023098,5.161109,[277  49] ; [229  65],[266.05806452  59.94193548] ; [239.94193548  54.05806452],0
s2,1,0.033891,4.500184,[170 150] ; [131 163],[156.87296417 163.12703583] ; [144.12703583 149.87296417],0
n6,1,0.033903,4.499613,[288  37] ; [243  51],[278.79644588  46.20355412] ; [252.20355412  41.79644588],0
a5,1,0.041526,4.154411,[259  68] ; [213  82],[248.1414791  78.8585209] ; [223.8585209  71.1414791],0
u1,1,0.05687,3.62639,[ 73 254] ; [ 48 247],[ 63.61254019 263.38745981] ; [ 57.38745981 237.61254019],0
d3,1,0.063181,3.451842,[233  94] ; [189 105],[222.21256039 104.78743961] ; [199.78743961  94.21256039],0
u4,1,0.079927,3.066389,[  8 319] ; [  2 293],[  5.25723473 321.74276527] ; [  4.74276527 290.25723473],0
a3,1,0.082293,3.019032,[244  80] ; [203  91],[234.34951456  89.65048544] ; [212.65048544  81.34951456],0
n3,1,0.098264,2.733488,[41  9] ; [53 24],[37.00787402 12.99212598] ; [56.99212598 20.00787402],0
d1,1,0.103181,2.655676,[205 122] ; [166 129],[195.04340836 131.95659164] ; [175.95659164 119.04340836],0
b2,1,0.107948,2.584006,[ 87 129] ; [ 56 117],[ 79.40359897 136.59640103] ; [ 63.59640103 109.40359897],0
b3,1,0.107948,2.584006,[ 87 129] ; [ 56 117],[ 79.40359897 136.59640103] ; [ 63.59640103 109.40359897],0
u3,1,0.127289,2.32526,[47 36] ; [41 50],[41.97701149 41.02298851] ; [46.02298851 44.97701149],0
s7,1,0.140535,2.172095,[159 150] ; [128 154],[150.05583756 158.94416244] ; [136.94416244 145.05583756],0
d4,1,0.173548,1.852029,[271  55] ; [231  62],[264.3812601  61.6187399] ; [237.6187399  55.3812601],0
a8,1,0.212987,1.551007,[ 50 238] ; [ 37 236],[ 44.6631016 243.3368984] ; [ 42.3368984 230.6631016],0
a2,1,0.216518,1.5273,[ 93 234] ; [ 71 224],[ 86.21864952 240.78135048] ; [ 77.78135048 217.21864952],0
a7,1,0.234794,1.411581,[236  90] ; [200  94],[229.2516129  96.7483871] ; [206.7483871  87.2516129],0
s1,1,0.256934,1.285203,[  8 313] ; [ 12 279],[ 10.49019608 310.50980392] ; [  9.50980392 281.49019608],0
s4,1,0.266141,1.236529,[ 45 278] ; [ 50 241],[ 49.97557003 273.02442997] ; [ 45.02442997 245.97557003],0
b1,1,0.329594,0.950494,[126 201] ; [125 170],[131.95659164 195.04340836] ; [119.04340836 175.95659164],0
a4,1,0.402577,0.700617,[163 161] ; [138 156],[157.80582524 166.19417476] ; [143.19417476 150.80582524],0
n2,1,0.483299,0.491409,[39 11] ; [58 22],[37.30769231 12.69230769] ; [59.69230769 20.30769231],0
p12,1,0.500079,0.454769,[ 23 300] ; [ 17 277],[ 20.94003241 302.05996759] ; [ 19.05996759 274.94003241],0
p1,1,0.648767,0.207458,[ 23 303] ; [ 18 275],[ 21.59289176 304.40710824] ; [ 19.40710824 273.59289176],0
u2,1,0.662144,0.19093,[41 41] ; [48 42],[42.43023256 39.56976744] ; [46.56976744 43.43023256],0
b4,1,0.706633,0.141663,[188 139] ; [174 121],[190.31189711 136.68810289] ; [171.68810289 123.31189711],0
s3,1,0.732807,0.11655,[176 143] ; [156 134],[173.9047619 145.0952381] ; [158.0952381 131.9047619],0
a1,1,0.780288,0.077809,[ 14 313] ; [ 14 281],[ 14.72025723 312.27974277] ; [ 13.27974277 281.72025723],0
d2,1,0.80059,0.063799,[168 158] ; [147 144],[166.43435981 159.56564019] ; [148.56564019 142.43435981],0
a6,1,0.949926,0.003944,[221 105] ; [200  94],[221.36451613 104.63548387] ; [199.63548387  94.36451613],0
