Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,2.7e-05,17.614963,[46  8] ; [1 6],[41.60655738 12.39344262] ; [5.39344262 1.60655738],1
p8,1,0.013225,6.138745,[49  5] ; [4 3],[46.91803279  7.08196721] ; [6.08196721 0.91803279],0
s7,1,0.015803,5.824671,[49  2] ; [5 2],[47.48275862  3.51724138] ; [6.51724138 0.48275862],0
p6,1,0.025457,4.992515,[37 15] ; [2 5],[34.37288136 17.62711864] ; [4.62711864 2.37288136],0
n4,1,0.036742,4.36233,[51  3] ; [5 2],[49.57377049  4.42622951] ; [6.42622951 0.57377049],0
n5,1,0.076877,3.12971,[50  4] ; [5 2],[48.68852459  5.31147541] ; [6.31147541 0.68852459],0
p4,1,0.076877,3.12971,[50  4] ; [5 2],[48.68852459  5.31147541] ; [6.31147541 0.68852459],0
s5,1,0.191729,1.704278,[34 16] ; [3 4],[32.45614035 17.54385965] ; [4.54385965 2.45614035],0
r3,1,0.223163,1.483914,[52  2] ; [6 1],[51.3442623  2.6557377] ; [6.6557377 0.3442623],0
v2,1,0.236982,1.398456,[31 22] ; [5 1],[32.33898305 20.66101695] ; [3.66101695 2.33898305],0
v3,1,0.270416,1.214636,[32 21] ; [5 1],[33.23728814 19.76271186] ; [3.76271186 2.23728814],0
p7,1,0.296562,1.089591,[45  7] ; [5 2],[44.06779661  7.93220339] ; [5.93220339 1.06779661],0
b4,1,0.328101,0.956378,[28 26] ; [5 2],[29.21311475 24.78688525] ; [3.78688525 3.21311475],0
d5,1,0.354971,0.855607,[46  8] ; [5 2],[45.14754098  8.85245902] ; [5.85245902 1.14754098],0
r4,1,0.379976,0.770781,[51  3] ; [6 1],[50.45901639  3.54098361] ; [6.54098361 0.45901639],0
a6,1,0.424287,0.638409,[30 24] ; [5 2],[30.98360656 23.01639344] ; [4.01639344 2.98360656],0
p1,1,0.445151,0.58297,[15 39] ; [1 6],[14.16393443 39.83606557] ; [1.83606557 5.16393443],0
p12,1,0.445151,0.58297,[15 39] ; [1 6],[14.16393443 39.83606557] ; [1.83606557 5.16393443],0
b5,1,0.477891,0.503671,[23 31] ; [2 5],[22.13114754 31.86885246] ; [2.86885246 4.13114754],0
b2,1,0.515925,0.422032,[19 21] ; [2 4],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
b3,1,0.515925,0.422032,[19 21] ; [2 4],[18.26086957 21.73913043] ; [2.73913043 3.26086957],0
a4,1,0.525857,0.402391,[24 30] ; [4 3],[24.78688525 29.21311475] ; [3.21311475 3.78688525],0
p3,1,0.529004,0.396303,[44 10] ; [5 2],[43.37704918 10.62295082] ; [5.62295082 1.37704918],0
n6,1,0.532506,0.389607,[50  4] ; [6 1],[49.57377049  4.42622951] ; [6.42622951 0.57377049],0
d1,1,0.617794,0.24898,[36 18] ; [4 3],[35.40983607 18.59016393] ; [4.59016393 2.40983607],0
d2,1,0.654244,0.200592,[28 26] ; [3 4],[27.44262295 26.55737705] ; [3.55737705 3.44262295],0
p2,1,0.674368,0.176535,[49  5] ; [6 1],[48.68852459  5.31147541] ; [6.31147541 0.68852459],0
v1,1,0.727365,0.121545,[41 12] ; [5 2],[40.63333333 12.36666667] ; [5.36666667 1.63333333],0
a2,1,0.784033,0.075113,[10 44] ; [1 6],[ 9.73770492 44.26229508] ; [1.26229508 5.73770492],0
d4,1,0.804177,0.061476,[48  6] ; [6 1],[47.80327869  6.19672131] ; [6.19672131 0.80327869],0
a3,1,0.872807,0.02563,[45  9] ; [6 1],[45.14754098  8.85245902] ; [5.85245902 1.14754098],0
d3,1,0.880993,0.022413,[40 14] ; [5 2],[39.83606557 14.16393443] ; [5.16393443 1.83606557],0
b1,1,0.936594,0.006328,[24 30] ; [3 4],[23.90163934 30.09836066] ; [3.09836066 3.90163934],0
a8,1,0.952375,0.003567,[ 9 42] ; [1 5],[ 8.94736842 42.05263158] ; [1.05263158 4.94736842],0
a7,1,0.964853,0.001942,[39 15] ; [5 2],[38.95081967 15.04918033] ; [5.04918033 1.95081967],0
p11,1,0.970374,0.001379,[46  8] ; [6 1],[46.03278689  7.96721311] ; [5.96721311 1.03278689],0
