Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1.2e-05,19.112721,[26 43] ; [27  5],[36.20792079 32.79207921] ; [16.79207921 15.20792079],1
p4,1,2.9e-05,17.47922,[27 41] ; [27  5],[36.72 31.28] ; [17.28 14.72],1
p7,1,0.000114,14.883312,[34 33] ; [29  3],[42.63636364 24.36363636] ; [20.36363636 11.63636364],1
p10,1,0.007266,7.205924,[50 17] ; [31  1],[54.81818182 12.18181818] ; [26.18181818  5.81818182],0
p3,1,0.019125,5.49001,[28 41] ; [21 11],[33.47524752 35.52475248] ; [15.52475248 16.47524752],0
p9,1,0.035901,4.401801,[52 16] ; [30  2],[55.76 12.24] ; [26.24  5.76],0
s8,1,0.043224,4.086609,[13 56] ; [12 20],[17.07920792 51.92079208] ; [ 7.92079208 24.07920792],0
p11,1,0.054173,3.707368,[51 18] ; [29  3],[54.65346535 14.34653465] ; [25.34653465  6.65346535],0
n5,1,0.057098,3.619727,[43 26] ; [26  6],[47.13861386 21.86138614] ; [21.86138614 10.13861386],0
s4,1,0.063648,3.439673,[ 9 58] ; [ 9 22],[12.30612245 54.69387755] ; [ 5.69387755 25.30612245],0
d3,1,0.066088,3.377617,[41 28] ; [25  7],[45.08910891 23.91089109] ; [20.91089109 11.08910891],0
s6,1,0.068731,3.313076,[45 24] ; [25  5],[48.78787879 20.21212121] ; [21.21212121  8.78787879],0
b1,1,0.078793,3.089616,[20 49] ; [15 17],[23.91089109 45.08910891] ; [11.08910891 20.91089109],0
n4,1,0.087767,2.914866,[42 27] ; [25  7],[45.77227723 23.22772277] ; [21.22772277 10.77227723],0
d5,1,0.130891,2.281902,[54 15] ; [29  3],[56.7029703 12.2970297] ; [26.2970297  5.7029703],0
p1,1,0.162532,1.950511,[ 6 61] ; [ 6 26],[ 8.12121212 58.87878788] ; [ 3.87878788 28.12121212],0
p2,1,0.19836,1.654412,[52 16] ; [28  4],[54.4 13.6] ; [25.6  6.4],0
a6,1,0.246705,1.341866,[47 22] ; [18 14],[44.40594059 24.59405941] ; [20.59405941 11.40594059],0
n2,1,0.260531,1.265934,[11  2] ; [3 2],[10.11111111  2.88888889] ; [3.88888889 1.11111111],0
