Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,23.261609,[38 70] ; [56 23],[54.28877005 53.71122995] ; [39.71122995 39.28877005],1
s8,1,0.000342,12.825747,[43 68] ; [52 28],[55.20942408 55.79057592] ; [39.79057592 40.20942408],1
v1,1,0.001522,10.051991,[52 58] ; [55 23],[62.60638298 47.39361702] ; [44.39361702 33.60638298],0
n4,1,0.007615,7.121779,[81 30] ; [71  9],[88.33507853 22.66492147] ; [63.66492147 16.33507853],0
s7,1,0.015507,5.857984,[51 57] ; [49 26],[59.01639344 48.98360656] ; [40.98360656 34.01639344],0
d5,1,0.022058,5.241186,[79 33] ; [67 12],[85.61256545 26.38743455] ; [60.38743455 18.61256545],0
a5,1,0.025123,5.015406,[73 39] ; [64 16],[79.91666667 32.08333333] ; [57.08333333 22.91666667],0
s2,1,0.025235,5.007719,[47 64] ; [47 33],[54.62827225 56.37172775] ; [39.37172775 40.62827225],0
p5,1,0.027765,4.842594,[  9 101] ; [15 64],[13.96825397 96.03174603] ; [10.03174603 68.96825397],0
n5,1,0.029432,4.742193,[78 31] ; [68 12],[84.2010582 24.7989418] ; [61.7989418 18.2010582],0
a1,1,0.031389,4.631585,[  3 109] ; [ 8 72],[  6.41666667 105.58333333] ; [ 4.58333333 75.41666667],0
p8,1,0.03552,4.420008,[47 63] ; [46 33],[54.12698413 55.87301587] ; [38.87301587 40.12698413],0
p3,1,0.037008,4.350053,[49 62] ; [47 32],[56.08421053 54.91578947] ; [39.91578947 39.08421053],0
a3,1,0.061952,3.484333,[76 36] ; [64 16],[81.66666667 30.33333333] ; [58.33333333 21.66666667],0
p4,1,0.066934,3.356659,[52 58] ; [48 31],[58.2010582 51.7989418] ; [41.7989418 37.2010582],0
v4,1,0.070793,3.264545,[98 12] ; [77  3],[101.31578947   8.68421053] ; [73.68421053  6.31578947],0
p7,1,0.088847,2.895143,[66 42] ; [57 21],[71.41935484 36.58064516] ; [51.58064516 26.41935484],0
