Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,41.049903,[ 8 87] ; [22 14],[21.75572519 73.24427481] ; [ 8.24427481 27.75572519],1
s2,1,0.0,26.037618,[17 78] ; [23 13],[29.00763359 65.99236641] ; [10.99236641 25.00763359],1
s4,1,2.1e-05,18.122433,[12 83] ; [17 19],[21.03053435 73.96946565] ; [ 7.96946565 28.03053435],1
s6,1,6.1e-05,16.062033,[27 68] ; [24 12],[36.98473282 58.01526718] ; [14.01526718 21.98473282],1
s3,1,0.000114,14.881804,[25 67] ; [23 13],[34.5 57.5] ; [13.5 22.5],1
s5,1,0.000127,14.684789,[ 9 83] ; [13 20],[16.192 75.808] ; [ 5.808 27.192],1
p4,1,0.001567,9.998058,[29 65] ; [22 14],[36.87692308 57.12307692] ; [14.12307692 21.87692308],0
p6,1,0.004738,7.97699,[19 73] ; [16 19],[25.35433071 66.64566929] ; [ 9.64566929 25.35433071],0
n1,1,0.011412,6.4,[ 8 24] ; [10  6],[12. 20.] ; [ 6. 10.],0
a3,1,0.013403,6.115145,[43 52] ; [25 11],[49.3129771 45.6870229] ; [18.6870229 17.3129771],0
v4,1,0.013544,6.096631,[67 27] ; [33  3],[72.30769231 21.69230769] ; [27.69230769  8.30769231],0
u3,1,0.014102,6.025278,[13 38] ; [7 4],[16.4516129 34.5483871] ; [3.5483871 7.4516129],0
p11,1,0.015779,5.827355,[55 40] ; [29  7],[60.91603053 34.08396947] ; [23.08396947 12.91603053],0
a5,1,0.019441,5.461431,[39 56] ; [23 13],[44.96183206 50.03816794] ; [17.03816794 18.96183206],0
p3,1,0.023759,5.112166,[23 72] ; [16 20],[28.28244275 66.71755725] ; [10.71755725 25.28244275],0
p10,1,0.028405,4.803331,[49 42] ; [27  9],[54.45669291 36.54330709] ; [21.54330709 14.45669291],0
p7,1,0.02972,4.725424,[38 54] ; [22 13],[43.46456693 48.53543307] ; [16.53543307 18.46456693],0
p9,1,0.031725,4.613282,[58 34] ; [29  6],[63.02362205 28.97637795] ; [23.97637795 11.02362205],0
r2,1,0.03568,4.412315,[65 27] ; [31  4],[69.54330709 22.45669291] ; [26.45669291  8.54330709],0
p2,1,0.047446,3.929502,[55 38] ; [28  8],[59.8372093 33.1627907] ; [23.1627907 12.8372093],0
n2,1,0.118387,2.438529,[20 13] ; [14  3],[22.44 10.56] ; [11.56  5.44],0
n3,1,0.118387,2.438529,[20 13] ; [14  3],[22.44 10.56] ; [11.56  5.44],0
u2,1,0.125311,2.34965,[20 32] ; [7 4],[22.28571429 29.71428571] ; [4.71428571 6.28571429],0
v3,1,0.131872,2.270333,[14 80] ; [ 9 25],[16.890625 77.109375] ; [ 6.109375 27.890625],0
r3,1,0.161566,1.959504,[71 24] ; [31  5],[73.96946565 21.03053435] ; [28.03053435  7.96946565],0
b5,1,0.170757,1.876289,[60 35] ; [18 18],[56.5648855 38.4351145] ; [21.4351145 14.5648855],0
p1,1,0.179476,1.80196,[ 8 86] ; [ 6 30],[10.12307692 83.87692308] ; [ 3.87692308 32.12307692],0
p8,1,0.195245,1.677591,[31 62] ; [16 19],[34.1484375 58.8515625] ; [12.8515625 22.1484375],0
